start	
92606	Mysterious jewel of demons said to be created by Rumanka. <Right click to register to AC System (J).>
92607	Abandoned cogwheel found in the Etherain Sewer. <Right click to register to AC System (J).>
92608	Lost spirit of the dead. <Right click to register to AC System (J).>
92609	Top secret planning document for the invasion of Waldchen. <Right click to register to AC System (J).>
92610	Record of tales before Schwartz became the emperor. <Right click to register to AC System (J).>
92611	Old memo with Empire's conspiracy written on it. <Right click to register to AC System (J).>
92612	Research report about the dark crystal called Dark Ether. <Right click to register to AC System (J).>
92613	Secret document with shady dealings of Etherain and Imperial Army. <Right click to register to AC System (J).>
92614	Mysterious shard of ice that does not melt. <Right click to register to AC System (J).>
92615	Emergency ration hidden by the Guidance in the Frozen Palace. <Right click to register to AC System (J).>
92616	Rainbow colored fish that lives in the Frozen Palace. <Right click to register to AC System (J).>
92617	Mysterious flame that does not go out. <Right click to register to AC System (J).>
92618	Broken wing of the Dragonkin. <Right click to register to AC System (J).>
92619	Message sent by Kalbus to the Dragonkin. <Right click to register to AC System (J).>
92620	Flaming fish that lives in the Valley of Dragonkin. <Right click to register to AC System (J).>
92621	Carnivorous fish that lives in the Forest of Beasts. <Right click to register to AC System (J).>
92622	Corrupted fish that lives in the Etherain Sewer <Right click to register to AC System (J).>
92623	Beautiful flower that is said to have been created with tears <Right click to register to AC System (J).>
92625	Relic kept for a long time in the forest <Right click to register to AC System (J).>
92626	Relic kept for a long time in the sewer <Right click to register to AC System (J).>
92627	Relic kept for a long time in the snowy plains <Right click to register to AC System (J).>
92628	Relic kept for a long time in the volcano <Right click to register to AC System (J).>
92131	Page 1 of the treasure map that shows the location of treasures in the Graveyard <Right click to register to AC System (J).>
92132	Page 2 of the treasure map that shows the location of treasures in the Graveyard <Right click to register to AC System (J).>
92133	Page 3 of the treasure map that shows the location of treasures in the Graveyard <Right click to register to AC System (J).>
92134	Page 4 of the treasure map that shows the location of treasures in the Graveyard <Right click to register to AC System (J).>
92135	Page 5 of the treasure map that shows the location of treasures in the Graveyard <Right click to register to AC System (J).>
92136	Page 6 of the treasure map that shows the location of treasures in the Graveyard <Right click to register to AC System (J).>
92137	Page 7 of the treasure map that shows the location of treasures in the Graveyard <Right click to register to AC System (J).>
92138	Page 8 of the treasure map that shows the location of treasures in the Graveyard <Right click to register to AC System (J).>
92630	A Shackle filled with wrath of the dead soul <Right click to register to AC System (J).>
92631	A blood colored garnet that is even redder than the blood <Right click to register to AC System (J).>
92632	"A cursed soul, rotten to its core <Right click to register to AC System (J).>"
92633	A heretic's spell scroll describing evil rituals <Right click to register to AC System (J).>
92634	An Ether solution with magic powers dissolved <Right click to register to AC System (J).>
92635	A cursed heart containing the Great Priest's despair and fear <Right click to register to AC System (J).>
92636	A creepy-looking fish living on the corpses of the Aiort graveyard <Right click to register to AC System (J).>
92541	First piece needed to craft the Graveyard Key <Right click to register to AC System (J).>
92542	Second piece needed to craft the Graveyard Key <Right click to register to AC System (J).>
92543	Third piece needed to craft the Graveyard Key <Right click to register to AC System (J).>
92544	Fourth piece needed to craft the Graveyard Key <Right click to register to AC System (J).>
92545	Fifth piece needed to craft the Graveyard Key <Right click to register to AC System (J).>
92629	Relic kept for a long time in the graveyard <Right click to register to AC System (J).>
92551	The first fragment needed to combine Helron Key <Right click to register to AC System (J).>
92552	The second fragment needed to combine Helron Key <Right click to register to AC System (J).>
92553	The third fragment needed to combine Helron Key <Right click to register to AC System (J).>
92554	The fourth fragment needed to combine Helron Key <Right click to register to AC System (J).>
92555	The fifth fragment needed to combine Helron Key <Right click to register to AC System (J).>
92171	The first page of the treasure map leading to the riches of Helron <Right click to register to AC System (J).>
92172	The second page of the treasure map leading to the riches of Helron <Right click to register to AC System (J).>
92173	The third page of the treasure map leading to the riches of Helron <Right click to register to AC System (J).>
92174	The fourth page of the treasure map leading to the riches of Helron <Right click to register to AC System (J).>
92175	The fifth page of the treasure map leading to the riches of Helron <Right click to register to AC System (J).>
92176	The sixth page of the treasure map leading to the riches of Helron <Right click to register to AC System (J).>
92177	The seventh page of the treasure map leading to the riches of Helron <Right click to register to AC System (J).>
92178	The eighth page of the treasure map leading to the riches of Helron <Right click to register to AC System (J).>
92181	Page 1 of the treasure map with the location of treasures in Green Earth. <Right click to register to AC System (J).>
92182	Page 2 of the treasure map with the location of treasures in Green Earth. <Right click to register to AC System (J).>
92183	Page 3 of the treasure map with the location of treasures in Green Earth. <Right click to register to AC System (J).>
92184	Page 4 of the treasure map with the location of treasures in Green Earth. <Right click to register to AC System (J).>
92185	Page 5 of the treasure map with the location of treasures in Green Earth. <Right click to register to AC System (J).>
92186	Page 6 of the treasure map with the location of treasures in Green Earth. <Right click to register to AC System (J).>
92187	Page 7 of the treasure map with the location of treasures in Green Earth. <Right click to register to AC System (J).>
92188	Page 8 of the treasure map with the location of treasures in Green Earth. <Right click to register to AC System (J).>
92465	A Holy Grail that is found all over Green Earth. <Right click to register to AC System (J).>
92466	"A small, beautiful Coral Reef that is found on the Kortoq Coast. <Right click to register to AC System (J).>"
92467	A small Celestial Fruit from the Galenoa Jungle <Right click to register it to AC System (J).>
92468	A piece of the Floating Stone Bridge linking the cliffs of the Galenoa Jungle <Right click to register it to AC System (J).>
92637	A long cherished artifact from Helron <Right click to register to AC System (J).>
92638	A golden cup that the demons might have used to drink Nerota. It has the shape of Rumanka engraved on it <Right click to register to AC System (J).>
92639	The mysterious nectar that the demons enjoy <Right click to register to AC System (J).>
92640	The dust and dirt from Tarogon mine containing the bones of dead demon slaves <Right click to register to AC System (J).>
92641	A sealed edict from Altheim. The wax bears the seal of Schwartz <Right click to register to AC System (J).>
92642	"A skull of the ancient demons that lived in Helron, one of the most influential races in ancient times together with the dragonkins. <Right click to register to AC System (J).>"
//神板 3:48 2011-02-22 (辛芝誤 舛軒)	
11224	Attack Speed
11218	Attack success rate
11210	Fire Damage
11207	Water Damage
11209	Earth Damage
11208	Wind Damage
11211	Darkness Damage
11258	Movement Speed
11219	Defense Success Rate
11204	Fire Resistance Rate
11201	Water Resistance Rate
11202	Wind Resistance Rate
11203	Earth Resistance Rate
11205	Darkness Resistance Rate
11229	Basic Damage
11228	Basic Defense
11213	STR
11214	AGI
11215	INT
11216	VIT
11217	SPI
11266	Max. HP
11226	Max. MP/SP
11284	Skill Enhancement
11267	Skill Damage
11232	All Stats
11022	Stat Restriction Decrease
11431	All Elemental Damage
11432	All Elemental Resistance Rates
11268	HP Absorption 
11269	MP/SP Absorption
11270	HP Recovery Amount
11272	Critical Chance
11273	Critical Damage
11274	Reflect Damage
11275	Earning Heim
11276	Earning EXP
11277	Multi-attack Chance
11278	Basic Damage
11280	Basic Defense
11282	Reduce damage
11287	Chance of resurrection at time of death
11288	Chance to double damage
11286	Lucky Monster Damage
11285	Synthesis Success Rate
11289	Chance to ignore enemy's armor
11290	Min. Damage
11291	Max. Damage
11292	Chance to ignore item's durability damage
11293	Chance to ignore enemy skill effects
11294	Buff Duration
11295	Debuff Duration
11362	Recovery
11361	Skill Casting Time
11354	Holding Immunity
11355	Sleep Immunity
11356	Poison Immunity
11357	Knock Back Immunity
11358	Down Immunity
11359	Stun Immunity
11360	Reduces damage during PVP
11365	Additional Damage
23142	Skill Cooldown
11363	Maximum SD
11364	SD recovery rate
//神板 8:48 2011-02-22	
3446	Castle Gate Reinforcement Block Capsule
3447	Castle Gate Reinforcement Block Power Capsule
3448	Increases the number of castle gate defense blocks in the Temple of Blood. Available in Gate Management.
3449	Do you want to add defense blocks? The item disappears when checking it. Not refundable.
//神板 9:58 2011-02-22	
48282	"Do you want to add a Socket Chance to %s?\n(Currently activated sockets may disappear, and all equipped Zards will vanish.)"
//神穿 1:11 2011-02-23	
158468	Skill Reset (Supply)
//神板 3:31 2011-02-23	
159205	Movement Speed increased by 20%
159206	Elemental Resistance Rate increased by 7%
159207	Attack Speed increased by 15%
159208	"Critical Damage increased by 10%, Critical Success Rate increased by 5%"
159209	Movement Speed increased by 25%
159210	Basic Attack Speed increased by 20%
159211	Basic Attack Speed increased by 30%
159212	"Critical Damage increased by 15%, Critical Success Rate increased by 5%"
159213	Elemental Resistance Rate increased by 10%
159214	Elemental Resistance Rate increased by 15%
159215	Elemental Resistance Rate increased by 5%
159216	Attack Speed increased by 20%
159217	Critical Damage increased by 5%
//神板 4:42 2011-02-23	
158470	Vigor of the Cheetah
158471	Vigor of the Bear
158472	Vigor of the Wolf
158473	Vigor of the Falcon
158474	Vigor of the Coyote
158475	Spirit of the Cheetah
158476	Spirit of the Bear
158477	Spirit of the Wolf
158478	Spirit of the Falcon
158479	Spirit of the Coyote
158480	Soul of the Cheetah
158481	Soul of the Bear
158482	Soul of the Wolf
158483	Soul of the Falcon
158484	Soul of the Coyote
158486	Ring of Onslaught
158487	Ring of Protection
158488	Ring of Rage
158507	[Supply]High-grade Spirit of the Liberation Army Soldier
158508	[Supply]Ring of Onslaught
158509	[Supply]Ring of Protection
158510	[Supply]Ring of Rage
158511	[Supply]High-grade Ring of Onslaught
158512	[Supply]High-grade Ring of Protection
158513	[Supply]High-grade Ring of Rage
158514	Critical Damage increased by 5%
158515	Attack Speed increased by 20%
158516	Elemental Resistance Rate increased by 5%
158517	Movement Speed increased by 20%
158518	Attack Speed increased by 15%
158519	Elemental Resistance Rate increased by 7%
158520	"Critical Damage increased by 10%, Critical Chance increased by 5%"
158521	Movement Speed increased by 25%
158522	Basic Attack Speed increased by 20%
158523	Basic Attack Speed increased by 30%
158524	"Critical Damage increased by 15%, Critical Chance increased by 5%"
158525	Elemental Resistance Rate increased by 10%
158526	Elemental Resistance Rate increased by 15%
//神板 8:42 2011-02-23	
2278	Change
//神板 9:23 2011-02-23	
48275	"You added one more Socket Chance to %s, but no socket was created."
48280	Sockets cannot be created in the selected item.
//神穿 2:08 2011-02-24	
47508	Paltry-looking Zard Box
47509	Ordinary-looking Zard Box
47510	Fine-looking Zard Box
47511	Remarkable-looking Zard Box
48508	It looks worthless. I don't think there's anything useful in it. Don't expect too much. <Right-click to open.>
48509	It looks ordinary. But it may have something good. <Right-click to open.>
48510	It looks of fine quality. Nobody would put useless things in a box like this. <Right-click to open.>
48511	It looks remarkable. Light is seeping through a chink of the box! I can't open my eyes! <Right-click to open.>
//神板 12:24 2011-02-24	
159049	Removes Zard from weapons and armor. Has a %d%% chance to completely detach Zard.
12157	A low-grade condiment that increases Zard Assembly success rate by %d%%.
12158	A high-grade condiment that increases Zard Assembly success rate by %d%%.
//神板 1:38 2011-02-24	
28918	Adding Crafting Expert Perk. <Right click to use.>
//神板 3:16 2011-02-24	
6474	Corrupted Temple Kill
6475	Corrupted Temple Win
6476	Corrupted Temple Fatal Fall
6477	Best Record
//神板 5:00 2011-02-24	
275	Choose Class
//神板 6:53 2011-02-25	
3450	You do not have Defense Block Capsule in your Inventory. You can only get the selected item from Lucky Monsters in the Temple of Blood.
//神穿 10:23 2011-02-28	
276	Class Description
//神板 12:23 2011-02-28	
277	%s
//神板 5:14 2011-02-28	
2279	"To change a character name, you must leave the guild and remove all friends from the list. Please check and try again."
//神板 5:32 2011-02-28	
29713	Blasts thunderbolt at enemy to inflict %s damage. Also stuns the wounded enemy by %s chance.
29719	"Shockwave is sent through the earth to cause %s damage to enemies. If the enemy is knocked down, additional %s damage is dealt."
//神板 10:11 2011-02-28	
40067	Reward Item
47581	S Rank Equipment Reward Box
47582	A Rank Equipment Reward Box
47583	B Rank Equipment Reward Box
47584	C and D Rank Equipment Reward Box
47585	B Rank Accessory Reward Box
47586	C Rank Accessory Reward Box
47587	D Rank Accessory Reward Box
47588	Best Zard Coupon
47589	High Grade Zard Coupon
47590	Medium Grade Zard Coupon
47591	Low Grade Zard Coupon
48581	Reward Box for Previous S Rank Equipment <Right click to use.>
48582	Reward Box for Previous A Rank Equipment <Right click to use.>
48583	Reward Box for Previous B Rank Equipment <Right click to use.>
48584	Reward Box for Previous C and D Rank Equipment <Right click to use.>
48585	Reward Box for Previous B Rank Accessory <Right click to use.>
48586	Reward Box for Previous C Rank Accessory <Right click to use.>
48587	Reward Box for Previous D Rank Accessory <Right click to use.>
48588	Exchangeable for Best Zard
48589	Exchangeable for High Grade Zard
48590	Exchangeable for Medium Grade Zard
48591	Exchangeable for Low Grade Zard
//神板 7:07 2011-03-01	
47638	Not enough %s to buy the selected item.
47639	Not enough Online Points to buy the selected item.
//神穿 11:50 2011-03-02	
47279	Holy Book of Hermetism (Random)
47593	Holy Book of Hermetism (5 sockets only)
47594	Holy Book of Hermetism (4 sockets only)
47595	Holy Book of Hermetism (3 sockets only)
47596	Holy Book of Hermetism (2 sockets only)
47597	Holy Book of Hermetism (1 socket only)
48593	"When the Holy Book of Hermetism is used, there is 100% chance that the item will have 5 sockets. Amazing energy is felt around the Holy Book."
48594	"When the Holy Book of Hermetism is used, there is 100% chance that the item will have 4 sockets. Amazing energy is felt around the Holy Book."
48595	"When the Holy Book of Hermetism is used, there is 100% chance that the item will have 3 sockets. Amazing energy is felt around the Holy Book."
48596	"When the Holy Book of Hermetism is used, there is 100% chance that the item will have 2 sockets. Amazing energy is felt around the Holy Book."
48597	"When the Holy Book of Hermetism is used, there is 100% chance that the item will have 1 socket. Amazing energy is felt around the Holy Book."
//神板 3:23 2011-03-02	
300467	Metal of Dragonkin
300468	Dragonkin Abrasive
300469	Dragonkin Special Abrasive
301467	The metal is as strong as Orharcon and emanates mysterious energy.
301468	An abrasive useful for re-forging Metal of Dragonkin.
301469	A special abrasive useful for re-forging Metal of Dragonkin.
401664	The Greatest Steed in the World
401665	Goat Leash 1
401666	Goat Leash 2
401667	Goat Leash 3
401668	Goat Leash 4
401669	Excellent Equipment for the Greatest Steed
401670	Best Equipment 1
401671	Best Equipment 2
401672	Best Equipment 3
300466	Goat Leash
301466	A leash attached to the neck of a goat.
//神板 7:37 2011-03-02	
48279	"Gives another chance for socket creation to equipment which can accommodate it. <Double click to use.>\n(Currently active sockets may disappear, and all Zards currently equipped will vanish.)"
48310	%s equipment will have %d sockets. All activated sockets and inserted Zard will disappear. Do you want to continue?
28212	Increases maximum HP by %s for a certain amount of time.
28213	Increases strength by %s for a certain amount of time.
28304	Pushes the forward enemies back to inflict %s damage and stuns them by %s chance.
28313	Reduces enemies' HP by %s in range consuming one concentrated energy of sword.
28315	Increases strength by %s and vitality by %s of nearby friendly forces including yourself.
26009	Reset your Skill Points to get back all points you have invested in skill level ups.
26026	Moves an enemy to a random location on the field with a %s chance. (PC only)
28804	Boosts SP Recovery rate by %s.
28805	Consumes SP to charge the dragon stare.
28806	Transform into a dragon.  The abilities of the dragon increases or decreases based on level.
28807	"Pierces the enemies several times with the sharp spears of thunderbolts using the earth's energy to inflict %s initial damage, %s second damage and additional damage of %s."
28808	Fires Spears of thunderbolt at enemies using a lightning attack to inflict damage of %s and additional damage of %s. The hit enemies are knocked back.
28811	"Blasts fire thunderbolt out to inflict damage of %s, additional damage of %s and continuous fire damage of %s."
28812	Increases nearby friendly forces' spirit by %s and intellect by %s.
29801	Increases the fire elemental damage of nearby friendly units by %s for a certain amount of time.
29802	Increases nearby friendly units' water elemental damage by %s for a certain amount of time.
29803	Restores one of the friendly forces' HP by %s over 20 seconds.
29806	Increases friendly units' earth elemental damage by %s for a certain period of time.
29807	Increases the wind elemental attack power of nearby friendly units by %s for a certain period.
29811	Increases nearby friendly units' physical damage by %s.
29812	Increase MP regeneration by %s for a certain amount of time.
29813	Causes %s damage by cutting air around the opponents who approach you and inflicts additional %s damage constantly over time .
29814	Increases strength of nearby friendly units by %s.
29815	Increases nearby friendly units' agility by %s.
29817	Casts a speed buff spell to the nearby friendly units to increase their movement speed by %s and attack speed by %s.
29818	Increases nearby friendly units' Attack Success Rate by %s.
26071	Strikes down the enemy to deal %s damage.
29501	Increases physical damage by %s for a short period of time.
29502	Increases fire elemental resistance by %s and water elemental resistance by %s.
29503	Increases wind elemental resistance by %s and earth elemental resistance by %s.
29505	Life Spirit's skill. Increases armor by %s for a certain period of time.
29514	Summons the Magic Walker for 10 minutes.
29515	This is a skill used by the Magic Worker that shoots fire arrows at forward enemies within 120━ to inflict damage of %s.
29516	"This is a skill used by the Magic Worker that boosts resistance power by %s against burns, %s against slows and %d against wounds."
29517	Summons the Doppelganger for 10 minutes.
29518	This is a skill used by the Doppelganger that blasts thunderbolts at enemies inflicting damage of %s.
29519	This is a skill used by the Doppelganger that boosts agility of the party member by %s.
//神板 9:59 2011-03-02	
158469	Stat Reset (Supply)
159056	"Resets character's stat (strength, agility, vitality, intellect, spirit) to default. You can use it after unequipping all items."
//神板 5:26 2011-03-03	
45598	Strange Invitation
45599	Particle of Light and Darkness
45600	Source of Light and Darkness
302346	Traces of Corrupted Spirit
303346	"Traces of Corrupted Spirit buried around the temple. By keeping it for a long time, you may be corrupted as well."
401673	Strange Invitation
401674	Devil Hunt
401675	Traces of the Devil
401676	Disassembly: Source of Light and Darkness
401677	Fusion: Particle of Light and Darkness
//神板 6:31 2011-03-03	
40068	Currency Item
//神板 3:20 2011-03-04	
47285	Shining Gladiator's Chest 2
47286	Shining Gladiator's Chest 3
47287	Shining Gladiator's Chest 4
47288	Shining Gladiator's Chest 5
47289	Shining Gladiator's Chest 6
47291	Corrupt Gladiator's Chest 2
47292	Corrupt Gladiator's Chest 3
47293	Corrupt Gladiator's Chest 4
47294	Corrupt Gladiator's Chest 5
47295	Corrupt Gladiator's Chest 6
48284	A reward for the greatest Gladiator who survives till the end. <Right click to use.>
48285	A reward for the greatest Gladiator who survives till the end. <Right click to use.>
48286	A reward for the greatest Gladiator who survives till the end. <Right click to use.>
48287	A reward for the greatest Gladiator who survives till the end. <Right click to use.>
48288	A reward for the greatest Gladiator who survives till the end. <Right click to use.>
48289	A reward for the greatest Gladiator who survives till the end. <Right click to use.>
48290	A thing dropped by a Corrupted Temple Gladiator. <Right click to use.>
48291	A thing dropped by a Corrupted Temple Gladiator. <Right click to use.>
48292	A thing dropped by a Corrupted Temple Gladiator. <Right click to use.>
48293	A thing dropped by a Corrupted Temple Gladiator. <Right click to use.>
48294	A thing dropped by a Corrupted Temple Gladiator. <Right click to use.>
48295	A thing dropped by a Corrupted Temple Gladiator. <Right click to use.>
6412	The Corrupted Temple opens in %d min.
6413	The Corrupted Temple closes in %d min.
6414	The Corrupted Temple is now closed.
6416	You cannot move to the village before the battle at the Corrupted Temple is over.
6417	The player is in battle at the Corrupted Temple.
6418	Now you can enter the Corrupted Temple.
6420	%s won the gambling.
6423	%s got a hold of Corrupt Gladiator's Chest.
6424	An acquired Corrupt Gladiator's Chest will be dispensed into your inventory automatically. Please secure enough room in your inventory at all times. (No item can be acquired if there is no space for it in your inventory.)
6425	Shining Fighter's Chest was not dispensed because there is no space available in your inventory. Please contact the GM.
6428	Exit Corrupted Temple.\nClick on the button to quit battle at the Corrupted Temple and return to your previous location.
1761	Corrupted Temple
1763	Earned EXP
1770	You lost the battle at the Corrupted Temple. \nPlease try again later.
1771	You won the battle at the Corrupted Temple.
1774	You cannot enter while in murderer state.
1775	You will move to where you were located before entering the Corrupted Temple in %d sec.
1781	You cannot enter because it is full. Please try again later.
852	Do you want to quit the battle at the Corrupted Temple?
853	You lost the battle at the Corrupted Temple.
854	Spectator Mode: Allows you to watch battles within the Corrupted Temple.
857	Click on [Quit Corrupted Temple] to quit.
//神板 3:57 2011-03-07	
302347	Container for Souls
303347	The container to hold Kalbus' Soul inside.
//神板 4:02 2011-03-07	
47560	Apollo -A Armor Skin Full Set Box
47561	Ares -A Armor Skin Full Set Box
47562	Hermes -A Armor Skin Full Set Box
47563	Nike -A Armor Skin Full Set Box
47564	Artemis -A Armor Skin Full Set Box
48560	"Box that contains a full set of ""Apollo -A"" Armor for Berserkers. <Right click to use.>"
48561	"Box that contains a full set of ""Ares -A"" Armor for Dragon Knights. <Right click to use.>"
48562	"Box that contains a full set of ""Hermes -A"" Armor for Shadows. <Right click to use.>"
48563	"Box that contains a full set of ""Nike -A"" Armor for Valkyries. <Right click to use.>"
48564	"Box that contains a full set of ""Artemis -A"" Armor for Elementalists. <Right click to use.>"
//神板 6:26 2011-03-08	
1769	%s has won %s Heim. Congratulations!
1772	Drawing a gamble winner.
1773	"You cannot enter now. You can enter at %d, %d, %d or %d o'clock every day."
6419	The gamble will now begin.
6426	All participants failed. Soulless Fighters will take over the temple. You will return to where you were prior to entry in 5 sec.
//神板 2:52 2011-03-09	
180126	"I have to sell this for a living.... Whew, it's hard...."
180127	"It was really tough getting this. Oh, my aching back...."
180128	I wonder if Ching Ching is doing well in Aukra.
180129	How's Chin Chin's business in Etherain...?
//神板 3:04 2011-03-09	
158601	Vigor of the Cheetah (10 minutes)
158602	Vigor of the Cheetah (30 minutes)
158603	Vigor of the Cheetah (60 minutes)
158604	Vigor of the Cheetah (6 hours)
158605	Vigor of the Cheetah (12 hours)
158606	Vigor of the Cheetah (24 hours)
158607	Vigor of the Bear (10 minutes)
158608	Vigor of the Bear (30 minutes)
158609	Vigor of the Bear (60 minutes)
158610	Vigor of the Bear (6 hours)
158611	Vigor of the Bear (12 hours)
158612	Vigor of the Bear (24 hours)
158613	Vigor of the Wolf (10 minutes)
158614	Vigor of the Wolf (30 minutes)
158615	Vigor of the Wolf (60 minutes)
158616	Vigor of the Wolf (6 hours)
158617	Vigor of the Wolf (12 hours)
158618	Vigor of the Wolf (24 hours)
158619	Vigor of the Falcon (10 minutes)
158620	Vigor of the Falcon (30 minutes)
158621	Vigor of the Falcon (60 minutes)
158622	Vigor of the Falcon (6 hours)
158623	Vigor of the Falcon (12 hours)
158624	Vigor of the Falcon (24 hours)
158625	Vigor of the Snake (10 minutes)
158626	Vigor of the Snake (30 minutes)
158627	Vigor of the Snake (60 minutes)
158628	Vigor of the Snake (6 hours)
158629	Vigor of the Snake (12 hours)
158630	Vigor of the Snake (24 hours)
158631	Vigor of the Coyote (10 minutes)
158632	Vigor of the Coyote (30 minutes)
158633	Vigor of the Coyote (60 minutes)
158634	Vigor of the Coyote (6 hours)
158635	Vigor of the Coyote (12 hours)
158636	Vigor of the Coyote (24 hours)
//神板 3:12 2011-03-09	
203327	・・.(The gladiator's face is in the darkness under the helmet's shadow.)
//神板 4:02 2011-03-09	
203338	Only I can move the Flying Vessel.
203339	Do you want to fly to Serient?
203340	Do you want to move the Flying Vessel?
203341	Quite a brisk breeze! Good weather for flying!
203342	Choose the place you want to go.
203343	Do you want to move the Flying Vessel?
203344	Do you want to fly to Serient?
203345	Shall we start flying?
203346	Quite a brisk breeze! Good weather for flying!
203347	You think too much! Where do you want to go?
203348	Don't you want to fly?
203349	"You're not afraid of heights, are you?"
203351	"To use the Flying Vessel, see the Captain."
203352	Only the Captain has the proper authority.
203353	Welcome aboard the best Flying Vessel in Brakion!
203354	"If you want to go to a particular place, see the Captain."
203355	The quickest way to Serient is by Flying Vessel.
203356	Many of Liberation Army soldiers use the Flying Vessel to go to Serient.
203357	"To use the Flying Vessel, see the Captain."
203358	Do you want to be part of the crew? You're always welcome!
203359	"To use the Flying Vessel, see the Captain."
203360	Only the Captain has the proper authority.
203361	Do you want to be part of the crew? You're always welcome!
203362	"If you want to go to a particular place, see the Captain."
203364	Welcome aboard the Flying Vessel!
203365	Where are you going to go?
203366	"To use the Flying Vessel, see the Captain."
203367	Do you need anything?
203368	The Captain is on the highest spot in the fleet.
203369	Many of Liberation Army soldiers use the Flying Vessel to go to Serient.
203370	"To use the Flying Vessel, see the Captain."
203371	Do you want to be part of the crew? You're always welcome!
203372	Tell me if you need anything.
203373	See you again!
203374	Enjoy your flight!
203375	"If you want to go to a particular place, see the Captain."
203377	"Hello, I'll do my best to provide a comfortable flight."
203378	Where are you going to go?
203379	"To use the Flying Vessel, see the Captain."
203380	Do you need anything?
203381	The Captain is on the highest spot in the fleet.
203382	Many of Liberation Army soldiers use the Flying Vessel to go to Serient.
203383	"To use the Flying Vessel, see the Captain."
203384	Do you want to be part of the crew? You're always welcome!
203385	"You're not afraid of heights, are you?"
203386	See you again!
203387	Enjoy your flight!
203388	"If you want to go to a particular place, see the Captain."
203390	Hello! Is this your first flight on the Flying Vessel?
203391	Where are you going to go?
203392	"To use the Flying Vessel, see the Captain."
203393	Do you need anything?
203394	The Captain is on the highest spot in the fleet.
203395	Many of Liberation Army soldiers use the Flying Vessel to go to Serient.
203396	"To use the Flying Vessel, see the Captain."
203397	Do you want to be part of the crew? You're always welcome!
203398	Have a good time.
203399	See you again!
203400	Enjoy your flight!
203401	"If you want to go to a particular place, see the Captain."
203403	This is the engine room! It's a restricted area!
203404	I'm the best engineer.
203405	"To use the Flying Vessel, see the Captain."
203406	Do you need anything?
203407	We use Ether to power the vessel's flight.
203408	"Ether makes this enormous object float in the air! Amazing, isn't it?"
203409	"To use the Flying Vessel, see the Captain."
203410	Do you want to be part of the crew? You're always welcome!
203411	Get out of the engine room! Authorized personnel only!!
203412	See you again!
203413	Enjoy your flight!
203414	"If you want to go to a particular place, see the Captain."
203416	Only I can move the Flying Vessel.
203417	Do you want to fly to Brakion?
203418	Do you want to move the Flying Vessel?
203419	Quite a brisk breeze! Good weather for flying!
203420	Choose the place you want to go.
203421	Do you want to move the Flying Vessel?
203422	Do you want to fly to Serient?
203423	Shall we start flying?
203424	Quite a brisk breeze! Good weather for flying!
203425	You think too much! Where do you want to go?
203426	Don't you want to fly?
203427	"You're not afraid of heights, are you?"
203429	"To use the Flying Vessel, see the Captain."
203430	Only the Captain has the proper authority.
203431	Welcome aboard the best Flying Vessel in Brakion!
203432	"If you want to go to a particular place, see the Captain."
203433	The quickest way to Brakion is by Flying Vessel.
203434	"To use the Flying Vessel, see the Captain."
203435	This is the best Flying Vessel in Brakion.
203436	Do you want to be part of the crew? You're always welcome!
203437	"To use the Flying Vessel, see the Captain."
203438	Only the Captain has the proper authority.
203439	Do you want to be part of the crew? You're always welcome!
203440	"If you want to go to a particular place, see the Captain."
203442	Did you come here by Teleportation Device?
203443	Teleportation Devices are only installed at Aukra Village and the Kortoq Coast.
203444	"To use the Flying Vessel, see the Captain."
203445	Do you need anything?
203446	"Teleportation Devices are powered by Ether, as well."
203447	Ether is very mysterious. It still has great potential.
203448	"To use the Flying Vessel, see the Captain."
203449	Do you want to be part of the crew? You're always welcome!
203450	See you later!
203451	See you again!
203452	Enjoy your flight!
203453	"If you want to go to a particular place, see the Captain."
203455	"If you want to use the Flying Vessel, use the Teleportation Device!"
203456	You can go to the Flying Vessel using the Teleportation Device.
203457	"If you want to go to Serient, use the Teleportation Device to go to the Flying Vessel!"
203458	Do you need anything?
203459	You can go to the Flying Vessel using the Teleportation Device.
203460	"To go to the Flying Vessel, you have to use the Teleportation Device!"
203461	Click the Teleportation Device.
203462	Do you want to go to the Flying Vessel? Use the Teleportation Device.
203463	See you later!
203464	See you again!
203465	Enjoy your travels!
203466	Do you want to go to the Flying Vessel? Use the Teleportation Device.
203468	I... I don't know who I am. I've been here for a long time.
203469	Wil... Wilson!
203470	Who am I?
203471	The black-hooded woman... she didn't kill me.
203472	My hometown... is Aukra... My father is an important man there!
203473	Wilson! Where are you? Wilson! Wilson! I'm sorry! I'm sorry! I'll find you!
203474	I really don't know. Who am I?
203475	The black-hooded woman... She didn't kill me. She just smiled and left.
203476	My father is in Aukra. He's an important man there.
203477	Wil... Wilson! Find me Wilson!
203478	I want to go home...
203479	The black-hooded woman is beautiful!
203481	Click the Magic Stone in front of me. It'll show you a road leading to Waldchen!
203482	The Magic Stone will show you the road to Waldchen!
203483	Click the Magic Stone!
203484	Go to Waldchen and warn them about what happened to Esod Village!
203485	Click the Magic Stone in front of me. It'll show you a road leading to Waldchen!
203486	The Magic Stone will show you the road to Waldchen!
203487	The Magic Stone will show you the road to Waldchen!
203488	The Magic Stone will show you the road to Waldchen!
203489	Click the Magic Stone in front of me. It'll show you a road leading to Waldchen!
