start	
48082	Christmas Sharing Box
48083	A reward box provided to mark Christmas.
48084	Rudolph Box
48085	A box holding Rudolph's collection.
48086	Santa Claus Box
48087	A gift box Santa had been hiding. It is carefully wrapped.
//їАИД 5:00 2014-10-27
12632	Reincarnation of Devil : Naheed
12633	You wear the Naheed set
12634	Blood-stained Reincarnation of Devil : Naheed
12635	You wear the Blood-stained Naheed set
47729	Crashed Erinys Skin Box
47730	A box containing Crashed Erinys ArcBlade Skin
12536	Max Enchanted Athens Set
12537	Max Enchanted Cold Athens Set
12538	Max Enchanted Irkalla Set
12539	Max Enchanted Morrighu Set
12540	Enchant an entire Athens set to +15.
12541	Enchant an entire Cold Athens set to +16.
12542	Enchant an entire Irkalla set to +17.
12543	Enchant an entire Morrighu set to +18.
//їАИД 3:09 2014-10-28	
43896	Naheed Skin Box (W)
44896	WitchBlade Gladiator's Elite Skin 5 units Set Box
//їААь 10:23 2014-10-29
41629	A box containing [Source of Light and Darkness], [Particle of Light and Darkness] one for each.
//їАИД 2:53 2014-10-30
10665	Lethally Wiseman's Black Crystal Gigant Arm
10666	Wrathy Wiseman's Black Crystal Gigant Arm
10667	Immovable Wiseman's Black Crystal Gigant Arm
10668	Ironbound Wiseman's Black Crystal Gigant Arm
10669	Lethally Wiseman's Black Crystal Draconic Claw
10670	Wrathy Wiseman's Black Crystal Draconic Claw
10671	Immovable Wiseman's Black Crystal Draconic Claw
10672	Ironbound Wiseman's Black Crystal Draconic Claw
10673	Lethally Wiseman's Black Crystal Helron Crasher
10674	Wrathy Wiseman's Black Crystal Helron Crasher
10675	Immovable Wiseman's Black Crystal Helron Crasher
10676	Ironbound Wiseman's Black Crystal Helron Crasher
10677	Lethally Wiseman's Black Crystal Empress of Ruin
10678	Wrathy Wiseman's Black Crystal Empress of Ruin
10679	Immovable Wiseman's Black Crystal Empress of Ruin
10680	Ironbound Wiseman's Black Crystal Empress of Ruin
10681	Lethally Wiseman's Black Crystal Phantom Silhouette
10682	Wrathy Wiseman's Black Crystal Phantom Silhouette
10683	Immovable Wiseman's Black Crystal Phantom Silhouette
10684	Ironbound Wiseman's Black Crystal Phantom Silhouette
10685	Lethally Wiseman's Black Crystal Crimson Trigger
10686	Wrathy Wiseman's Black Crystal Crimson Trigger
10687	Immovable Wiseman's Black Crystal Crimson Trigger
10688	Ironbound Wiseman's Black Crystal Crimson Trigger
10689	Lethally Wiseman's Black Crystal Solid Arm
10690	Wrathy Wiseman's Black Crystal Solid Arm
10691	Immovable Wiseman's Black Crystal Solid Arm
10692	Ironbound Wiseman's Black Crystal Solid Arm
10693	Lethally Wiseman's Black Crystal Frost Nail
10694	Wrathy Wiseman's Black Crystal Frost Nail
10695	Immovable Wiseman's Black Crystal Frost Nail
10696	Ironbound Wiseman's Black Crystal Frost Nail
10357	kalbus's arm have upgraded to black crystal. It can be equip with other special accessories.
//їАИД 4:50 2014-10-30
48678	Replicated Frost Nail (Fire)
//їАИД 4:50 2014-10-31
200310	You there, why do you keep hanging about?
200311	Buying and selling goods is not an especially pleasant business.
200312	Don't think of relying on magic alone, youngster. Good equipment is essential.
200313	If you have something to buy, choose quickly.
200314	You've taken up my time, so you'd better buy something expensive.
200315	Do you need something?
200316	Let's meet on the battlefield next time.
200317	May you achieve your perfect revenge.
200318	Remember. The enemy is always close by.
200320	You there, gloomy lady, come take a look.
200321	Do you think I'm a witch? You must never have seen a real one.
200322	Sometimes.. I miss the sand and dust of the desert. Bad for the skin, though.
200323	I'll pass on being chatted up. Just pick out your goods
200324	Well? Anything you like?
200325	These are goods you can only buy today.
200326	You aren't going to call it an impulse buy, are you?
200327	Let's meet again, alive.
200328	Give my regards to the other ladies~
//їААь 10:37 2014-11-03
10697	Crystal of Fallen Power
10698	Lethally Wiseman's Black Crystal
10358	Dark dyed crystal of Power by the powers of darkness. It can be used to upgrade the material of the Elite Equipment
10359	Black Crystal came off the arm of the fallen wiseman Yapeupan.  It can be used to upgrade the material of the Special Accessories.
40898	Fallen Wiseman's Black Crystal Accessory
50375	<FONT=m212>Congratulations. <COLOR=FF99CC00><HERONAME/></FONT></COLOR><FONT=mn12> has successfully completed the </FONT><FONT=m212><COLOR=FFCC99FF>[Boss Raid]Dark Death Dragon</COLOR> main mission.</FONT>
//їАИД 8:27 2014-11-03
46895	Dark Dyed Luke's Artifact
46896	Dark Dyed Rhode isle's Artifact
46897	Dark Dyed Helon's Artifact
46898	Dark Dyed Ayrshire's Artifact
46899	Dark Dyed Karin's Artifact
46900	Dark Dyed Mio's Artifact
46902	Dark Dyed Sarah De's Artifact
46903	Dark Dyed Artifact by Fallen Crystal of Power
46904	Dark Dyed Confidential Document by Fallen Crystal of Power
12258	Dark Dyed Muspell's Two-Handed Axe
12259	Dark Dyed Muspell's Two-Handed Sword
12260	Dark Dyed Thor Armor
12261	Dark Dyed Thor Protector
12262	Dark Dyed Thor Helmet
12263	Dark Dyed Thor Pants
12264	Dark Dyed Thor Boots
12265	Dark Dyed Thor Gloves
12266	Dark Dyed Thor Belt
12267	Dark Dyed Thor Shirt
12446	Dark Dyed Jotun's One-Handed Sword
12447	Dark Dyed Jotun's Spear
12448	Dark Dyed Heimdall Armor
12449	Dark Dyed Heimdall Protector
12450	Dark Dyed Heimdall Helmet
12451	Dark Dyed Heimdall Pants
12452	Dark Dyed Heimdall Boots
12453	Dark Dyed Heimdall Gloves
12454	Dark Dyed Heimdall Belt
12455	Dark Dyed Heimdall Shirt
12456	Dark Dyed Vana's One-Handed Crossbow
12457	Dark Dyed Vana's Ether Weapon
12458	Dark Dyed Skardi Armor
12459	Dark Dyed Skardi Protector
12460	Dark Dyed Skardi Helmet
12461	Dark Dyed Skardi Pants
12462	Dark Dyed Skardi Boots
12463	Dark Dyed Skardi Gloves
12464	Dark Dyed Skardi Belt
12465	Dark Dyed Skardi Shirt
12466	Dark Dyed Alf's Staff
12467	Dark Dyed Alf's Orb
12468	Dark Dyed Freia Armor
12469	Dark Dyed Freia Protector
12470	Dark Dyed Freia Helmet
12471	Dark Dyed Freia Pants
12472	Dark Dyed Freia Boots
12473	Dark Dyed Freia Gloves
12474	Dark Dyed Freia Belt
12475	Dark Dyed Freia Shirt
12476	Dark Dyed Nifl's Dagger
12477	Dark Dyed Nifl's Whipsword
12478	Dark Dyed Loki Armor
12479	Dark Dyed Loki Protector
12480	Dark Dyed Loki Helmet
12481	Dark Dyed Loki Pants
12482	Dark Dyed Loki Boots
12483	Dark Dyed Loki Gloves
12484	Dark Dyed Loki Belt
12485	Dark Dyed Loki Shirt
12486	Dark Dyed Svart's Gauntlet
12487	Dark Dyed Svart's Ether Scythe
12488	Dark Dyed Sif Armor
12489	Dark Dyed Sif Protector
12490	Dark Dyed Sif Helmet
12491	Dark Dyed Sif Pants
12492	Dark Dyed Sif Boots
12493	Dark Dyed Sif Gloves
12494	Dark Dyed Sif Belt
12495	Dark Dyed Sif Shirt
12496	Dark Dyed Tyr's Ether Blaster
12497	Dark Dyed Nornen Armor
12498	Dark Dyed Nornen Protector
12499	Dark Dyed Nornen Helmet
12500	Dark Dyed Nornen Pants
12501	Dark Dyed Nornen Boots
12502	Dark Dyed Nornen Gloves
12503	Dark Dyed Nornen Belt
12504	Dark Dyed Nornen Shirt
12505	Dark Dyed Themis's Arc Blade
12506	Dark Dyed Morrighu Armor
12507	Dark Dyed Morrighu Protector
12508	Dark Dyed Morrighu Helmet
12509	Dark Dyed Morrighu Pants
12510	Dark Dyed Morrighu Boots
12511	Dark Dyed Morrighu Gloves
12512	Dark Dyed Morrighu Belt
12513	Dark Dyed Morrighu Shirt
12514	The 3rd half Elite Item
29410	Launches powerful bomb under enemy's feet to inflict %s \ndamage. The wounded enemy is knocked down by %s chance.
//їАИД 5:18 2014-11-04
45546	EXP Potion
46563	Use of the EXP Potion at 130 level, which increases to 170 level.
//їАИД 3:44 2014-11-12
159997	Witch's Bigfoot Leopard
159998	Witch's Bigfoot Leopard Set
159999	A swift Bigfoot Leopard. Empowered by the witch, it is faster than other Bigfoot Leopards. <Right-click to summon>
160000	A box containing the [Witch's Bigfoot Leopard] and the [Roschuel Leopard Equipment] set. <Right-click to use>
//їАИД 3:44 2014-11-12
402561	Christmas Firecracker
402562	Christmas in Crisis
402563	The Rudolphs Declare a Strike
402564	A Suspicious Christmas
402565	What Happened to Santa?
402566	Rudolph General Strike (Daily)
402567	Santa Claus's Secret (Daily)
402568	Рождественский хранитель
//їАИД 10:53 2014-11-17
40901	Elite 1 Armor Set (W)
40902	Elite 1.5 Armor Set (W)
40903	Elite 2 Armor Set (W)
40904	Premium-grade Elite 2 Weapon Material Kit (W)
40905	High-grade Elite 2 Weapon Material Kit (W)
40906	Mid-grade Elite 2 Weapon Material Kit (W)
40907	Low-grade Elite 2 Weapon Material Kit (W)
40908	Premium-grade Elite 2 Armor Material Kit (W)
40909	High-grade Elite 2 Armor Material Kit (W)
40910	Mid-grade Elite 2 Armor Material Kit (W)
40911	Low-grade Elite 2 Armor Material Kit (W)
40912	Premium-grade Elite 3 Armor Material Kit (W)
40913	High-grade Elite 3 Armor Material Kit (W)
40914	Mid-grade Elite 3 Armor Material Kit (W)
40915	Low-grade Elite 3 Armor Material Kit (W)
40916	Premium-grade Elite 3 Armor Material Kit (W)
40917	High-grade Elite 3 Armor Material Kit (W)
40918	Mid-grade Elite 3 Armor Material Kit (W)
40919	Low-grade Elite 3 Armor Material Kit (W)
40920	Elite 2.5 Armor Set (W)
40921	Elite 3 Armor Set (W)
40922	Full 12 Enchant 5 Socket Elite 1 Armor Box <Witchblade>
40923	Full 12 Enchant 4 Socket Elite 1 Armor Box <Witchblade>
40924	Full 12 Enchant 3 Socket Elite 1 Armor Box <Witchblade>
40925	Full 10 Enchant 5 Socket Elite 1 Armor Box <Witchblade>
40926	Full 10 Enchant 4 Socket Elite 1 Armor Box <Witchblade>
40927	Full 10 Enchant 3 Socket Elite 1 Armor Box <Witchblade>
40928	Full 7 Enchant 5 Socket Elite 1 Armor Box <Witchblade>
40929	Full 7 Enchant 4 Socket Elite 1 Armor Box <Witchblade>
40930	Full 7 Enchant 3 Socket Elite 1 Armor Box <Witchblade>
40931	Full 0 Enchant 5 Socket Elite 1 Armor Box <Witchblade>
40932	Full 0 Enchant 4 Socket Elite 1 Armor Box <Witchblade>
40933	Full 0 Enchant 3 Socket Elite 1 Armor Box <Witchblade>
40934	Full 12 Enchant 5 Socket Elite 1.5 Armor Box <Witchblade>
40935	Full 12 Enchant 4 Socket Elite 1.5 Armor Box <Witchblade>
40936	Full 12 Enchant 3 Socket Elite 1.5 Armor Box <Witchblade>
40937	Full 10 Enchant 5 Socket Elite 1.5 Armor Box <Witchblade>
40938	Full 10 Enchant 4 Socket Elite 1.5 Armor Box <Witchblade>
40939	Full 10 Enchant 3 Socket Elite 1.5 Armor Box <Witchblade>
40940	Full 7 Enchant 5 Socket Elite 1.5 Armor Box <Witchblade>
40941	Full 7 Enchant 4 Socket Elite 1.5 Armor Box <Witchblade>
40942	Full 7 Enchant 3 Socket Elite 1.5 Armor Box <Witchblade>
40943	Full 0 Enchant 5 Socket Elite 1.5 Armor Box <Witchblade>
40944	Full 0 Enchant 4 Socket Elite 1.5 Armor Box <Witchblade>
40945	Full 0 Enchant 3 Socket Elite 1.5 Armor Box <Witchblade>
40946	Full 12 Enchant 5 Socket Elite 2 Armor Box <Witchblade>
40947	Full 12 Enchant 4 Socket Elite 2 Armor Box <Witchblade>
40948	Full 12 Enchant 3 Socket Elite 2 Armor Box <Witchblade>
40949	Full 10 Enchant 5 Socket Elite 2 Armor Box <Witchblade>
40950	Full 10 Enchant 4 Socket Elite 2 Armor Box <Witchblade>
40951	Full 10 Enchant 3 Socket Elite 2 Armor Box <Witchblade>
40952	Full 7 Enchant 5 Socket Elite 2 Armor Box <Witchblade>
40953	Full 7 Enchant 4 Socket Elite 2 Armor Box <Witchblade>
40954	Full 7 Enchant 3 Socket Elite 2 Armor Box <Witchblade>
40955	Full 0 Enchant 5 Socket Elite 2 Armor Box <Witchblade>
40956	Full 0 Enchant 4 Socket Elite 2 Armor Box <Witchblade>
40957	Full 0 Enchant 3 Socket Elite 2 Armor Box <Witchblade>
40958	A box that contains 30 Crystals of Destruction, 10 Crimson Spirit Stones, and 15 Frozen Wrath
40959	A box that contains 20 Crystals of Destruction, 6 Crimson Spirit Stones, and 10 Frozen Wrath
40960	A box that contains 15 Crystals of Destruction, 3 Crimson Spirit Stones, and 5 Frozen Wrath
40961	A box that contains 2 Crystals of Destruction, 1 Crimson Spirit Stones, and 1 Frozen Wrath
40962	A box that contains 80 Crystals of Protection, 8 Crimson Spirit Stones, and 15 Frozen Wrath
40963	A box that contains 60 Crystals of Protection, 6 Crimson Spirit Stones, and 10 Frozen Wrath
40964	A box that contains 30 Crystals of Protection, 2 Crimson Spirit Stones, and 5 Frozen Wrath
40965	A box that contains 5 Crystals of Protection, 1 Crimson Spirit Stones, and 1 Frozen Wrath
40966	Box contains all 12 enchant random socket Elite 1 Armor<Witchblade>
40967	Box contains all 10 enchant random socket Elite 1 Armor<Witchblade>
40968	Box contains all 7 enchant random socket Elite 1 Armor<Witchblade>
40969	Box contains all 0 enchant random socket Elite 1 Armor<Witchblade>
40970	Box contains all 12 enchant random socket Elite 1.5 Armor<Witchblade>
40971	Box contains all 10 enchant random socket Elite 1.5 Armor<Witchblade>
40972	Box contains all 7 enchant random socket Elite 1.5 Armor<Witchblade>
40973	Box contains all 0 enchant random socket Elite 1.5 Armor<Witchblade>
40974	Box contains all 12 enchant random socket Elite 2 Armor<Witchblade>
40975	Box contains all 10 enchant random socket Elite 2 Armor<Witchblade>
40976	Box contains all 7 enchant random socket Elite 2 Armor<Witchblade>
40977	Box contains all 0 enchant random socket Elite 2 Armor<Witchblade>
40978	A box that contains 30 Crystal of Destruction Lv 2, 10 Obsidian Spirit Stones, and 15 Sharad's Artifact
40979	A box that contains 20 Crystal of Destruction Lv 2, 6 Obsidian Spirit Stones, and 10 Sharad's Artifact
40980	A box that contains 15 Crystal of Destruction Lv 2, 3 Obsidian Spirit Stones, and 5 Sharad's Artifact
40981	A box that contains 2 Crystal of Destruction Lv 2, 1 Obsidian Spirit Stones, and 1 Sharad's Artifact
40982	A box that contains 80 Crystals of Protection, 8 Obsidian Spirit Stones, and 15 Sharad's Artifact
40983	A box that contains 60 Crystals of Protection, 6 Obsidian Spirit Stones, and 10 Sharad's Artifact
40984	A box that contains 30 Crystals of Protection, 2 Obsidian Spirit Stones, and 5 Sharad's Artifact
40985	A box that contains 5 Crystals of Protection, 1 Obsidian Spirit Stones, and 1 Sharad's Artifact
40986	Full 12 Enchant 5 Socket Elite 2.5 Armor Box <Witchblade>
40987	Full 12 Enchant 4 Socket Elite 2.5 Armor Box <Witchblade>
40988	Full 12 Enchant 3 Socket Elite 2.5 Armor Box <Witchblade>
40989	Full 7 Enchant 5 Socket Elite 2.5 Armor Box <Witchblade>
40990	Full 7 Enchant 4 Socket Elite 2.5 Armor Box <Witchblade>
40991	Full 7 Enchant 3 Socket Elite 2.5 Armor Box <Witchblade>
40992	Full 0 Enchant 5 Socket Elite 2.5 Armor Box <Witchblade>
40993	Full 0 Enchant 4 Socket Elite 2.5 Armor Box <Witchblade>
40994	Full 0 Enchant 3 Socket Elite 2.5 Armor Box <Witchblade>
40995	Full 0 Enchant Random Socket Elite 3 Armor Box <Witchblade>
44156	Elite 3 Weapon Material Box (W)
40996	[RED SOUL] [Premium] Mystery Box Fragment 1/5
40997	[RED SOUL] [Premium] Mystery Box Fragment 2/5
40998	[RED SOUL] [Premium] Mystery Box Fragment 3/5
40999	[RED SOUL] [Premium] Mystery Box Fragment 4/5
41000	[RED SOUL] [Premium] Mystery Box Fragment 5/5
41898	[RED SOUL] Mystery Box Fragment 1/5
41899	[RED SOUL] Mystery Box Fragment 2/5
41900	[RED SOUL] Mystery Box Fragment 3/5
41901	[RED SOUL] Mystery Box Fragment 4/5
41902	[RED SOUL] Mystery Box Fragment 5/5
9047	October Premium Combination
9048	November Premium Combination
//їАИД 10:18 2014-11-18
3277	Every Saturday the Temple of Blood Takeover is held. All guilds can take part freely, and the guild that completes the final imprint becomes the new owner of the area.\n\nTakeover Start Time : Saturday 10:00 ~ 10:45 server time (US Eastern)\n\n(1 Pledge of King is consumed each time you enter the Temple of Blood. )
//їАИД 3:29 2014-11-20
9094	Recovery Potion Material
9095	Special Potion Material
//їАИД 3:29 2014-11-20
41705	Boyfriend
41706	Summons the Boyfriend (Bonus is offered when summoned; additional bonus is offered when its loyalty is 60% & 100%).
41707	Girlfriend
41708	Summons the Girlfriend (Bonus is offered when summoned; additional bonus is offered when its loyalty is 60% & 100%).
41709	TheChosenOne
41710	Summons TheChosenOne. Bonuses apply the moment it is summoned and never depend on feeding or loyalty.
//їАИД 5:34 2014-11-21
400527	Mission Grave of Siegel Knights
12515	Elite 3.5 Item (+12)
12516	Elite 3.5 Item (+15)
//їАИД 5:34 2014-11-21
48088	Blue Horse Adios
48089	It summons a bluish shining Blue Horse 'Adios'. Adios as the most excellent steed, you can perform the task faster than anyone.<right click to summon>
//їАИД 2:34 2014-12-02
48090	Boyfriend Introduction Voucher
48091	Take this introduction voucher to 'Ein' in Waldchen or Tringel and you can be introduced to a boyfriend.
48092	Girlfriend Introduction Voucher
48093	Take this introduction voucher to 'Ein' in Waldchen or Tringel and you can be introduced to a girlfriend.
//їААь 10:40 2014-12-08
44210	Witchblade Pirate Costume
44211	[Enhancement] Witchblade Pirate Costume
44212	Witchblade Pirate Costume(Unlimited)
44266	[Enhancement] Witchblade Pirate Costume (Unlimited)
//їАИД 9:28 2014-12-15
41903	[BLACK SOUL] [Premium] Mystery Box Fragment 1/5
41904	[BLACK SOUL] [Premium] Mystery Box Fragment 2/5
41905	[BLACK SOUL] [Premium] Mystery Box Fragment 3/5
41906	[BLACK SOUL] [Premium] Mystery Box Fragment 4/5
41907	[BLACK SOUL] [Premium] Mystery Box Fragment 5/5
41908	[BLACK SOUL] Mystery Box Fragment 1/5
41909	[BLACK SOUL] Mystery Box Fragment 2/5
41910	[BLACK SOUL] Mystery Box Fragment 3/5
41911	[BLACK SOUL] Mystery Box Fragment 4/5
41912	[BLACK SOUL] Mystery Box Fragment 5/5
9098	December Premium Combination
//їАИД 12:42 2014-12-19
48228	Ticket of Aegis (Witchblade)
48229	Ticket of Themis (Witchblade)
9843	Blood-stained  Namtar's Arc Blade
9844	Blood-stained Irkalla Armor
9845	Blood-stained Irkalla Protector
9846	Blood-stained Irkalla Helmat
9847	Blood-stained Irkalla Pants
9848	Blood-stained Irkalla Boots
9849	Blood-stained Irkalla Gloves
9850	Blood-stained Irkalla Belt
9851	Blood-stained Irkalla Shirt
46905	[Rookie] Sekhmet's
36468	[Rookie] Athena
43795	[Witchblade Only] Rookie Supply Box
44795	[Witchblade Only] Rookie Supply Box description
30450	Return
48306	Luxury Ticket (Witchblade)
48307	Luxury Ticket Petit (Witchblade)
48308	Luxury Ticket Midi (Witchblade)
41817	Luxury Ticket BOX x8 (W)
41818	Luxury Ticket BOX x10 (W)
41819	Luxury Ticket BOX x12 (W)
41820	Luxury Ticket BOX x5 (B)
41821	Luxury Ticket BOX x5 (D)
41822	Luxury Ticket BOX x5 (V)
41823	Luxury Ticket BOX x5 (E)
41824	Luxury Ticket BOX x5 (S)
41825	Luxury Ticket BOX x5 (M)
41826	Luxury Ticket BOX x5 (H)
41827	Luxury Ticket BOX x5 (W)
41828	Luxury Ticket BOX x7 (B)
41829	Luxury Ticket BOX x7 (D)
41830	Luxury Ticket BOX x7 (V)
41831	Luxury Ticket BOX x7 (E)
41832	Luxury Ticket BOX x7 (S)
41833	Luxury Ticket BOX x7 (M)
41834	Luxury Ticket BOX x7 (H)
41835	Luxury Ticket BOX x7 (W)
42817	A box containing 8 Luxury Tickets <Witchblade>
42818	A box containing 10 Luxury Tickets <Witchblade>
42819	A box containing 12 Luxury Tickets <Witchblade>
42820	A box containing 5 Luxury Tickets <Berserker>
42821	A box containing 5 Luxury Tickets <Dragon Knight>
42822	A box containing 5 Luxury Tickets <Valkyrie>
42823	A box containing 5 Luxury Tickets <Elementalist>
42824	A box containing 5 Luxury Tickets <Shadow>
42825	A box containing 5 Luxury Tickets <Mystic>
42826	A box containing 5 Luxury Tickets <Helroid>
42827	A box containing 5 Luxury Tickets <Witchblade>
42828	A box containing 7 Luxury Tickets <Berserker>
42829	A box containing 7 Luxury Tickets <Dragon Knight>
42830	A box containing 7 Luxury Tickets <Valkyrie>
42831	A box containing 7 Luxury Tickets <Elementalist>
42832	A box containing 7 Luxury Tickets <Shadow>
42833	A box containing 7 Luxury Tickets <Mystic>
42834	A box containing 7 Luxury Tickets <Helroid>
42835	A box containing 7 Luxury Tickets <Witchblade>
//їАИД 6:15 2014-12-19
9852	Wishing you great success in everything you do in 2015, the Year of the Sheep!! <Right-click to use>
9853	100 Blessings!!
9854	200 Blessings!!
9855	300 Blessings!!
9856	400 Blessings!!
9857	500 Blessings!!
9858	600 Blessings!!
9859	700 Blessings!!
9860	800 Blessings!!
9861	900 Blessings!!
9862	1000 Blessings!!
9863	Hunt monsters and collect lucky pouches!!
//їАИД 2:25 2014-12-31
43796	Aukra Local Specialty
43797	Liquor 1
43798	Liquor 2
43799	Liquor 3
43800	Liquor 4
43801	Liquor 5
43802	Liquor 6
43803	Liquor 7
43804	Liquor 8
43805	Liquor 9
43806	Liquor 10
43807	Liquor 11
43808	Liquor 12
43809	Liquor 13
43810	Liquor 14
44796	Aukra Local Specialty description
44797	Liquor 1 description
44798	Liquor 2 description
44799	Liquor 3 description
44800	Liquor 4 description
44801	Liquor 5 description
44802	Liquor 6 description
44803	Liquor 7 description
44804	Liquor 8 description
44805	Liquor 9 description
44806	Liquor 10 description
44807	Liquor 11 description
44808	Liquor 12 description
44809	Liquor 13 description
44810	Liquor 14 description
//їААь 10:46 2015-01-05
48014	Half-Scroll of Break Seal
//їАИД 3:13 2015-01-09
46306	You can save your current location with a personalized waypoint or teleport to a saved location for the remaining period by activating the Runestone.\n(Shortcut key:Y)
46330	You can save your current location with a personalized waypoint or teleport to a saved location for the remaining period by activating the Runestone\n Max. Number of Coordinates can be saved : %d\n\nCoordinates can be removed one by one every %d minutes.
//їАИД 7:00 2015-01-13
46990	Suspicious Marker
46991	The mark of bayaba tribes enchanted. It seems to be able to destroy only a special flame.
46992	Ahdon's Key
46993	The key to entering the secret ritual altar.
46994	Berge's Key
46995	The key to get into the sealed area where the equipment is installed.
46996	Ether Heart
46997	This should prevent an illegal gathering strength to reactivate the seal device.
//їААь 10:23 2015-01-15
12517	Synthesis Zard(Sun+Protection)
12518	Synthesis Zard(Sun+Diamond)
12519	Synthesis Zard(Sun+Resolution)
12520	Synthesis Zard(Sun+Cheetah)
12521	Synthesis Zard(Protection+Diamond)
12522	Synthesis Zard(Protection+Resolution)
12523	Synthesis Zard(Protection+Cheetah)
12524	Synthesis Zard(Onslaught+Falcon)
12525	Synthesis Zard(Onslaught+Wolf)
12526	Synthesis Zard(Onslaught+Cheetah)
12527	Synthesis Zard(Onslaught+Spell)
12528	Synthesis Zard(Diamond+Resolution)
12529	Synthesis Zard(Diamond+Cheetah)
12530	Synthesis Zard(Falcon+Wolf)
12531	Synthesis Zard(Falcon+Cheetah)
12532	Synthesis Zard(Falcon+Spell)
12533	Synthesis Zard(Ruby+Sapphire)
12534	Synthesis Zard(Ruby+Topaz)
12535	Synthesis Zard(Ruby+Emerald)
12544	Synthesis Zard(Ruby+Onyx)
12545	Synthesis Zard(Sapphire+Topaz)
12546	Synthesis Zard(Sapphire+Emerald)
12547	Synthesis Zard(Sapphire+Onyx)
12636	Synthesis Zard(Topaz+Emerald)
12637	Synthesis Zard(Topaz+Onyx)
12638	Synthesis Zard(Emerald+Onyx)
//їАИД 6:23  ёуЅєЕНД§°ш ЅєЖ®ёµ ГЯ°Ў	
4026	Sanctuary of Protection
//їАИД 3:21 2015-01-16	
48094	High-Grade Synthesis Zard Box
48095	Best Synthesis Zard Box
48096	Box containing one of the High-Grade Synthesis Zard<Right Click to open>
48097	Box containing one of the Best Synthesis Zard<Right Click to open>
43225	Japanese Costume
43226	Chinese Costumes
30367	Ultimate Other Continents
36455	Ultimate Cold Fascinating
36456	Ultimate Cold Fascinating
44267	Berserker Samurai Costume
44268	Dragonknight Samurai Costume
44269	Valkyrie Samurai Costume
44270	Elementalist Samurai Costume
44271	Shadow Samurai Costume
44272	Mystic Samurai Costume
44273	Helroid Bear Costume
44274	witchblade Samurai Costume
44275	[Enhancement] Berserker Samurai Costume
44276	[Enhancement] Dragonknight Samurai Costume
44277	[Enhancement] Valkyrie Samurai Costume
44278	[Enhancement] Elementalist Samurai Costume
44279	[Enhancement] Shadow Samurai Costume
44280	[Enhancement] Mystic Samurai Costume
44281	[Enhancement] Helroid Bear Costume
44282	[Enhancement] witchblade Samurai Costume
44283	Berserker Samurai Costume (Unlimited)
44284	Dragonknight Samurai Costume (Unlimited)
44285	Valkyrie Samurai Costume (Unlimited)
44286	Elementalist Samurai Costume (Unlimited)
44287	Shadow Samurai Costume (Unlimited)
44288	Mystic Samurai Costume (Unlimited)
44289	Helroid Bear Costume (Unlimited)
44290	witchblade Samurai Costume (Unlimited)
44291	[Enhancement] Berserker Samurai Costume (Unlimited)
44292	[Enhancement] Dragonknight Samurai Costume (Unlimited)
44293	[Enhancement] Valkyrie Samurai Costume (Unlimited)
44294	[Enhancement] Elementalist Samurai Costume (Unlimited)
44295	[Enhancement] Shadow Samurai Costume (Unlimited)
44296	[Enhancement] Mystic Samurai Costume (Unlimited)
44297	[Enhancement] Helroid Bear Costume (Unlimited)
44298	[Enhancement] witchblade Samurai Costume (Unlimited)
//їААь 12:04 2015-01-17
11843	A statue stands here from which you can obtain Iris Powder.
11844	Blessed water is protected by a poison cloud. To dispel the poison cloud you must eliminate the Ironclad Knight of the Evil Spirit in Area 1.
11845	A Crystal of Magic is hidden here. Adjust the statues in the room correctly and you can obtain the hidden Crystal of Magic.
11848	You can only move on once all 20 residents have escaped.
11823	This is the location of resident No. 1.
11824	This is the location of resident No. 2.
11825	This is the location of resident No. 3.
11826	This is the location of resident No. 4.
11827	This is the location of resident No. 5.
11828	This is the location of resident No. 6.
11829	This is the location of resident No. 7.
11830	This is the location of resident No. 8.
11831	This is the location of resident No. 9.
11832	This is the location of resident No. 10.
11833	This is the location of resident No. 11.
11834	This is the location of resident No. 12.
11835	This is the location of resident No. 13.
11836	This is the location of resident No. 14.
11837	This is the location of resident No. 15.
11838	This is the location of resident No. 16.
11839	This is the location of resident No. 17.
11840	This is the location of resident No. 18.
11841	This is the location of resident No. 19.
11842	This is the location of resident No. 20.
11797	A stone coffin holding the skull of a nameless one.
11804	The coffin where the Sidereal Knight sleeps. You can obtain the Knight's Skull from the Sidereal Knight.
11799	The private tomb where the Flame Magic Scholar sleeps. You can obtain the Mage's Skull from the Flame Magic Scholar.
11800	A soldier's skull is enshrined here.
11801	A wine cellar where wine is hidden.
11805	To move to the next area you need 5 offerings. The Nameless One's Skull, the Knight's Skull, the Mage's Skull, the Soldier's Skull and wine
//їААь 12:04 2015-01-17
402569	Mission Sealed Rage(Party)
402570	Ether Mist ridge
402571	Forgotten Observatory
402572	Офицер экспедиции Бенсон
402573	Owner of the Barriers
402574	Капитан дознания Хорасио
402575	Undercover Investigation Support 1
402576	Undercover Investigation Support 2
402577	Undercover Investigation Support 3
402578	Undercover Investigation Support 4
402579	Investigation Mission Reports
402580	Генерал авангарда экспедиции Колмун
402581	Forestallment
402582	Karnatus Extraction
402583	Повар Кусина
402584	Soup of Spirits
402585	Rare Food Ingredients
402586	Старший техник Грантес
402587	Shamanistic? no Technology
402588	Collecting Wicked Devices
402589	Collecting Cunning Devices
