StrCode	Str	FieldEnd
30064	If you wish to leave the party, <COLOR=FF0070C0>click the X button </COLOR>that appears <COLOR=FFE46D0A>to the right of the experience bar</COLOR>.<RETURN=1/>As with inviting, it is polite to tell the other members before you leave.	
30065	If enemies have worn your HP down, it is wise to <COLOR=FFE46D0A>recover</COLOR> it before the next fight. The red part that appears the moment you are hit will gradually refill over time, but <COLOR=FFFF0000>the black part will not recover on its own.</COLOR>	
30066	You can restore the black part of the HP gauge in the following ways.<RETURN=1/><COLOR=FF0070C0>- Using a recovery potion<RETURN=1/>- Using the sit action</COLOR>	
30067	You can check your <COLOR=FFE46D0A>Online Points</COLOR> in the <COLOR=FF0070C0>Character window (C)</COLOR>.<RETURN=1/>First press the <COLOR=FF0070C0>C key</COLOR> to open the Character window, then press the '<COLOR=FF0070C0>Next Page (>)</COLOR>' button.	
30069	Pressing the <COLOR=FF0070C0>Claim Reward </COLOR>button opens the <COLOR=FFE46D0A>Online Point roulette</COLOR>.<RETURN=1/>You can set 1 to 10 spins at a time, and the prizes may change from day to day.<RETURN=1/><COLOR=FFFF0000>You cannot do anything else while the roulette is spinning</COLOR>, so please use it somewhere safe.	
30070	Besides the roulette, Online Points can also be <COLOR=FFE46D0A>used to buy goods</COLOR> from some merchants who ask for Online Points instead of Heim.	
30071	Weapons and armor have <COLOR=FFE46D0A>sockets</COLOR> that hold enhancement gems called <COLOR=FFE46D0A>Zards</COLOR>.<RETURN=1/>Using the <COLOR=FF0070C0>Check Socket action</COLOR> on an <COLOR=FFE46D0A>item with unidentified sockets</COLOR> reveals how many sockets it has.<RETURN=1/>The '<COLOR=FFE46D0A>Check Socket</COLOR>' action is on the <COLOR=FF0070C0>Action/Emotion tab</COLOR> of the <COLOR=FF0070C0>Skill window (K)</COLOR>.	
30072	<COLOR=FF0070C0>Double-click </COLOR>a <COLOR=FFE46D0A>Zard</COLOR> and then <COLOR=FF0070C0>click</COLOR> the <COLOR=FFE46D0A>equipment item</COLOR> you want to mount it in.<RETURN=1/><COLOR=FFFF0000>* Careful! Zards cannot be mounted in equipment you are wearing. Always take the item off into your inventory first, and mount the Zard carefully!</COLOR>	
30073	When you <COLOR=FF0070C0>mount a Zard</COLOR> in an item with an <COLOR=FFE46D0A>empty socket</COLOR>, the Zard's '<COLOR=FFE46D0A>points</COLOR>' are applied.<RETURN=1/>Once <COLOR=FFE46D0A>the points of the mounted Zards reach a certain total, a 'socket option' is triggered</COLOR>.<RETURN=1/>Open the <COLOR=FF0070C0>Character window (C)</COLOR> right now and check the '<COLOR=FFE46D0A>socket option status</COLOR>'.	
30075	The <COLOR=FFE46D0A>Zard Extraction Stone</COLOR> is a magic tool that <COLOR=FFE46D0A>removes Zards mounted</COLOR> in equipment.<RETURN=1/>The chance depends on its grade, but sometimes the mounted Zard is <COLOR=FFE46D0A>recovered instead of destroyed</COLOR>.<RETURN=1/>A <COLOR=FFE46D0A>higher grade</COLOR> Zard Extraction Stone has a <COLOR=FFE46D0A>better chance of recovering the Zard intact</COLOR>.<RETURN=1/>This handy Zard Extraction Stone can be bought easily at the <COLOR=FF0070C0>Item Shop (\)</COLOR>.	
30076	Among the ether that forms the basic energy of this world there are five substances that gather in a far stronger form than the rest, and Elementalists call them the '<COLOR=FFE46D0A>five great elements</COLOR>'.	
30077	Not only monsters such as beasts and undead, but most humanoid enemies such as the Imperial Army and the Karnatus Army are affected by the elements as well. (Of course, some enemies are not affected at all!)<RETURN=1/>An enemy under elemental influence gives off the aura of its <COLOR=FFE46D0A>strongest element</COLOR>, so you can tell at a glance.<RETURN=1/><COLOR=FF0070C0>- Place the mouse cursor on a monster and its outline shows the color.<RETURN=1/>- Select it with the TAB key or a click and the target window at the top center of the screen shows the color.</COLOR>	
30078	Monsters of the <COLOR=FFE46D0A>Fire element</COLOR> are shown in <COLOR=FFFF0000>red</COLOR>.<RETURN=1/>Raise your Fire resistance and <COLOR=FF0070C0>attack with the Water element</COLOR> for the best result.	
30079	Monsters of the <COLOR=FFE46D0A>Water element</COLOR> are shown in <COLOR=FF0070C0>blue</COLOR>.<RETURN=1/>Raise your Water resistance and <COLOR=FFFFCC00>attack with the Earth element</COLOR> for the best result.	
30080	Monsters of the <COLOR=FFE46D0A>Earth element</COLOR> are shown in <COLOR=FFFFCC00>yellow</COLOR>.<RETURN=1/>Raise your Earth resistance and <COLOR=FF92D050>attack with the Wind element</COLOR> for the best result.	
30081	Monsters of the <COLOR=FFE46D0A>Wind element</COLOR> are shown in <COLOR=FF92D050>light green</COLOR>.<RETURN=1/>Raise your Wind resistance and <COLOR=FF7030A0>attack with the Dark element</COLOR> for the best result.	
30082	Monsters of the <COLOR=FFE46D0A>Dark element</COLOR> are shown in <COLOR=FF7030A0>purple</COLOR>.<RETURN=1/>Raise your Dark resistance and <COLOR=FFFF0000>attack with the Fire element</COLOR> for the best result.	
30083	Monsters that are not tied to any element are shown in white.<RETURN=1/>Since there is no information about a dominant element, the only way to learn which attacks they are weak to is to fight them a few times.	
30085	<COLOR=FF0070C0>Left-click</COLOR> to pick up whichever of the <COLOR=FFE46D0A>passive skills shown below</COLOR> you like, then <COLOR=FF0070C0>left-click</COLOR> a <COLOR=FFE46D0A>passive slot</COLOR> above to register it and the effect is applied.<RETURN=1/>You may <COLOR=FFE46D0A>register the same skill several times</COLOR>, but be aware that <COLOR=FFFF0000>stacking too many of one skill carries a penalty</COLOR>.	
30086	Removing a registered passive skill is very simple.<RETURN=1/><COLOR=FF0070C0>Click the X button below</COLOR> the passive slot you want to clear.	
30087	When you <COLOR=FF0070C0>defeat monsters with a passive skill equipped</COLOR>, part of the experience you gain goes to the passive skill as well. Just like your character, <COLOR=FFE46D0A>a passive skill levels up once its experience reaches 100%</COLOR>.	
30088	Reached the maximum level and no longer gaining experience? Do not worry.<RETURN=1/><COLOR=FFE46D0A>Even at maximum level, your passive skills will keep collecting their own share of experience.</COLOR>	
30089	Unfortunately, experience from <COLOR=FFFF0000>quests</COLOR> and from completing <COLOR=FFFF0000>missions</COLOR> is <COLOR=FFFF0000>not collected as passive skill experience.<RETURN=1/></COLOR>Also, note that <COLOR=FFFF0000>equipping several copies of the same skill</COLOR> gains skill experience <COLOR=FFFF0000>exactly as if you had equipped only one</COLOR>.	
30090	Cannot equip a passive skill in the <COLOR=FFE46D0A>fifth slot</COLOR>?<RETURN=1/>The fifth slot is reserved for <COLOR=FFE46D0A>more special skills</COLOR>, far more effective ones that stand apart from those in slots 1 to 4.<RETURN=1/>Those special skills can be bought at the <COLOR=FF0070C0>Item Shop (\)</COLOR>.	
30091	If you look in your <COLOR=FF0070C0>Inventory (I)</COLOR> you will find the <COLOR=FFE46D0A>supply elixirs</COLOR> issued to warriors who volunteered for the expedition. Using an elixir raises your abilities for a while.	
30092	If your condition has been temporarily strengthened or weakened, you can check it with the <COLOR=FF0070C0>status icons at the top left of the screen</COLOR>.<RETURN=1/><COLOR=FF0070C0>Place the mouse cursor on an icon </COLOR>to see the <COLOR=FFE46D0A>status details</COLOR> and the <COLOR=FFE46D0A>time remaining</COLOR>.<RETURN=1/>They are sorted from the left with the least time left first, and a <COLOR=FFE46D0A>blinking icon</COLOR> means that status is about to expire.	
30093	Handy enhancement elixirs like these can be bought easily at the <COLOR=FF0070C0>Item Shop (\)</COLOR>.	
30094	Once you arrive in town, please make use of the <COLOR=FFE46D0A>Crystal Pillar</COLOR>.<RETURN=1/>The command set these pillars up, and they may be used <COLOR=FFE46D0A>free of charge</COLOR> and <COLOR=FFE46D0A>at any time</COLOR>. Whenever the pillar's magic wears off, simply return and receive it again.	
30095	An area marked with a tent icon on the map is a <COLOR=FFE46D0A>monster camp</COLOR>.<RETURN=1/>Camps are usually home to <COLOR=FFFF0000>powerful elite and captain grade monsters</COLOR>, and they <COLOR=FFFF0000>tend to move in groups</COLOR>, so please be careful.	
30096	Mission areas you have already cleared can be re-entered easily through the <COLOR=FFE46D0A>Battle Zone</COLOR>.<RETURN=1/>The <COLOR=FFE46D0A>Battle Zone</COLOR> is made up of a <COLOR=FFE46D0A>lobby and rooms </COLOR>that take you straight into a mission area without going through a mission portal.<RETURN=1/>You can enter the lobby through the <COLOR=FF0070C0>Battle Zone NPCs</COLOR> in each town.	
30097	To enter a mission area through the Battle Zone you must first <COLOR=FFE46D0A>complete the prerequisite quest</COLOR>. If you are already on the <COLOR=FFE46D0A>'[Mission] quest'</COLOR> for that mission area, you have completed the prerequisite quest.	
30098	The <COLOR=FFE46D0A>free pass level</COLOR> is the <COLOR=FFE46D0A>level at which you may enter and leave the Battle Zone freely</COLOR> without completing the prerequisite quest.<RETURN=1/>Each area has its own free pass level, and the free pass level for the <COLOR=FFE46D0A>Forest of Beasts </COLOR>is <COLOR=FFE46D0A>Lv. 20 </COLOR>.	
30100	To enter a mission area through the Battle Zone you must first <COLOR=FFE46D0A>complete the prerequisite quest</COLOR>. If you are already on the <COLOR=FFE46D0A>'[Mission] quest'</COLOR> for that mission area, you have completed the prerequisite quest.	
30102	The <COLOR=FFE46D0A>Cube</COLOR> is a magic tool that <COLOR=FFE46D0A>combines</COLOR> several items or <COLOR=FFE46D0A>breaks down</COLOR> existing ones to <COLOR=FFE46D0A>create new items</COLOR>.<RETURN=1/>First open your <COLOR=FF0070C0>Inventory (I)</COLOR> and <COLOR=FF0070C0>double left-click</COLOR> the <COLOR=FFE46D0A>Cube</COLOR> you received from Sentry Captain Bachen.	
30103	<COLOR=FF0070C0>Right-click</COLOR> the <COLOR=FFE46D0A>Beast Blood</COLOR> and <COLOR=FFE46D0A>Purified Ether</COLOR> in your <COLOR=FF0070C0>Inventory (I)</COLOR> to <COLOR=FFE46D0A>place them in the Cube</COLOR>.<RETURN=1/>Once both are in, <COLOR=FF0070C0>click the 'Combine' button</COLOR> in the Cube window.	
30105	<COLOR=FF0070C0>Right-click</COLOR> the <COLOR=FFE46D0A>Liberation Army weapon</COLOR> in your <COLOR=FF0070C0>Inventory (I)</COLOR> to <COLOR=FFE46D0A>place it in the Cube</COLOR>.<RETURN=1/>Once it is in, <COLOR=FF0070C0>click the 'Disassemble' button</COLOR> in the Cube window.	
30106	Beyond the recipes the crafting NPCs know, there are many more Cube combinations and disassembly formulas that have not yet been discovered.<RETURN=1/>Finding out what can be combined and what can be broken down may well become a pleasure of its own.	
30108	A <COLOR=FFE46D0A>conflict zone</COLOR> is an area of <COLOR=FFFF0000>low security</COLOR> where the command's rules do not reach.<RETURN=1/>By security grade, areas are classed as <COLOR=FF00B050>safe zone</COLOR>, <COLOR=FFFFC000>alert zone</COLOR>, <COLOR=FFE46D0A>conflict zone</COLOR> and <COLOR=FFFF0000>free conflict zone</COLOR>.<RETURN=1/>Most areas are ordinary <COLOR=FFFFC000>alert zones</COLOR>, where <COLOR=FFFF0000>attacking another player carries a penalty</COLOR> and killing one counts as <COLOR=FFFF0000>PK (Player Killing)</COLOR>.	
30109	The moment you <COLOR=FF0070C0>hold the Ctrl key and attack another player</COLOR> in an <COLOR=FFFFC000>alert zone</COLOR>, you enter the '<COLOR=FF7030A0>self defense state</COLOR>', in which other players may attack you freely.<RETURN=1/>The <COLOR=FF7030A0>self defense state</COLOR> <COLOR=FF0070C0>wears off a short while after you stop attacking</COLOR>, and while it lasts your name appears in <COLOR=FF7030A0>purple</COLOR> to other players.	
30110	If you do not stop attacking while in the <COLOR=FF7030A0>self defense state</COLOR> and finally <COLOR=FF0070C0>strike the other player down</COLOR>, you enter the <COLOR=FFE46D0A>pre-murderer state</COLOR>, the mark of a first offender.<RETURN=1/>From the <COLOR=FFE46D0A>pre-murderer state</COLOR> onward a status timer bar appears beneath the clock, and the state ends when the time runs out.<RETURN=1/>And the NPCs of this world are not very fond of first offenders!<RETURN=1/><COLOR=FFE46D0A>- While in the pre-murderer state, some NPC services may be restricted.</COLOR>	
30111	If you <COLOR=FF0070C0>kill yet another player</COLOR> while in the <COLOR=FFE46D0A>pre-murderer state</COLOR>, you enter the <COLOR=FFFF0000>murderer state</COLOR>, the mark of a criminal.<RETURN=1/>If you <COLOR=FF0070C0>keep committing PK</COLOR> while in the <COLOR=FFFF0000>murderer state</COLOR>, <COLOR=FFE46D0A>the duration keeps growing longer</COLOR>.<RETURN=1/>And the NPCs of this world are downright hostile toward criminals!<RETURN=1/><COLOR=FFFF0000>- While in the murderer state, most NPC services cannot be used at all.</COLOR>	
30112	Because a <COLOR=FFE46D0A>conflict zone</COLOR> has a low security grade, <COLOR=FFE46D0A>there is no punishment for PK there. </COLOR>Since anyone may attack without fear of becoming a murderer, take particular care when you enter one.<RETURN=1/>- Conflict zones are marked in <COLOR=FFE46D0A>orange</COLOR> on the map.<RETURN=1/>- If you have fog effects turned on, <COLOR=FFE46D0A>orange mist</COLOR> rises around you.	
30113	A <COLOR=FFFF0000>free conflict zone</COLOR> has an extremely low security grade, a place where <COLOR=FFE46D0A>even allies in the same guild or the same party may attack one another without any restriction</COLOR>. Before you step into one, it is worth asking yourself once more whether your companions can truly be trusted.<RETURN=1/>- Free conflict zones are marked in <COLOR=FFFF0000>red</COLOR> on the map.<RETURN=1/>- If you have fog effects turned on, <COLOR=FFFF0000>red mist</COLOR> rises around you.	
30114	A <COLOR=FF00B050>safe zone</COLOR> is a place of very high security.<RETURN=1/>Under powerful protective magic nothing that stays here can attack anything else, and <COLOR=FFE46D0A>not even monsters can attack warriors.<RETURN=1/></COLOR>If you need rest after a long battle, seek out the nearest safe zone.<RETURN=1/>- Safe zones are marked in <COLOR=FF00B050>green</COLOR> on the map.	
30115	<COLOR=FFE46D0A>Crystallization</COLOR> means <COLOR=FFE46D0A>breaking an item down</COLOR> and <COLOR=FFE46D0A>extracting it as a gem</COLOR> holding magic power. The gems extracted this way are then used to craft other items.<RETURN=1/>To crystallize something, <COLOR=FF0070C0>speak to a nearby enhancement NPC.</COLOR>	
30116	You can ask the <COLOR=FFE46D0A>crafting NPCs</COLOR> in town to <COLOR=FFE46D0A>craft items</COLOR> for you.<RETURN=1/>You can see which items can be crafted and which materials each one needs.<RETURN=1/>Once you have the required <COLOR=FFE46D0A>materials</COLOR> and the crafting <COLOR=FFE46D0A>fee</COLOR>, <COLOR=FF0070C0>speak to a crafting NPC</COLOR>.	
30117	Etherain has <COLOR=FFE46D0A>jump portals</COLOR> installed so that you can move around inside the town more quickly.<RETURN=1/>If your destination is far away, do not simply run for it, try a jump portal instead.	
30118	The small green jump portals move you <COLOR=FFE46D0A>in one direction only</COLOR>, and there are <COLOR=FFE46D0A>four</COLOR> of them in total.<RETURN=1/>The directions are shown in the picture above, and the moment you step onto a portal you are carried to the next one.	
30119	Animals tamed by the expedition can be ridden.<RETURN=1/>We call such animals <COLOR=FFE46D0A>mounts</COLOR>, and you can climb on one easily by <COLOR=FF0070C0>right-clicking the mount icon</COLOR> in your <COLOR=FF0070C0>Inventory (I)</COLOR>.<RETURN=1/>While riding, your speed is governed by <COLOR=FFE46D0A>the mount's movement speed</COLOR> rather than your running speed.	
30120	Once you have summoned a mount, you can fit it with a <COLOR=FFE46D0A>harness</COLOR>.<RETURN=1/>It is divided into <COLOR=FFE46D0A>three parts, head, chest and legs</COLOR>, and fitting the parts gives a small but noticeable <COLOR=FFE46D0A>speed increase</COLOR>.	
30121	Several kinds of <COLOR=FFE46D0A>wax</COLOR> can be applied to the harness parts of a mount.<RETURN=1/>Wax is <COLOR=FFE46D0A>purely for polish</COLOR> and has no other function.	
30122	To board a Flying Vessel you must <COLOR=FF0070C0>left-click</COLOR> the <COLOR=FFE46D0A>Flying Vessel transporter</COLOR> next to Krapaka.	
30123	Speak to the <COLOR=FF0070C0>Flying Vessel captain</COLOR> and he will show you the continent map.<RETURN=1/>The places marked with a <COLOR=FFE46D0A>Flying Vessel icon</COLOR> are the destinations you can travel to, and you can travel there by <COLOR=FF0070C0>left-clicking the Flying Vessel icon</COLOR>.	
30124	Long ago the <COLOR=FFE46D0A>Corrupted Temple</COLOR> was a holy temple in the west of the continent, where offerings were made and rites held for the gods.<RETURN=1/>But the vengeful spirits of those unjustly sacrificed drew demons to the place, and the temple hired warriors to drive them out.<RETURN=1/>The priests of the temple could bind the demons, but they had no power to destroy them.<RETURN=1/>At first, because the demons were so dangerous, no one but the warriors was allowed inside. Before long, however, spectators were admitted so that many could watch the warriors fight the demons, and an entrance fee was charged until it became a regular entertainment.<RETURN=1/><RETURN=1/>Worn down by the endless battles with the warriors, and with the ether of the continent growing calm, the demons gradually lost their strength and stopped appearing at the temple altogether.<RETURN=1/>It was a relief that the demons no longer came, but the town also lost the exorcism battles that had been its great entertainment, its tourist attraction and a fine source of income.<RETURN=1/>Neither warriors nor adventurers came anymore, and so the ancient temple and the town around it were slowly forgotten.	
30125	Around the time <COLOR=FFE46D0A>Schwertz Prammes, called the immortal sovereign,</COLOR> appeared, a strange rumor spread that the forgotten ancient temple had risen into the sky in the east of the continent. The vengeful spirits of the demons began to appear once more, but something was different from before.<RETURN=1/>The souls of the warriors who had lost to the demons in the exorcism battles, their spirits stolen, had been bound to that temple. All that remained to them was a blind urge to strike down whatever stood before them. Even now those warriors go on fighting an endless, meaningless battle, sealed inside armor black with resentment, nothing but murderous light showing in their eyes.<RETURN=1/><RETURN=1/>A <COLOR=FFE46D0A>Strange Traveler</COLOR> from that town set out to find a way to save the souls trapped in the Corrupted Temple, and at last reached Etherain, the capital of the east.<RETURN=1/>According to the Strange Traveler, <COLOR=FFE46D0A>only you and your companions can bring their endless fighting to an end.</COLOR>	
30126	The temple was destroyed and lost long ago, and only the vengeful spirits of the fighters keep its illusion standing, so as the number of fighters in battle drops and as time passes the Corrupted Temple struggles to hold its shape. Each time enough time goes by, or enough vengeful or warrior spirits vanish, a violent earthquake shakes the temple and the weakest outer stairways begin to crumble first.<RETURN=1/><COLOR=FFE46D0A>Stairways about to collapse can be spotted in advance by the magic circles that appear as the illusion magic breaks down.</COLOR>	
30127	Places and beings, living or otherwise, that hold strong magic react powerfully to magnetic fields. The Corrupted Temple is a magical illusion floating high in the sky, so lightning strikes it and the fighters within it quite often, and lightning burns flesh and soul alike, dealing heavy damage to the living and the lifeless.	
30128	For reasons unknown, a huge barrier is spread across the center of the temple, and a powerful spell is said to be laid on it that nothing living or lifeless can endure. Adventurers say it is tied to the number of fighters and to how long the temple has stood, just as the earthquakes are. One adventurer who held out to the very end claims to have seen the central barrier disappear...	
30129	'That fight was truly a pointless war of attrition. Judged by the way it was fought, it was fiercer and more brutal than the war against the Imperial Army. But how could people who want more and want to stand above others ever go against their own nature? At a time when the continent had no ruler, I sometimes think the blood spilled between brothers may have been unavoidable in forming the federation we have today.'<RETURN=1/>- an excerpt from the memoirs of Federal Council Chairman Ernest	
30130	As the Imperial Army gradually withdrew, the end of the long war finally came into sight. With stability settling over the Liberation Army as well, people slowly began to take an interest in their own share of the spoils. Figures who argued forcefully for their own interests appeared within the Liberation Army, and quite naturally each began building a faction to keep the others in check and take a larger share. Before long everyone was joining one faction or another according to their beliefs or to where the advantage lay, and the situation spread out of control until it turned into open factional warfare.<RETURN=1/>In the end this tore the Liberation Army apart in civil strife, splitting it into separate federations, and another war began, this one over who would hold which lands.	
30131	The 'Kingdom of Altheim' and the 'House of Roshfelt', which had stood against the great power of the 'Geist Empire', joined together as the 'Rochel Republic' and, refusing to bow to the magic of the immortal sovereign, set about building a temple to defend their rule.<RETURN=1/>The temple they raised with every scrap of magic at their command was named the '<COLOR=FFE46D0A>Temple of Blood</COLOR>' in honor of the freedom won with the blood of countless comrades, and it was made so that no territory of the Rochel Republic could be ruled without first taking that temple.	
30132	Binding the rule of the temple into an object required an enormous amount of magic. As a vessel to seal so much ether they created a vast, hard crystal of magic power, gathered all of that magic into it and set it at the center of the temple. This giant crystal, glowing red, is called the '<COLOR=FFE46D0A>Crystal of Blood</COLOR>' after the temple itself.<RETURN=1/>But with so much magic concentrated in one place, a device was needed to control that power, so the mages of the republic set three linked crystals around the outside of the temple to spread its magic out.<RETURN=1/>The three amber crystals called the '<COLOR=FFE46D0A>Rings of Blood</COLOR>' disperse and regulate the ether of the Crystal of Blood, which means that <COLOR=FFE46D0A>any damage done to the Rings of Blood is passed straight on to the Crystal of Blood.</COLOR>	
30133	If you wish to take rule over one of the republic's areas, you must shatter the Crystal of Blood to release all of the sealed ether, then prove yourself master of the temple through the <COLOR=FFE46D0A>imprint ritual</COLOR> in the imprint chamber.<RETURN=1/>Once the imprint ritual begins, the released ether gathers in the imprint chamber and the strong magnetic field it creates causes <COLOR=FFE46D0A>every physical and magical effect cast on the one performing the imprint to disappear.</COLOR>	
30134	The Temple of Blood is hidden by magic from ordinary eyes, so to enter it you must use one of the red structures called a <COLOR=FFE46D0A>Temple Passage</COLOR>.<RETURN=1/>But finding a Temple Passage does not mean that just anyone may enter.	
30135	To hide the window you are looking at now and return to it later, <COLOR=FF0070C0>click the fold button at the top left</COLOR>.<RETURN=1/>While the <COLOR=FFE46D0A>mini info window is hidden</COLOR>, <COLOR=FF0070C0>clicking the mini info window button</COLOR> brings this page back.	
30136	With a target selected you can <COLOR=FFE46D0A>attack</COLOR> by using the <COLOR=FF0070C0>auto attack action</COLOR> or by <COLOR=FF0070C0>left-clicking the monster</COLOR>.<RETURN=1/>- The <COLOR=FFE36C0A>auto attack action</COLOR> is set on <COLOR=FF0070C0>shortcut key 1</COLOR> by default.	
// 10:48 2011-11-30
71	How has your year been, <heroname/>? It is already <COLOR=FFE46D0A>the Christmas season</COLOR>!<RETURN=1/>This continent has no change of season, but Christmas is a festival everyone looks forward to.<RETURN=1/>Oh, and <COLOR=FFE46D0A>Brandon the Groom</COLOR> of <COLOR=FF0070C0>Waldchen</COLOR> is looking for you. He says it is important, so would you please go and see him?	
10500	Event Information	
15073	Christmas Event	
// 11:28 2012-07-05
30074	It is said that <COLOR=FFE46D0A>a single item can have 1 to 5 sockets</COLOR>.<RETURN=1/>To protect the gear, however, <COLOR=FFE46D0A>the number of high grade Zards that can be mounted is limited</COLOR>.<RETURN=1/>The number of Zards of each grade that can be mounted in one item is as follows.<RETURN=1/><COLOR=FFE46D0A>- Highest grade: 1<RETURN=1/>- High grade: 2<RETURN=1/>- Medium grade: 3<RETURN=1/>- Low grade: 5</COLOR>	
// 8:56 2012-11-09
30002	Greetings, <COLOR=FFE46D0A><heroname/> </COLOR>!<RETURN=1/>I am the newly appointed <COLOR=FFE46D0A>Training Officer Rotnem</COLOR>.<RETURN=1/>From here on I will teach you the basics of SUN Online, including the basic controls.<RETURN=1/>Please take it one page at a time and learn at your own pace.<RETURN=1/>To go to the next page, press the '<COLOR=FF0070C0>Next Page (>)</COLOR>' button.	
30004	You can turn your character with the keyboard.<RETURN=1/>Use the <COLOR=FF0070C0>A key</COLOR> and the <COLOR=FF0070C0>D key</COLOR> to turn left and right.	
30009	<COLOR=FF0070C0>Left-click</COLOR> the <COLOR=FFE46D0A>ground</COLOR> where you want to go and your character will move there.<RETURN=1/>To change which mouse button is used for movement, check the 'System Menu > Settings > Game Options > <COLOR=FF0070C0>Swap Left/Right Mouse Button</COLOR>' option.	
30011	<COLOR=FF0070C0>Rolling the mouse wheel up and down</COLOR> <COLOR=FFE46D0A>adjusts the distance between your character and the camera</COLOR>.<RETURN=1/>Checking the 'System Menu > Settings > Game Options > <COLOR=FF0070C0>Extend Camera Distance</COLOR>' option lets you pull the camera even further back.	
30008	The <COLOR=FF0070C0>Tab </COLOR>key lets you <COLOR=FFE46D0A>target </COLOR>monsters easily.<RETURN=1/>When many monsters are nearby, pressing <COLOR=FF0070C0>Tab</COLOR> <COLOR=FFE46D0A>targets them one after another</COLOR>.<RETURN=1/>You can change the <COLOR=FFE46D0A>targeting</COLOR> options to your taste under 'System Menu > Settings > Game Options > Attack Behavior Settings'.	
30015	Skills with a darkened icon are ones you have not learned yet.<RETURN=1/>Every class in SUN has <COLOR=FF0070C0>two skill trees</COLOR> with completely different styles.<RETURN=1/>Each <COLOR=FF0070C0>level up</COLOR> grants <COLOR=FF0070C0>1</COLOR> <COLOR=FF0070C0>skill point</COLOR>, and you can <COLOR=FFE46D0A>strengthen a skill</COLOR> by investing your skill points in it (<COLOR=FF0070C0>click the '+' button</COLOR>).<RETURN=1/>Every skill can be <COLOR=FF0070C0>raised up to level 10</COLOR>.<RETURN=1/>Once you have <COLOR=FF0070C0>invested 20 skill points in one row</COLOR>, you can learn the skills in the next row.	
30016	Registering the skills and items you use often on the '<COLOR=FF0070C0>quick slots</COLOR>' lets you use them easily with a <COLOR=FF0070C0>shortcut key</COLOR>.<RETURN=1/>You can also change them to your taste under 'System Menu > Settings > <COLOR=FF0070C0>Shortcut Key Settings</COLOR>'.	
30017	First <COLOR=FF0070C0>left-click</COLOR> the skill (or item) you want to register in the Skill window or Inventory to pick it up.<RETURN=1/>Then carry it to the quick slot of the key you want and <COLOR=FF0070C0>left-click</COLOR> to finish registering it.	
30026	Channel chat: <COLOR=FFE46D0A>(&message)<RETURN=1/></COLOR>The message reaches players in the same channel.<RETURN=1/>Use the '<COLOR=FFE46D0A>/join (channel name)</COLOR>' command to open or enter the channel chat room you want.<RETURN=1/>Use the '<COLOR=FFE46D0A>/Channel Information</COLOR>' command to see which players are in the current channel.<RETURN=1/>Use the '<COLOR=FFE46D0A>/quit</COLOR>' command to leave the channel chat room you are in.	
30045	When your <COLOR=FFE46D0A>experience</COLOR> reaches 100% you gain 1 <COLOR=FFE46D0A>level</COLOR>.<RETURN=1/>You can check your experience on the <COLOR=FFE46D0A>EXP gauge</COLOR> at the top left of the screen.<RETURN=1/>The red blocks under the grey gauge each stand for 10%.	
30047	<COLOR=FF0070C0>Placing the mouse cursor </COLOR>over the specially colored words in a quest description <COLOR=FFE46D0A>shows extra information</COLOR>.<RETURN=1/>It is useful for finding the location of a monster or NPC, or details about an item.	
30048	When you accept a quest, the list of objectives for the quests you are on is shown on the right of the screen.<RETURN=1/>It shows what you must do and how far along you are, and quests whose conditions are met have their checkbox ticked.	
30051	Each <COLOR=FFE46D0A>level up</COLOR> grants you <COLOR=FFE46D0A>5 bonus points</COLOR>.<RETURN=1/>After distributing your bonus points among your stats you must press the '<COLOR=FFE46D0A>Apply button</COLOR>'.<RETURN=1/>Not sure which stat to raise?<RETURN=1/>In that case, invest in the stats required by the equipment you want to wear.	
30052	Up to a certain level you can <COLOR=FFE46D0A>reset </COLOR>the stat points you have distributed with the '<COLOR=FF0070C0>Reset button (R)</COLOR>'.	
30062	To invite another warrior of the expedition to your party, follow the steps below.<RETURN=1/>It is polite to ask the other player first.<RETURN=1/>- <COLOR=FF0070C0>Right-click</COLOR> to select the <COLOR=FFE46D0A>player you want to invite</COLOR><RETURN=1/>- <COLOR=FF0070C0>Right-click the </COLOR><COLOR=FFE46D0A>target info window</COLOR> at the top center of the screen<COLOR=FF0070C0><RETURN=1/></COLOR>- Click <COLOR=FF0070C0>'Invite to Party'</COLOR> in the <COLOR=FFE46D0A>menu that appears to the right</COLOR> of the target info window	
30068	The top of the Character window (C) shows how long your character has been online.<RETURN=1/>The longer you stay in this world, the more '<COLOR=FFE46D0A>Online Points</COLOR>' you earn at regular intervals.	
30084	A <COLOR=FFE46D0A>passive skill</COLOR> is a skill whose effect lasts without you having to use it.<RETURN=1/>Registering and changing these passive skills is called the <COLOR=FFE46D0A>Custom Passive </COLOR>system.<RETURN=1/>Press the <COLOR=FF0070C0>K key</COLOR> to open the <COLOR=FF0070C0>Skill window (K)</COLOR>, then click the <COLOR=FF0070C0>Custom Passive tab</COLOR> to see it.	
30104	Equipment you no longer need can be broken down with a <COLOR=FFE46D0A>Cube</COLOR>.<RETURN=1/>Open the Cube, put in the gear you have no more use for and break it down!<RETURN=1/>See for yourself what comes out.	
