//ArmorItemInfo																																																																																																																							커스터마이즈																																																						힘	민	체	지	정				
//	ArmorItemInfo 사용가능대역											바	12492	39999																																																																																																																																																														버	26 	13 	27 	4 	10 	80			
//	1001~2000											헬	12491	39999																																																																																																																																																														드	22 	20 	20 	6 	12 	80			
//	11001~13000											갑	12489	39999			401																																																																																																																																																											발	16 	23 	15 	7 	19 	80			
//	21001~23000											장	12494	39999			301																																																																																																																																																											엘	8 	12 	13 	25 	22 	80			
//	31001~33000											부	12493	39999			101																																																																																																																																																											섀	19 	17 	16 	18 	10 	80			
//	45001~47000			!! 연결 업데이트 문제로 인해 셀값이 달라지는 문제가 생겨													601																																																																																																																																																											미	15 	21 	15 	19 	10 	80			
//	49990~49992			!! 수치데이터 문서와의 연결 전부 날림													501																																																																																																																																																											헬	15 	12 	27 	6 	20 	80			
//	51000~55000			"이후, 참조값이 있는 수식은 가급적 날려주세요!"																																																																																																																																																																								위	18 	20 	24 	8 	10 	80			
//	57001~59999		//12 : 습득시 즉시사용 사용 실패시 보존																																																																																																																																																																																		
//			//13 : 습득시 즉시사용 사용 실패시 삭제							남	여																																																						2 여자	버서커	드나	섀도	발키리	엘리	미스틱	헬로이드	위치블레이드			 < 기본옵션 >																				< 가맹PC방 전용 옵션 >																					남	여	남	여																					디바인 구역															엘리트 구역						유니크 구역																			
//파라메타 업데이트 버전 정보						814	814				1102			1102		819	814			809	812	812		810					816		816	1103					820	1005		904						1102_삭제																		905	1102						1204	1304				811				811				811				812	812	812	812	812	812	812	812	811				811				811				812	812	812	812	812	812	812	812			1102		1102			812	818	818				815				902																																				810												
//설명	아이템코드	판매종류	소멸방식	이름	네임코드	아이템색사용여부	아이템색상코드	네임코드2	설명코드	장착이미지코드	장착이미지코드2	인벤이미지코드	드랍이미지코드	베타키구분코드	종류및계열	이벤트타입	아이템Drop사운드인덱스	효과발동위치	효과코드	본위치	특수액세서리본위치	특수액세서리장착타입	아이템계열	세트옵션적용	세트계열	레벨	내구도	내구감소력	내구도패널티인덱스	아이템가격	아이템가격_최대값	주사위획득방식	팝업창출력여부	장비.사용여부	거래및판매여부	각종가능여부	귀속여부	에테리아추출가능여부	장비제한레벨	아이템사용제한레벨	힘제한	민첩제한	체력제한	지력제한	정신력제한	숙련도1	숙련도2	최소데미지	최대데미지	물리공격성공률	물리공격속도	물리방어력	물리공격회피율	기본공격타입	공격속성	공격타입	공격거리	방어타입	마법최소공격력	마법최대공격력	마법공격속도	마법방어력	이동속도	탈것장비클래스	성별타입	장비클래스1	장비클래스2	장비클래스3	장비클래스4	장비클래스5	장비클래스6	장비클래스7	장비클래스8	장비클래스9	장비위치	옵션발동조건1	옵션종류1	수치타입	기본옵션1	옵션발동조건2	옵션종류2	수치타입	기본옵션2	옵션발동조건3	옵션종류3	수치타입	기본옵션3	옵션발동조건4	옵션종류4	수치타입	기본옵션4	옵션발동조건5	옵션종류5	수치타입	기본옵션5	옵션발동조건1	옵션종류1	수치타입	PC방옵션1	옵션발동조건2	옵션종류2	수치타입	PC방옵션2	옵션발동조건3	옵션종류3	수치타입	PC방옵션3	옵션발동조건4	옵션종류4	수치타입	PC방옵션4	옵션발동조건5	옵션종류5	수치타입	PC방옵션5	발사체	머리형태	머리형태2	커스터마이즈	커스터마이즈2	중복개수	장착중복가능개수(Index)	장착중복가능개수(Type)-인벤토리	장착중복그룹	장착개수	포션기능	쿨타임타입	상승수치	경험치물약필드	지속시간	횟수	쿨타임	카오시간감소	퀘스트ID	재료특성	스킬정보	쟈드등급	쟈드옵션종류	쟈드합성추가성공률	교환아이템정보	디바인힘제한	디바인민첩제한	디바인체력제한	디바인지력제한	디바인정신력제한	디바인숙련도1	디바인숙련도2	디바인물리최소데미지	디바인물리최대데미지	디바인마법최소데미지	디바인마법최대데미지	디바인물리방어력	디바인마법방어력	AC코드	AC참조타입	엘리트물리최소데미지	엘리트물리최대데미지	엘리트마법최소데미지	엘리트마법최대데미지	엘리트물리방어력	엘리트마법방어력	유니크물리최소데미지	유니크물리최대데미지	유니크마법최소데미지	유니크마법최대데미지	유니크물리방어력	유니크마법방어력	아이템종류선정	배틀존아이템분배적용												
	Code	ChargeType	ChargeSubType	Name	NameCode	NameColorType	NameColorCode	NameCode2	DNCode3	WearImageCode	WearImageCode2	InvenImageCode	DropImageCode	BetaKeyCode	Type	Etype	ItemSoundIndex	EffectPosition	EffectCode	RotBone	BoneName	SABoneType	SubType	SetOptionType	SetType	Level	Dura	DuraStrenth	StrengthPenaltyIndex	ItemSellMoney	ItemSellMoney_Max	DiceCast	Popup	MaterialType	TradeSellType	Mixture	ReversionType	ExtractType	LimitEqLevel	LimitUseLevel	LimitStr	LimitDex	LimitVit	LimitInt	LimitSpr	LimitSkill1	LimitSkill2	MinDamage	MaxDamage	PhyAttRate	PhyAttSpeed	PhyDef	PhyAvoid	BaseAttType	MagicalAttType	MeleeType	AttRange	ArmorType	MagicAttMinDamgage	MagicAttMaxDamgage	MagicAttSpeed	MagicDef	Speed	EqRidingClass	GenderType	EqClass1	EqClass2	EqClass3	EqClass4	EqClass5	EqClass6	EqClass7	EqClass8	EqClass9	EqPos	ExerciseEffect1	OptionKind1	OptionType1	OptionValue1	ExerciseEffect2	OptionKind2	OptionType2	OptionValue2	ExerciseEffect3	OptionKind3	OptionType3	OptionValue3	ExerciseEffect4	OptionKind4	OptionType4	OptionValue4	ExerciseEffect5	OptionKind5	OptionType5	OptionValue5	PCExerciseEffect1	PCOptionKind1	PCOptionType1	PCOptionValue1	PCExerciseEffect2	PCOptionKind2	PCOptionType2	PCOptionValue2	PCExerciseEffect3	PCOptionKind3	PCOptionType3	PCOptionValue3	PCExerciseEffect4	PCOptionKind4	PCOptionType4	PCOptionValue4	PCExerciseEffect5	PCOptionKind5	PCOptionType5	PCOptionValue5	Missile	HeadType	HeadType2	Customize	Customize2	DupNum	DupEquipNum	DupEquipTypeNum	DupEquipGroup	DupEquipGroupNum	WasteType	CoolTimeType	HealHP	ExpHP	HealTime	Times	CoolTime	ChaoTimeDec	QuestCode	MaterialCode	SkillCode	ZardGrade	ZardOptionKind	ZardSuccesPer	ExchangedItem	DivLimitStr	DivLimitDex	DivLimitVit	DivLimitInt	DivLimitSpr	DivLimitSkill1	DivLimitSkill2	DivPhyMinDamage	DivPhyMaxDamage	DivMagicMinDamage	DivMagicMaxDamage	DivPhyDef	DivMagicDef	ACCode	ACReferenceID	ElitePhyMinDamage	ElitePhyMaxDamage	EliteMagicMinDamage	EliteMagicMaxDamage	ElitePhyDef	EliteMagicDef	UniPhyMinDamage	UniPhyMaxDamage	UniMagicMinDamage	UniMagicMaxDamage	UniPhyDef	UniMagicDef	ItemListType	UseItemDistribution	FieldEnd											
	45152	0	0	독수리가죽_프로텍터_3등급아이템-A	35643	0	0	35002	50470	30923	10923	12083	39999	0	201	0	201	0	Null	0	Null	0	0	1	143	3	26 	5062	1	1700	1700	0 	0	1	6	0	0	0	13	0	0 	0 	0 	0 	0 	0	0	0	0	0	0	29 	0.000 	0	0	0	0	2	0	0	0	46	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		//		-16 	-23 				-39 	-7.8	-5	
	45153	0	0	붉은곰가죽_프로텍터_4등급아이템-A	35644	0	0	35002	50471	30924	10924	12084	39999	0	201	0	201	0	Null	0	Null	0	0	1	144	4	29 	4746	1	2700	2700	0 	0	1	6	0	0	0	18	0	0 	0 	0 	0 	0 	0	0	0	0	0	0	40 	0.000 	0	0	0	0	2	0	0	0	63	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		//		-16 	-23 				-39 	-7.8	-5	
	45154	0	0	고튼궁사의_프로텍터_5등급아이템-A	35645	0	0	35002	50472	30925	10925	12085	39999	0	201	0	201	0	Null	0	Null	0	0	1	145	5	31 	4428	1	4100	4100	0 	0	1	6	0	0	0	24	0	0 	0 	0 	0 	0 	0	0	0	0	0	0	50 	0.000 	0	0	0	0	2	0	0	0	78	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		//		-16 	-23 				-39 	-7.8	-5	
	45155	0	0	아침이슬미스릴_프로텍터_6등급아이템-A	35646	0	0	35002	50473	30926	10926	12086	39999	0	201	0	201	0	Null	0	Null	0	0	1	146	6	34 	4112	1	6400	6400	0 	0	1	6	0	0	0	30	0	0 	0 	0 	0 	0 	0	0	0	0	0	0	60 	0.000 	0	0	0	0	2	0	0	0	94	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		//		-16 	-23 				-39 	-7.8	-5	
	45156	0	0	인어의눈물_프로텍터_7등급아이템-A	35647	0	0	35002	50474	30927	10927	12087	39999	0	201	0	201	0	Null	0	Null	0	0	1	147	7	36 	3796	1	9900	9900	0 	0	1	6	0	0	0	37	0	0 	0 	0 	0 	0 	0	0	0	0	0	0	70 	0.000 	0	0	0	0	2	0	0	0	110	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		//		-16 	-23 				-39 	-7.8	-5	
	45157	0	0	썬블레스모험가_프로텍터_8등급아이템-A	35648	0	0	35002	50475	30928	10928	12088	39999	0	201	0	201	0	Null	0	Null	0	0	1	148	8	39 	3480	1	15400	15400	0 	0	1	6	0	0	0	45	0	0 	0 	0 	0 	0 	0	0	0	0	0	0	79 	0.000 	0	0	0	0	2	0	0	0	124	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		//		-16 	-23 				-39 	-7.8	-5	
//	45158	0	0	승리가깃든_프로텍터_9등급아이템-A	35649	0	0	35002	50476	30929	10929	12089	39999	0	201	0	201	0	Null	0	Null	0	0	1	149	9	41 	3164	1	23800	23800	0 	0	1	6	0	0	0	53	0	0 	0 	0 	0 	0 	0	0	0	0	0	0	88 	0.000 	0	0	0	0	2	0	0	0	138	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		//		-16 	-23 				-39 	-7.8	-5	
//	45159	0	0	숲의정령_프로텍터_10등급아이템-A	35650	0	0	35002	50477	30930	10930	12090	39999	0	201	0	201	0	Null	0	Null	0	0	1	150	10	44 	2848	1	36900	36900	0 	0	1	6	0	0	0	62	0	0 	0 	0 	0 	0 	0	0	0	0	0	0	97 	0.000 	0	0	0	0	2	0	0	0	151	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		//		-16 	-23 				-39 	-7.8	-5	
	45160	0	0	활석_프로텍터_1등급아이템-A	35661	0	0	35002	50478	30531	10931	12091	39999	0	201	0	201	0	Null	0	Null	0	0	1	151	1	21 	5662	1	700	700	0 	0	1	6	0	0	0	6	0	0 	0 	0 	0 	0 	0	0	0	0	0	0	8 	0.000 	0	0	0	0	3	0	0	0	16	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		//					-25 	-22 	-47 	-9.4	-7	
	45161	0	0	석영_프로텍터_2등급아이템-A	35662	0	0	35002	50479	30532	10932	12092	39999	0	201	0	201	0	Null	0	Null	0	0	1	152	2	23 	4812	1	1100	1100	0 	0	1	6	0	0	0	9	0	0 	0 	0 	0 	0 	0	0	0	0	0	0	17 	0.000 	0	0	0	0	3	0	0	0	32	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		//					-25 	-22 	-47 	-9.4	-7	
	45162	0	0	자수정_프로텍터_3등급아이템-A	35663	0	0	35002	50480	30533	10933	12093	39999	0	201	0	201	0	Null	0	Null	0	0	1	153	3	25 	4528	1	1700	1700	0 	0	1	6	0	0	0	13	0	0 	0 	0 	0 	0 	0	0	0	0	0	0	28 	0.000 	0	0	0	0	3	0	0	0	52	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		//					-25 	-22 	-47 	-9.4	-7	
	45163	0	0	캣츠아이_프로텍터_4등급아이템-A	35664	0	0	35002	50481	30534	10934	12094	39999	0	201	0	201	0	Null	0	Null	0	0	1	154	4	27 	4246	1	2700	2700	0 	0	1	6	0	0	0	18	0	0 	0 	0 	0 	0 	0	0	0	0	0	0	39 	0.000 	0	0	0	0	3	0	0	0	71	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		//					-25 	-22 	-47 	-9.4	-7	
	45164	0	0	사가즈_프로텍터_5등급아이템-A	35665	0	0	35002	50482	30535	10935	12095	39999	0	201	0	201	0	Null	0	Null	0	0	1	155	5	29 	3962	1	4100	4100	0 	0	1	6	0	0	0	24	0	0 	0 	0 	0 	0 	0	0	0	0	0	0	49 	0.000 	0	0	0	0	3	0	0	0	89	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		//					-25 	-22 	-47 	-9.4	-7	
	45165	0	0	에이워즈_프로텍터_6등급아이템-A	35666	0	0	35002	50483	30536	10936	12096	39999	0	201	0	201	0	Null	0	Null	0	0	1	156	6	31 	3680	1	6400	6400	0 	0	1	6	0	0	0	30	0	0 	0 	0 	0 	0 	0	0	0	0	0	0	58 	0.000 	0	0	0	0	3	0	0	0	107	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		//					-25 	-22 	-47 	-9.4	-7	
	45166	0	0	브랭그룬_프로텍터_7등급아이템-A	35667	0	0	35002	50484	30537	10937	12097	39999	0	201	0	201	0	Null	0	Null	0	0	1	157	7	33 	3396	1	9900	9900	0 	0	1	6	0	0	0	37	0	0 	0 	0 	0 	0 	0	0	0	0	0	0	68 	0.000 	0	0	0	0	3	0	0	0	124	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		//					-25 	-22 	-47 	-9.4	-7	
	45167	0	0	새벽의무희_프로텍터_8등급아이템-A	35668	0	0	35002	50485	30538	10938	12098	39999	0	201	0	201	0	Null	0	Null	0	0	1	158	8	35 	3114	1	15400	15400	0 	0	1	6	0	0	0	45	0	0 	0 	0 	0 	0 	0	0	0	0	0	0	77 	0.000 	0	0	0	0	3	0	0	0	141	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		//					-25 	-22 	-47 	-9.4	-7	
//	45168	0	0	눈부신시겔의_프로텍터_9등급아이템-A	35669	0	0	35002	50486	30539	10939	12099	39999	0	201	0	201	0	Null	0	Null	0	0	1	159	9	37 	2830	1	23800	23800	0 	0	1	6	0	0	0	53	0	0 	0 	0 	0 	0 	0	0	0	0	0	0	86 	0.000 	0	0	0	0	3	0	0	0	157	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		//					-25 	-22 	-47 	-9.4	-7	
//	45169	0	0	대자연의힘_프로텍터_10등급아이템-A	35670	0	0	35002	50487	30540	10940	12100	39999	0	201	0	201	0	Null	0	Null	0	0	1	160	10	39 	2548	1	36900	36900	0 	0	1	6	0	0	0	62	0	0 	0 	0 	0 	0 	0	0	0	0	0	0	94 	0.000 	0	0	0	0	3	0	0	0	171	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		//					-25 	-22 	-47 	-9.4	-7	
	45170	0	0	황동_헬멧_1등급아이템-A	35581	0	0	35003	50438	10941	30941	12101	39999	0	301	0	301	0	Null	0	Null	0	0	1	111	1	23 	7992	1	600	600	0 	0	1	6	0	0	0	5	0	0 	0 	0 	0 	0 	0	0	0	0	0	0	11 	0.000 	0	0	0	0	1	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		//		-26 		-27 			-53 	-10.6	-8	
	45171	0	0	흑철_헬멧_2등급아이템-A	35582	0	0	35003	50439	10942	30942	12102	39999	0	301	0	301	0	Null	0	Null	0	0	1	112	2	28 	6794	1	1000	1000	0 	0	1	6	0	0	0	9	0	0 	0 	0 	0 	0 	0	0	0	0	0	0	21 	0.000 	0	0	0	0	1	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		//		-26 		-27 			-53 	-10.6	-8	
	45172	0	0	판금_헬멧_3등급아이템-A	35583	0	0	35003	50440	10943	30943	12103	39999	0	301	0	301	0	Null	0	Null	0	0	1	113	3	33 	6394	1	1500	1500	0 	0	1	6	0	0	0	13	0	0 	0 	0 	0 	0 	0	0	0	0	0	0	34 	0.000 	0	0	0	0	1	0	0	0	40	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		//		-26 		-27 			-53 	-10.6	-8	
	45173	0	0	강철_헬멧_4등급아이템-A	35584	0	0	35003	50441	10944	30944	12104	39999	0	301	0	301	0	Null	0	Null	0	0	1	114	4	38 	5994	1	2300	2300	0 	0	1	6	0	0	0	18	0	0 	0 	0 	0 	0 	0	0	0	0	0	0	46 	0.000 	0	0	0	0	1	0	0	0	57	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		//		-26 		-27 			-53 	-10.6	-8	
	45174	0	0	서늘한합금_헬멧_5등급아이템-A	35585	0	0	35003	50442	10945	30945	12105	39999	0	301	0	301	0	Null	0	Null	0	0	1	115	5	43 	5594	1	3600	3600	0 	0	1	6	0	0	0	23	0	0 	0 	0 	0 	0 	0	0	0	0	0	0	57 	0.000 	0	0	0	0	1	0	0	0	72	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		//		-26 		-27 			-53 	-10.6	-8	
	45175	0	0	슈타르백금_헬멧_6등급아이템-A	35586	0	0	35003	50443	10946	30946	12106	39999	0	301	0	301	0	Null	0	Null	0	0	1	116	6	48 	5194	1	5600	5600	0 	0	1	6	0	0	0	30	0	0 	0 	0 	0 	0 	0	0	0	0	0	0	68 	0.000 	0	0	0	0	1	0	0	0	87	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		//		-26 		-27 			-53 	-10.6	-8	
	45176	0	0	핏빛결의_헬멧_7등급아이템-A	35587	0	0	35003	50444	10947	30947	12107	39999	0	301	0	301	0	Null	0	Null	0	0	1	117	7	53 	4796	1	8700	8700	0 	0	1	6	0	0	0	37	0	0 	0 	0 	0 	0 	0	0	0	0	0	0	79 	0.000 	0	0	0	0	1	0	0	0	102	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		//		-26 		-27 			-53 	-10.6	-8	
	45177	0	0	타이탄플레이트_헬멧_8등급아이템-A	35588	0	0	35003	50445	10948	30948	12108	39999	0	301	0	301	0	Null	0	Null	0	0	1	118	8	58 	4396	1	13400	13400	0 	0	1	6	0	0	0	44	0	0 	0 	0 	0 	0 	0	0	0	0	0	0	90 	0.000 	0	0	0	0	1	0	0	0	116	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		//		-26 		-27 			-53 	-10.6	-8	
