//	캐릭터 상태					그래픽코드			아이콘 종류	삭제여부	분류	SD적용여부			부착위치																
//						status01.ds 파일에 위치로 배치			0. 이상상태	0. 사용안함	1. 상태이상	0: SD 적용 안 함			1. 머리위																
//						"그래픽코드는 필요 없음 ""38335""로 통일"			1. 강화	1. 사용함	2. 상태악화	1: SD 적용(SD:HP=99%:1%)			2. 몸통주위																
//							11393	강화	2. 캐시		3. 상태강화				3. 발밑																
//							11394	캐시	3. 특수상태		4. 특수				4. 손																
//							11395	특수	4. 중요						5.오른손																
//							11396	이상상태	5. 캐릭터스킬						6.무기																
//							11397	중요)							7.뼈대																
//							11400	스킬	아이콘 출력 순서 : 4 -> 2 -> 5 -> 1 -> 3 -> 0						8.왼손오른손																
//															9.바닥(지형충돌)																
//															10.타겟																
//															11.가슴																
//																															
//	806						1002	1002	816		806	904	905	806			1005														
//	NO	종류	영문이름	네임코드	설명 코드	그래픽 코드	행	열	아이콘 종류	삭제 여부	분류	SD적용여부	탈것적용여부	이펙트코드	부착위치	bStateGroup	본위치	x-축옵셋	y-축옵셋	z-축옵셋	부모회전방향적용	부모스케일적용			설명						
	Index	StateName	EnglishStateName	NameCode	DescriptionCode	IconCode	Row	Column	GKind	DelType	Type	SDApply	RidingApply	EffectCode	EffectPos	GroupCode	BoneIndex	OffsetX	OffsetY	OffsetZ	ApplyParentRotate	ApplyParentScale	FieldEnd								
	203	투지	eCHAR_STATE_FIGHTING	23204	24204	38335	4	1	1	1	3	0	1	B203	2	0	0	0	0	0	0	0		//	대상은 적에 대한 공격 성공율이 %s 만큼 상승한다.	// 투지(공격성공률 상승)					
	204	균형	eCHAR_STATE_BALANCE	23205	24205	38335	4	2	1	1	3	0	1	B204	2	0	0	0	0	0	0	0		//	대상은 적의 공격을 블록할 확률이 %s 만큼 상승한다	// 균형(블록성공률 상승)					
	205	활력	eCHAR_STATE_VITAL_POWER	23206	24206	38335	4	3	1	1	3	0	1	B205	2	0	0	0	0	0	0	0		//	대상의 HP 회복율 %s 만큼 증가한다.	// 활력(HP 회복률 상승)					
	206	명상	eCHAR_STATE_MEDITATION	23207	24207	38335	4	4	1	1	3	0	1	B206	2	0	0	0	0	0	0	0		//	대상의 MP 또는 SP 회복율이 %s 만큼 증가한다.	"// 명상(MP, SP 회복률 상승)"					
	207	기세	eCHAR_STATE_HIGH_SPIRIT	23208	24208	38335	4	5	1	1	3	0	1	B207	4	0	0	0	0	0	0	0		//	대상의 공격 속도가 %s 만큼 빨라진다.	// 기세(공격속도 증가)					
	208	질주	eCHAR_STATE_SPEEDING	23209	24209	38335	4	6	1	1	3	0	1	B208	3	0	0	0	0	0	0	0		//	대상의 이동 속도가 %s 만큼 빨라진다.	// 질주(이동속도 증가)					
	209	집중	eCHAR_STATE_CONCENTRATION	23210	24210	38335	4	7	1	1	3	0	1	B209	2	0	0	0	0	0	0	0		//	대상의 크리티컬 확률이 %s 만큼 증가한다.	// 집중(크리티컬확률 증가)					
	210	시야	eCHAR_STATE_INCREASE_SKILLRANGE	23211	24211	38335	4	8	5	1	3	0	1	B210	1	0	0	0	0	0	0	0		//	대상의 스킬 사거리가 %s 만큼 증가한다	// 시야(스킬사거리 증가)					
	211	정밀	eCHAR_STATE_PRECISION	23212	24212	38335	4	9	1	1	3	0	1	B211	2	0	0	0	0	0	0	0		//	대상의 크리티컬 데미지가 %s 만큼 증가한다.	// 정밀(크리티컬 데미지 증가)					
	212	격려	eCHAR_STATE_HP_INCREASE	23213	24213	38335	4	10	1	1	3	0	1	B212	2	0	0	0	0	0	0	0		//	대상의 HP량이 %s 만큼 증가한다	// 격려(HP 증가)					
	213	탄력	eCHAR_STATE_MP_INCREASE	23214	24214	38335	4	11	1	1	3	0	1	B213	2	0	0	0	0	0	0	0		//	대상의 MP/SP량이 %s 만큼 증가한다	// 탄력(MP 증가)					
	214	활기	eCHAR_STATE_HPRATE_INCREASE	23215	24215	38335	4	12	1	1	3	0	1	B214	2	0	0	0	0	0	0	0		//	대상의 HP회복량이 %s 만큼 증가한다	// 활기(HP 회복량 증가)					
	215	자극	eCHAR_STATE_MPRATE_INCREASE	23216	24216	38335	3	18	1	1	3	0	1	B215	2	0	0	0	0	0	0	0		//	대상의 MP/SP회복량이 %s 만큼 증가한다	// 자극(MP 회복량 증가)					
	216	치료	eCHAR_STATE_CURE	23217	24217	38335	4	14	5	1	3	0	1	B216	1	0	0	0	0	0	0	0		//	"%s, %s, %s의 이상 상태를 취소시킨다."	// 치료(모든상태이상 취소)					
	217	마법방어	eCHAR_STATE_MAGIC_DEFENSE	23218	24218	38335	4	15	1	1	3	0	1	B217	2	0	0	0	0	0	0	0		//	대상의 마법 방어력이 %s 만큼 증가한다	// 마법방어(마법방어력 증가)					
	218	마법쉴드	eCHAR_STATE_MAGIC_SHIELD	23219	24219	38335	4	16	5	1	3	1	1	B218	2	0	0	0	0	0	0	0		//	%s의 마법 쉴드로 물리 데미지를 감소시킨다. 데미지당 %s 만큼 마나가 감소된다.	// 마법보호(마법쉴드 HP)					
	219	홀딩	eCHAR_STATE_HOLDING	23220	24220	38335	4	17	1	0	1	0	1	B219	3	0	0	0	0	0	0	0		//	대상은 이동 불가 상태로 되며 공격은 가능하다	"// 홀딩(이동불가, 공격가능)"					
	220	데미지반사	eCHAR_STATE_REFLECT_DAMAGE	23221	24221	38335	4	18	5	1	3	1	1	B220	2	0	0	0	0	0	0	0		//	대상은 받은 데미지의 %s 를 돌려받는다.	// 피격데미지반사(데미지 반사)					
	221	SP추가공격력	eCHAR_STATE_SP_BONUS	23222	24222	38335	5	1	1	1	3	0	1	B221	2	0	0	0	0	0	0	0		//	대상은 SP당 %s와 추가공격력 %s를 받는다.	// SP당 추가 공격력(물리데미지 증가)					
	222	레인지	eCHAR_STATE_BUF_RANGE_DAMAGE	23223	24223	38335	5	2	1	1	3	1	1	B222	2	0	0	0	0	0	0	0		//	자신의 주변에 접근 시에 %s 의 데미지를 입는다.	// 레인지(주변적들에게 지속적 데미지)					
	223	힘강화	eCHAR_STATE_STAT_STR	23224	24224	38335	5	3	1	1	3	0	1	B223	2	0	0	0	0	0	0	0		//	대상의 힘이 %s 만큼 증가됩니다.	// 힘강화					
	224	민첩강화	eCHAR_STATE_STAT_DEX	23225	24225	38335	5	4	1	1	3	0	1	B224	2	0	0	0	0	0	0	0		//	대상의 민첩이 %s 만큼 증가됩니다.	// 민첩강화					
	225	체력강화	eCHAR_STATE_STAT_VIT	23226	24226	38335	5	5	1	1	3	0	1	B225	2	0	0	0	0	0	0	0		//	대상의 체력이 %s 만큼 증가됩니다.	// 체력강화					
	226	정신력강화	eCHAR_STATE_STAT_SPI	23227	24227	38335	5	6	1	1	3	0	1	B226	2	0	0	0	0	0	0	0		//	대상의 정신력이 %s 만큼 증가됩니다.	// 정신력강화					
	227	지력강화	eCHAR_STATE_STAT_INT	23228	24228	38335	5	7	1	1	3	0	1	B227	2	0	0	0	0	0	0	0		//	대상의 지력이 %s 만큼 증가됩니다.	// 지력강화					
	228	마법공격상승	eCHAR_STATE_MAGIC_ATTACK_INCREASE	23229	24229	38335	5	8	1	1	3	0	1	B228	2	0	0	0	0	0	0	0		//	대상의 마법 공격력이 %S 만큼 증가됩니다.	// 마법공격 상승					
	229	물리공격상승	eCHAR_STATE_STAT_LOWHP_ATTACK_INCREASE	23230	24230	38335	5	9	1	1	3	0	1	B229	1	0	0	0	0	0	0	0		//	캐릭터의 HP가 %d 이하시에 공격력이 %d 상승한다	// 물리공격 상승					
	230	물리방어상승	eCHAR_STATE_STAT_LOWHP_DEFENSE_INCREASE	23231	24231	38335	5	10	1	1	3	0	1	B230	1	0	0	0	0	0	0	0		//	캐릭터의 HP가 %d 이하시에 방어력이 %d 상승한다	// 물리방어 상승					
	231	추가데미지	eCHAR_STATE_STAT_DAMAGE_ADD	23232	24232	38335	5	11	1	0	3	0	1	B231	1	0	0	0	0	0	0	0		//	공격당 %d 만큼 추가 적으로 데미지가 증가된다.	// 추가 데미지					
	232	불속성공격력증가	eCHAR_STATE_FIRE_ATTACK_INCREASE	23233	24233	38335	5	12	1	1	3	0	1	B232	1	0	0	0	0	0	0	0		//	대상의 불 속성 공격력이 %s 만큼 증가된다.	// 불속성 공격력 상승					
	233	물속성공격력증가	eCHAR_STATE_WATER_ATTACK_INCREASE	23234	24234	38335	5	13	1	1	3	0	1	B233	1	0	0	0	0	0	0	0		//	대상의 물 속성 공격력이 %s 만큼 증가된다.	// 물					
	234	바람속성공격력증가	eCHAR_STATE_WIND_ATTACK_INCREASE	23235	24235	38335	5	14	1	1	3	0	1	B234	1	0	0	0	0	0	0	0		//	대상의 바람 속성 공격력이 %s 만큼 증가된다.	// 바람					
	235	대지속성공격력증가	eCHAR_STATE_EARTH_ATTACK_INCREASE	23236	24236	38335	5	15	1	1	3	0	1	B235	1	0	0	0	0	0	0	0		//	대상의 대지 속성 공격력이 %s 만큼 증가된다.	// 대지					
	236	암흑속성공격력증가	eCHAR_STATE_DARK_ATTACK_INCREASE	23237	24237	38335	5	16	1	1	3	0	1	B236	1	0	0	0	0	0	0	0		//	대상의 암흑 속성 공격력이 %s 만큼 증가된다.	// 암흑					
	237	불속성방어력증가	eCHAR_STATE_FIRE_DEFENSE_INCREASE	23238	24238	38335	5	17	1	1	3	0	1	B237	1	0	0	0	0	0	0	0		//	대상의 불 속성 방어력이 %s 만큼 증가된다.	// 불속성 방어력 상승					
	238	물속성방어력증가	eCHAR_STATE_WATER_DEFENSE_INCREASE	23239	24239	38335	5	18	1	1	3	0	1	B238	1	0	0	0	0	0	0	0		//	대상의 물 속성 방어력이 %s 만큼 증가된다.	// 물					
	239	바람속성방어력증가	eCHAR_STATE_WIND_DEFENSE_INCREASE	23240	24240	38335	6	1	1	1	3	0	1	B239	1	0	0	0	0	0	0	0		//	대상의 바람 속성 방어력이 %s 만큼 증가된다.	// 바람					
	240	대지속성방어력증가	eCHAR_STATE_EARTH_DEFENSE_INCREASE	23241	24241	38335	6	2	1	1	3	0	1	B240	1	0	0	0	0	0	0	0		//	대상의 대지 속성 방어력이 %s 만큼 증가된다.	// 대지					
	241	암흑속성방어력증가	eCHAR_STATE_DARK_DEFENSE_INCREASE	23242	24242	38335	6	3	1	1	3	0	1	B241	1	0	0	0	0	0	0	0		//	대상의 암흑 속성 방어력이 %s 만큼 증가된다.	// 암흑					
	242	정신활력	eCHAR_STATE_DECREASE_CASTING_TIME	23246	24246	38335	6	6	1	1	3	0	1	B302	1	0	0	0	0	0	0	0		//	대상의 캐스팅 소요 시간이 %s% 만큼 감소하게 된다.	// 캐스팅 타임 감소					
	243	스킬집중활력	eCHAR_STATE_DECREASE_SKILL_COOL_TIME	23248	24248	38335	6	6	1	1	3	0	1	B302	1	0	0	0	0	0	0	0		//	대상의 쿨타임 소요 시간이 감소하게 됩니다.	// 스킬 쿨타임 감소					
	244	MP집중	eCHAR_STATE_MP_SPEND_DECREASE	23013	24013	38335	6	6	1	1	3	0	1	B302	1	0	0	0	0	0	0	0		//	스킬 사용시 필요한 MP값이 감소하게 됩니다.	// MP활력(MP 소모 감소)					
	245	HP회복(리커버리무시)	eCHAR_STATE_IGNORE_RESERVEHP	23200	24200	38335	4	3	1	1	3	0	1	B205	2	0	0	0	0	0	0	0		//	대상의 HP 회복율 %s 만큼 증가한다.(리커버리는 무시하고 회복합니다.)	// 					
	246	분노	eCHAR_STATE_ANGER8	23201	24201	38335	3	16	1	1	3	0	1	B200	2	0	0	0	0	0	0	0		//	대상은 분노하여 공격력상승이 %s 만큼 상승한다	// 분노(공격력 상승)					
	247	마법공격상승	eCHAR_STATE_MAGIC_ATTACK_INCREASE8	23229	24229	38335	5	8	1	0	3	0	1	B228	2	22	0	0	0	0	0	0		//	대상의 마법 공격력이 %S 만큼 증가됩니다.	// 마법공격상승2					
	248	방어	eCHAR_STATE_DEFENSE8	23202	24202	38335	3	17	1	1	3	0	1	B201	2	0	0	0	0	0	0	0		//	대상은 방어에 집중하여 방어력이 %s 만큼 상승한다.	// 방어(방어력 상승)					
	249	마법방어	eCHAR_STATE_MAGIC_DEFENSE7	23218	24218	38335	4	15	1	1	3	0	1	B217	2	0	0	0	0	0	0	0		//	대상의 마법 방어력이 %s 만큼 증가한다	// 마법방어(마법방어력 증가)					
	250	정밀	eCHAR_STATE_PRECISION7	23212	24212	38335	4	9	1	1	3	0	1	B211	2	0	0	0	0	0	0	0		//	대상의 크리티컬 데미지가 %s 만큼 증가한다.	// 정밀(크리티컬 데미지 증가)					
//	251	전체일반내성	eCHAR_STATE_NOMALATTACK_ALLCHAR	23142	24142	38335	7	16	1	0	1	0	1	B212	2	0	0	0	0	0	0	0		//	전체 캐릭터에 대한 일반 공격 내성이 %s만큼 생깁니다.	// 모든캐릭터 일반 공격 내성 증감소					
//	252	전체스킬내성	eCHAR_STATE_SKILLATTACK_ALLCHAR	23142	24143	38335	7	16	1	0	1	0	1	B212	2	0	0	0	0	0	0	0		//	전체 캐릭터에 대한 스킬 공격 내성이 %s만큼 생깁니다.	// 모든캐릭터 스킬 공격 내성 증감소					
//	253	전체모든내성	eCHAR_STATE_ALLATTACK_ALLCHAR	23142	24144	38335	7	16	1	0	1	0	1	B212	2	0	0	0	0	0	0	0		//	전체 캐릭터에 대한 모든 공격 내성이 %s만큼 생깁니다.	// 모든캐릭터 모든 공격 내성 증감소					
//	254	버서커일반내성	eCHAR_STATE_NOMALATTACK_BERSERKER	23142	24145	38335	7	16	1	0	1	0	1	B212	2	0	0	0	0	0	0	0		//	버서커에 대한 일반 공격 내성이 %s만큼 생깁니다.	// 버서커 일반 공격 내성 증감소					
//	255	버서커스킬내성	eCHAR_STATE_SKILLATTACK_BERSERKER	23142	24146	38335	7	16	1	0	1	0	1	B212	2	0	0	0	0	0	0	0		//	버서커에 대한 스킬 공격 내성이 %s만큼 생깁니다.	// 버서커 스킬 공격 내성 증감소					
//	256	버서커모든내성	eCHAR_STATE_ALLATTACK_BERSERKER	23142	24147	38335	7	16	1	0	1	0	1	B212	2	0	0	0	0	0	0	0		//	버서커에 대한 모든 공격 내성이 %s만큼 생깁니다.	// 버서커 모든 공격 내성 증감소					
//	257	발키리일반내성	eCHAR_STATE_NOMALATTACK_VALKYRIE	23142	24148	38335	7	16	1	0	1	0	1	B212	2	0	0	0	0	0	0	0		//	발키리에 대한 일반 공격 내성이 %s만큼 생깁니다.	// 발키리 일반 공격 내성 증감소					
//	258	발키리스킬내성	eCHAR_STATE_SKILLATTACK_VALKYRIE	23142	24149	38335	7	16	1	0	1	0	1	B212	2	0	0	0	0	0	0	0		//	발키리에 대한 스킬 공격 내성이 %s만큼 생깁니다.	// 발키리 스킬 공격 내성 증감소					
//	259	발키리모든내성	eCHAR_STATE_ALLATTACK_VALKYRIE	23142	24150	38335	7	16	1	0	1	0	1	B212	2	0	0	0	0	0	0	0		//	발키리에 대한 모든 공격 내성이 %s만큼 생깁니다.	// 발키리 모든 공격 내성 증감소					
//	260	드래곤나이트일반내성	eCHAR_STATE_NOMALATTACK_DRAGON	23142	24151	38335	7	16	1	0	1	0	1	B212	2	0	0	0	0	0	0	0		//	드래곤나이트에 대한 일반 공격 내성이 %s만큼 생깁니다.	// 드래곤나이트 일반 공격 내성 증감소					
//	261	드래곤나이트스킬내성	eCHAR_STATE_SKILLATTACK_DRAGON	23142	24152	38335	7	16	1	0	1	0	1	B212	2	0	0	0	0	0	0	0		//	드래곤나이트에 대한 스킬 공격 내성이 %s만큼 생깁니다.	// 드래곤나이트 스킬 공격 내성 증감소					
//	262	드래곤나이트모든내성	eCHAR_STATE_ALLATTACK_DRAGON	23142	24153	38335	7	16	1	0	1	0	1	B212	2	0	0	0	0	0	0	0		//	드래곤나이트에 대한 모든 공격 내성이 %s만큼 생깁니다.	// 드래곤나이트 모든 공격 내성 증감소					
//	263	엘리멘탈리스트일반내성	eCHAR_STATE_NOMALATTACK_ELEMENTALIST	23142	24154	38335	7	16	1	0	1	0	1	B212	2	0	0	0	0	0	0	0		//	엘리멘탈리스트에 대한 일반 공격 내성이 %s만큼 생깁니다.	// 엘리멘탈리스트 일반 공격 내성 증감소					
//	264	엘리멘탈리스트스킬내성	eCHAR_STATE_SKILLATTACK_ELEMENTALIST	23142	24155	38335	7	16	1	0	1	0	1	B212	2	0	0	0	0	0	0	0		//	엘리멘탈리스트에 대한 스킬 공격 내성이 %s만큼 생깁니다.	// 엘리멘탈리스트 스킬 공격 내성 증감소					
//	265	엘리멘탈리스트모든내성	eCHAR_STATE_ALLATTACK_ELEMENTALIST	23142	24156	38335	7	16	1	0	1	0	1	B212	2	0	0	0	0	0	0	0		//	엘리멘탈리스트에 대한 모든 공격 내성이 %s만큼 생깁니다.	// 엘리멘탈리스트 모든 공격 내성 증감소					
//	266	섀도우일반내성	eCHAR_STATE_NOMALATTACK_SHADOW	23142	24157	38335	7	16	1	0	1	0	1	B212	2	0	0	0	0	0	0	0		//	섀도우에 대한 일반 공격 내성이 %s만큼 생깁니다.	// 섀도우 일반 공격 내성 증감소					
//	267	섀도우스킬내성	eCHAR_STATE_SKILLATTACK_SHADOW	23142	24158	38335	7	16	1	0	1	0	1	B212	2	0	0	0	0	0	0	0		//	섀도우에 대한 스킬 공격 내성이 %s만큼 생깁니다.	// 섀도우 스킬 공격 내성 증감소					
//	268	섀도우모든내성	eCHAR_STATE_ALLATTACK_SHADOW	23142	24159	38335	7	16	1	0	1	0	1	B212	2	0	0	0	0	0	0	0		//	섀도우에 대한 모든 공격 내성이 %s만큼 생깁니다.	// 섀도우 모든 공격 내성 증감소					
	276	장려	eCHAR_STATE_ENCOURAGEMENT	23253	24253	38335	7	11	1	1	4	1	1	0	0	0	0	0	0	0	0	0		//	대상의 SD량이 %S만큼 증가한다.						
	277	증진	eCHAR_STATE_PROMOTION	23244	24254	38335	7	12	1	1	4	1	1	0	0	0	0	0	0	0	0	0		//	대상의 SD회복량이 %S만큼 증가한다.						
	278	스킬상태무시1(액티브스킬)	eCHAR_STATE_IGNORING	23199	24199	38335	7	16	5	1	3	1	1	0	0	0	0	0	0	0	0	0		//	일정 확률로 스킬 상태를 무시합니다.						
//	280	광기(가해데미지HP전환)	eCHAR_STATE_MADNESS	23196	24196	38339	11	17	1	1	3	0	1	0	0	0	0	0	0	0	0	0		//	적에게 입힌 데미지의 일부를 HP로 전환합니다.						
	279	스킬상태무시2(버프스킬)	eCHAR_STATE_IGNORING2	23199	24199	38335	7	16	5	1	3	1	1	0	0	0	0	0	0	0	0	0		//	일정 확률로 스킬 상태를 무시합니다.						
//	특수																														
	300	변신(드래고닉)	eCHAR_STATE_TRANSFORMATION	23301	24301	38335	6	4	5	0	4	0	1	B300	1	0	0	0	0	0	0	0		//	대상은 다른 형태의 모습으로 일시적으로 변신한 상태이다.	// 변신					
	301	강철	eCHAR_STATE_STEEL	23302	24302	38335	6	5	3	0	1	0	1	B301	1	0	0	0	0	0	0	0		//	대상은 적이 공격을 할 수 없는 상태가 된다. 대상은 이동외의 모든 행동이 불가능하며 이속이 감소한다.	"// 강철(이동 외 행동 불능, 이동속도 감소)"					
	302	투명	eCHAR_STATE_TRANSPARENT	23303	24303	38335	6	6	5	1	3	0	1	B302	1	0	0	0	0	0	0	0		//	대상은 투명 상태가 되어 적에게 보이지 않는다. 대상이 이동외의 행동을 하게 되면 상태가 해제된다.	// 투명(이동 외의 행동시 해제)					
	303	피어	eCHAR_STATE_FEAR	23304	24304	38335	6	7	0	0	1	0	1	B008	1	0	0	0	0	0	0	0		//	대상을 도망가게 한다.	// 피어(대상을 도망가게 한다.)					
	304	공격불능	eCHAR_STATE_BLUR	23305	24305	38335	6	8	0	0	2	0	1	B304	1	0	0	0	0	0	0	0		//	대상은 공격을 하지 못한다	// 공격불능(대상은 공격을 못한다.)					
	305	넉백상태	eCHAR_STATE_THRUST	23308	24308	38335	6	9	0	0	2	0	0	NULL	0	0	0	0	0	0	0	0		//	대상은 녹백상태임을 알려준다.	// 밀리기(밀리고 있는 상태)					
	306	소환	eCHAR_STATE_SUMMON	23306	24306	38335	6	10	3	0	4	0	1	NULL	0	0	0	0	0	0	0	0		//	%s가 소환되였습니다.	// 소환					
	307	검기충전	eCHAR_STATE_SPCHARGE	23307	24307	38335	6	11	3	0	4	0	1	I540	3	0	0	0	0	0	0	0		//	현재 %d / %d 의 검기를 충전하였습니다.	// 검기충전					
//	308	커스인크리즈	상태강화에 있음				6	12	5	0	4	0	1	NULL	0	0	0	0	0	0	0	0									
//	309	각인상태	DOMINATION_ETC				6	13	3	0	4	0	1	NULL	0	0	0	0	0	0	0	0									
	310	치유량증가	kCharStateIncreseHeal	23309	24309	38335	7	15	5	0	4	0	0	NULL	0	0	0	0	0	0	0	0									
	311	연계스킬발동	kCharStateActiveComboSkill	23310	24310	38335	7	14	3	0	4	0	0	NULL	0	0	0	0	0	0	0	0									
	312	스킬데미지증가	kcharstateincreseskilldamage	23015	24015	38335	7	6	5	1	3	0	0	NULL	0	0	0	0	0	0	0	0									
	313	전장_도망자	eCHAR_STATE_FUGITIVE	2722	2723	38335	9	8	4	0	4	0	1	NULL	0	0	0	0	0	0	0	0		//	전장 입장 후 전장에서 이탈 할 경우 일정시간 동안 입장을 제한						
//	314	전장_이탈자	eCHAR_STATE_DESERTER	0	0	38335	3	18	1	0	4	0	1	NULL	0	0	0	0	0	0	0	0		//	"전장 입장 후 비정상 종료된 후, 부여되는 디버프.  일정시간안에 전장으로 입장하지 않을 경우'이탈자'는 '도망자'디버프로 변경된다."						
	315	변신(컴뱃)	eCHAR_STATE_TRANSFORMATION6	23300	24300	38335	10	18	5	0	4	0	1	B303	7	0	0	0	0	0	1	0		//	대상은 다른 형태의 모습으로 일시적으로 변신한 상태이다.	// 변신					
//	위치블레이드 전용																														
	400	바이스소드	eCHAR_STATE_VICE_SWORD	23260	24260	38335	11	2	5	1	3	0	1	NULL	0	0	0	0	0	0	0	0		//	바이스소드 스킬용 상태						
	401	매혹(위치블레이드)	eCHAR_STATE_CHARMED	23261	24261	38335	11	3	0	0	1	0	1	KF17	1	0	0	0	0	0	0	0		//	대상은 지속시간동안 시전자를 쫓는 것 외의 행동이 불가능해진다.						
	402	모든원소공격력증가	eCHAR_STATE_ALL_ELEMENTS_INCREASE	23262	24262	38335	11	4	1	1	3	0	1	KE60	2	0	0	0	0	0	0	0		//	모든 속성의 원소 공격력이 증가한다.						
	403	피격시연결스킬사용	eCHAR_STATE_REFLECT_LINK_SKILL	23267	24267	38335	11	5	3	1	4	0	1	NULL	0	0	0	0	0	0	0	0		//	피격시 연결 스킬 사용 상태						
	404	이베이드	eCHAR_STATE_EVADE	23263	24263	38335	11	5	5	1	4	0	1	KE50	2	0	0	0	0	0	0	0		//	이베이스 스킬용 상태						
	405	퓨리포메이션	eCHAR_STATE_FURYFORMATION	23264	24264	38335	11	6	5	1	4	0	1	KE60	2	0	0	0	0	0	0	0		//	퓨리포메이션 스킬용 상태						
	406	라이징포스	eCHAR_STATE_RISING_FORCE	23265	24265	38335	11	7	5	1	4	0	1	KE65	2	36	0	0	0	0	0	0		//	라이징포스 스킬용 상태						
	407	FP버프증가	eCHAR_STATE_FP_POWER_INCREASE	23266	24266	38335	11	8	1	1	3	0	1	KE00	2	0	0	0	0	-0.23	0	0		//	FP에 따른 데미지 증가량이 증가한다.						
	408	활력(위블전용)	eCHAR_STATE_WIT_VITAL_POWER	23206	24206	38335	4	3	1	1	3	0	1	NULL	0	0	0	0	0	0	0	0		//	활력의 위블전용 상태						
	409	집중(위블전용)	eCHAR_STATE_WIT_CONCENTRATION	23210	24210	38335	4	7	1	1	3	0	1	NULL	0	0	0	0	0	0	0	0		//	집중의 위블 전용 상태						
	410	데미지증가	eCHAR_STATE_INCREASE_DAMAGE	23268	24268	38335	11	9	1	1	4	0	1	NULL	0	0	0	0	0	0	0	0		//	모든 공격의 데미지가 증가한다.(속성 공격은 계산하지 않음)						
	411	공격시연결스킬사용	eCHAR_STATE_AUTOCAST_BLEEDING_ATTACK	23269	24269	38335	11	2	3	1	4	0	1	NULL	0	0	0	0	0	0	0	0		//	모든 공격 시 연결 스킬 사용						
	412	무적(라이징포스전용)	eCHAR_STATE_RISING_FORCE_IMMUNITY_DAMAGE	23311	24311	38335	6	12	5	0	4	0	1	NULL	0	0	0	0	0	0	0	0		//	라이징포스 스킬용 무적 상태						
//	상태강화_2(일본에서 사용중입니다.아래코드 사용하지 마세요)																														
//	500	분노	eCHAR_STATE_ANGER3	23201	24201	38335	3	16	1	1	3	0	1	B200	2	0	0	0	0	0	0	0		//	대상은 분노하여 공격력상승이 %s 만큼 상승한다	// 분노2					
//	501	방어	eCHAR_STATE_DEFENSE3	23202	24202	38335	3	17	1	1	3	0	1	B201	2	0	0	0	0	0	0	0		//	대상은 방어에 집중하여 방어력이 %s 만큼 상승한다.	// 방어2					
//	502	투지	eCHAR_STATE_FIGHTING3	23204	24204	38335	4	1	1	1	3	0	1	B203	2	0	0	0	0	0	0	0		//	대상은 적에 대한 공격 성공율이 %s 만큼 상승한다.	// 투지2					
//	503	균형	eCHAR_STATE_BALANCE3	23205	24205	38335	4	2	1	1	3	0	1	B204	2	0	0	0	0	0	0	0		//	대상은 적의 공격을 블록할 확률이 %s 만큼 상승한다	// 균형2					
//	504	활력	eCHAR_STATE_VITAL_POWER3	23206	24206	38335	4	3	1	1	3	0	1	B205	2	0	0	0	0	0	0	0		//	대상의 HP 회복율 %s 만큼 증가한다.	// 활력2					
//	505	명상	eCHAR_STATE_MEDITATION3	23207	24207	38335	4	4	1	1	3	0	1	B206	2	0	0	0	0	0	0	0		//	대상의 MP 또는 SP 회복율이 %s 만큼 증가한다.	// 명상2					
//	506	기세	eCHAR_STATE_HIGH_SPIRIT3	23208	24208	38335	4	5	1	1	3	0	1	B207	4	0	0	0	0	0	0	0		//	대상의 공격 속도가 %s 만큼 빨라진다.	// 기세2					
//	507	질주	eCHAR_STATE_SPEEDING3	23209	24209	38335	4	6	1	1	3	0	1	B208	3	0	0	0	0	0	0	0		//	대상의 이동 속도가 %s 만큼 빨라진다.	// 질주2					
//	508	집중	eCHAR_STATE_CONCENTRATION3	23210	24210	38335	4	7	1	1	3	0	1	B209	2	0	0	0	0	0	0	0		//	대상의 크리티컬 확률이 %s 만큼 증가한다.	// 집중2					
//	509	시야	eCHAR_STATE_INCREASE_SKILLRANGE3	23211	24211	38335	4	8	1	1	3	0	1	B210	1	0	0	0	0	0	0	0		//	대상의 스킬 사거리가 %s 만큼 증가한다	// 시야2					
//	510	정밀	eCHAR_STATE_PRECISION3	23212	24212	38335	4	9	1	1	3	0	1	B211	2	0	0	0	0	0	0	0		//	대상의 크리티컬 데미지가 %s 만큼 증가한다.	// 정밀2					
//	511	격려	eCHAR_STATE_HP_INCREASE3	23213	24213	38335	4	10	1	1	3	0	1	B212	2	0	0	0	0	0	0	0		//	대상의 HP량이 %s 만큼 증가한다	// 격려2					
//	512	탄력	eCHAR_STATE_MP_INCREASE3	23214	24214	38335	4	11	1	1	3	0	1	B213	2	0	0	0	0	0	0	0		//	대상의 MP/SP량이 %s 만큼 증가한다	// 탄력2					
//	513	활기	eCHAR_STATE_HPRATE_INCREASE3	23215	24215	38335	4	12	1	1	3	0	1	B214	2	0	0	0	0	0	0	0		//	대상의 HP회복량이 %s 만큼 증가한다	// 활기2					
//	514	자극	eCHAR_STATE_MPRATE_INCREASE3	23216	24216	38335	3	18	1	1	3	0	1	B215	2	0	0	0	0	0	0	0		//	대상의 MP/SP회복량이 %s 만큼 증가한다	// 자극2					
//	515	마법방어	eCHAR_STATE_MAGICDEFENSE3	23218	24218	38335	4	15	1	1	3	0	1	B217	2	0	0	0	0	0	0	0		//	대상의 마법 방어력이 %s 만큼 증가한다	// 마법방어2					
