//WeaponItemInfo																																			거래및판매여부	각종가능여부																																																																																																																																								힘	민	체	지	정				
//	WeaponItemInfo 사용가능대역																																																																																																																																																																										버	26	13	27	4	10	80			
//	1~1000																																																																																																																																																																										드	22	20	20	6	12	80			
//	10001~11000			!! 연결 업데이트 문제로 인해 셀값이 달라지는 문제가 생겨																																																																																																																																																																							발	16	23	15	7	19	80			
//	20001~21000			!! 수치데이터 문서와의 연결 전부 날림																																																																																																																																																																							엘	8	12	13	25	22	80			
//	30001~31000			"이후, 참조값이 있는 수식은 가급적 날려주세요!"																																																													0 모두																																																																																																										섀	19	17	16	18	10	80			
//	50000~50999		//12 : 습득시 즉시사용 사용 실패시 보존																																																														1 남자																																																																																																										미	15	21	15	19	10	80			
//			//13 : 습득시 즉시사용 사용 실패시 삭제																																																																																																																																																																								헬	15	12	27	6	20	80			
//										남	여																																																						2 여자	버서커	드나	섀도	발키리	엘리	미스틱	헬로이드	위치블레이드			 < 기본옵션 >																				< 가맹PC방 전용 옵션 >																					남	여																							디바인 구역															엘리트 구역						유니크 구역									위	18	20	24	8	10	80			
//파라메타 업데이트 버전 정보						814	814				1102			1102		819	814			809	812	812		810					816		816	1103				811	820	1005		904						1102_삭제																		905	1102						1204	1304				811				811				811				812	812	812	812	812	812	812	812	811				811				811				812	812	812	812	812	812	812	812			1102		1102			812	818	818				815				902																																				810											
//설명	아이템코드	판매종류	소멸방식	이름	네임코드	아이템색사용여부	아이템색상코드	네임코드2	설명코드	장착이미지코드	장착이미지코드2	인벤이미지코드	드랍이미지코드	베타키구분코드	종류및계열	이벤트타입	아이템Drop사운드인덱스	효과발동위치	효과코드	본위치	특수액세서리본위치	특수액세서리장착타입	아이템계열	세트옵션적용	세트계열	레벨	내구도	내구감소력	내구도패널티인덱스	아이템가격	아이템가격_최대값	주사위획득방식	팝업창출력여부	"장비,사용여부"	거래및판매여부	각종가능여부	귀속여부	에테리아추출가능여부	장비제한레벨	아이템사용제한레벨	힘제한	민첩제한	체력제한	지력제한	정신력제한	숙련도1	숙련도2	최소데미지	최대데미지	물리공격성공률	물리공격속도	물리방어력	물리공격회피율	기본공격타입	공격속성	공격타입	공격거리	방어타입	마법최소공격력	마법최대공격력	마법공격속도	마법방어력	이동속도	탈것장비클래스	성별타입	장비클래스1	장비클래스2	장비클래스3	장비클래스4	장비클래스5	장비클래스6	장비클래스7	장비클래스8	장비클래스9	장비위치	옵션발동조건1	옵션종류1	수치타입	기본옵션1	옵션발동조건2	옵션종류2	수치타입	기본옵션2	옵션발동조건3	옵션종류3	수치타입	기본옵션3	옵션발동조건4	옵션종류4	수치타입	기본옵션4	옵션발동조건5	옵션종류5	수치타입	기본옵션5	옵션발동조건1	옵션종류1	수치타입	PC방옵션1	옵션발동조건2	옵션종류2	수치타입	PC방옵션2	옵션발동조건3	옵션종류3	수치타입	PC방옵션3	옵션발동조건4	옵션종류4	수치타입	PC방옵션4	옵션발동조건5	옵션종류5	수치타입	PC방옵션5	발사체	머리형태	머리형태2	커스터마이즈	커스터마이즈2	중복개수	장착중복가능개수(Index)	장착중복가능개수(Type)-인벤토리	장착중복그룹	장착개수	포션기능	쿨타임타입	상승수치	경험치물약필드	지속시간	횟수	쿨타임	카오시간감소	퀘스트ID	재료특성	스킬정보	쟈드등급	쟈드옵션종류	쟈드합성추가성공률	교환아이템정보	디바인힘제한	디바인민첩제한	디바인체력제한	디바인지력제한	디바인정신력제한	디바인숙련도1	디바인숙련도2	디바인물리최소데미지	디바인물리최대데미지	디바인마법최소데미지	디바인마법최대데미지	디바인물리방어력	디바인마법방어력	AC코드	AC참조타입	엘리트물리최소데미지	엘리트물리최대데미지	엘리트마법최소데미지	엘리트마법최대데미지	엘리트물리방어력	엘리트마법방어력	유니크물리최소데미지	유니크물리최대데미지	유니크마법최소데미지	유니크마법최대데미지	유니크물리방어력	유니크마법방어력	아이템종류선정	배틀존아이템분배적용											
	Code	ChargeType	ChargeSubType	Name	NameCode	NameColorType	NameColorCode	NameCode2	DNCode3	WearImageCode	WearImageCode2	InvenImageCode	DropImageCode	BetaKeyCode	Type	Etype	ItemSoundIndex	EffectPosition	EffectCode	RotBone	BoneName	SABoneType	SubType	SetOptionType	SetType	Level	Dura	DuraStrenth	StrengthPenaltyIndex	ItemSellMoney	ItemSellMoney_Max	DiceCast	Popup	MaterialType	TradeSellType	Mixture	ReversionType	ExtractType	LimitEqLevel	LimitUseLevel	LimitStr	LimitDex	LimitVit	LimitInt	LimitSpr	LimitSkill1	LimitSkill2	MinDamage	MaxDamage	PhyAttRate	PhyAttSpeed	PhyDef	PhyAvoid	BaseAttType	MagicalAttType	MeleeType	AttRange	ArmorType	MagicAttMinDamgage	MagicAttMaxDamgage	MagicAttSpeed	MagicDef	Speed	EqRidingClass	GenderType	EqClass1	EqClass2	EqClass3	EqClass4	EqClass5	EqClass6	EqClass7	EqClass8	EqClass9	EqPos	ExerciseEffect1	OptionKind1	OptionType1	OptionValue1	ExerciseEffect2	OptionKind2	OptionType2	OptionValue2	ExerciseEffect3	OptionKind3	OptionType3	OptionValue3	ExerciseEffect4	OptionKind4	OptionType4	OptionValue4	ExerciseEffect5	OptionKind5	OptionType5	OptionValue5	PCExerciseEffect1	PCOptionKind1	PCOptionType1	PCOptionValue1	PCExerciseEffect2	PCOptionKind2	PCOptionType2	PCOptionValue2	PCExerciseEffect3	PCOptionKind3	PCOptionType3	PCOptionValue3	PCExerciseEffect4	PCOptionKind4	PCOptionType4	PCOptionValue4	PCExerciseEffect5	PCOptionKind5	PCOptionType5	PCOptionValue5	Missile	HeadType	HeadType2	Customize	Customize2	DupNum	DupEquipNum	DupEquipTypeNum	DupEquipGroup	DupEquipGroupNum	WasteType	CoolTimeType	HealHP	ExpHP	HealTime	Times	CoolTime	ChaoTimeDec	QuestCode	MaterialCode	SkillCode	ZardGrade	ZardOptionKind	ZardSuccesPer	ExchangedItem	DivLimitStr	DivLimitDex	DivLimitVit	DivLimitInt	DivLimitSpr	DivLimitSkill1	DivLimitSkill2	DivPhyMinDamage	DivPhyMaxDamage	DivMagicMinDamage	DivMagicMaxDamage	DivPhyDef	DivMagicDef	ACCode	ACReferenceID	ElitePhyMinDamage	ElitePhyMaxDamage	EliteMagicMinDamage	EliteMagicMaxDamage	ElitePhyDef	EliteMagicDef	UniPhyMinDamage	UniPhyMaxDamage	UniMagicMinDamage	UniMagicMaxDamage	UniPhyDef	UniMagicDef	ItemListType	UseItemDistribution	FieldEnd										
	50090	1	2	[전용-기간제]헤카테_건틀렛	46705	1	FFFF00	30011	46691	957	957	2957	39999	0	14	0	14	0	Null	0	Null	0	1	0	0	23	84	619950	1	9620	9620	1	0	1	39	104	0	1	71	0	0	0	0	0	0	0	0	0	0	0.8 	135 	0	0	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	42	1	1000	1	30	1	500	1	75	2	-25	0	0	0	0	1	41	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334 	388 	0	0	0	0	0	0	0	0	0	0	0	0		//		-21		-19		-40	-8	-6	71
	50091	1	2	[전용-기간제]헤카테_에테르사이드	46705	1	FFFF00	30012	46691	978	978	2978	39999	0	15	0	15	0	Null	0	Null	0	1	0	0	23	84	400020	1	9620	9620	1	0	1	39	104	0	1	71	0	0	0	0	0	0	0	0	0	0	0.8 	120 	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	42	1	1000	1	30	1	500	1	75	2	-25	0	0	0	0	1	41	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319 	452 	0	0	0	0	0	0	0	0	0	0	0	0		//		-21		-19		-40	-8	-6	71
	50134	1	2	[전용-기간제]오시리스의_에테르블래스터	46706	1	FFFF00	30013	46691	1073	1073	3083	39999	0	16	0	16	0	Null	0	Null	0	1	0	0	23	94	619950	1	9620	9620	1	0	1	39	104	0	1	71	0	0	0	0	0	0	0	0	0	0	0.8 	115 	0	0	1	1	3	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	42	1	1000	1	30	1	500	1	75	2	-25	0	0	0	0	1	41	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355 	453 	0	0	0	0	0	0	0	0	0	0	0	0		//			-27		-20	-47	-9.4	-7	71
	50326	1	2	[전용-기간제]세크메트의_아크블레이드_23등급아이템	46708	1	FFFF00	30017	46691	1104	1103	3083	39999	0	17	0	17	0	Null	0	Null	0	1	0	0	23	90	619950	1	9620	9620	1	0	1	2	125	0	0	71	0	0	0	0	0	0	0	0	0	0	0.8 	125 	0	0	1	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	42	1	1000	1	30	1	500	1	75	2	-25	0	0	0	0	1	41	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290 	365 	0	0	0	0	0	0	0	0	0	0	0	0		//		-20	-24			-44	-8.8	-6	71
//		[ID50058~]_국내_점핑_엘리트1차무기_영구																																																																					0	0	0	0																																																											0																																				0		//									
	50068	0	0	[전용]니벨룽의_양손도끼	45706	1	FFFF00	30001	46696	16	16	2016	39999	0	1	0	1	0	Null	0	Null	0	1	0	0	23	95	619950	1	9620	9620	1	0	1	39	120	0	1	71	0	0	0	0	0	0	0	0	0	0	0.8 	105 	0	0	1	1	3	1.5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	42	1	1000	1	30	1	500	1	75	2	-25	0	0	0	0	1	41	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378 	535 	0	0	0	0	0	0	0	0	0	0	0	0		//	-26		-27			-53	-10.6	-8	71
	50069	0	0	[전용]니벨룽의_양손검	45706	1	FFFF00	30002	46696	116	116	2116	39999	0	2	0	2	0	Null	0	Null	0	1	0	0	23	95	400020	1	9620	9620	1	0	1	39	120	0	1	71	0	0	0	0	0	0	0	0	0	0	0.8 	115 	0	0	1	1	1	1.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	42	1	1000	1	30	1	500	1	75	2	-25	0	0	0	0	1	41	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409 	523 	0	0	0	0	0	0	0	0	0	0	0	0		//	-26		-27			-53	-10.6	-8	71
	50070	0	0	[전용]이그드라실의_한손검	45707	1	FFFF00	30003	46696	216	216	2216	39999	0	3	0	3	0	Null	0	Null	0	1	0	0	23	84	182520	1	9620	9620	1	0	1	39	120	0	1	71	0	0	0	0	0	0	0	0	0	0	0.8 	135 	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	42	1	1000	1	30	1	500	1	75	2	-25	0	0	0	0	1	41	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297 	344 	0	0	0	0	0	0	0	0	0	0	0	0		//	-22	-20				-42	-8.4	-6	71
	50071	0	0	[전용]이그드라실의_창	45707	1	FFFF00	30004	46696	316	316	2316	39999	0	4	0	4	0	Null	0	Null	0	1	0	0	23	84	281730	1	9620	9620	1	0	1	39	120	0	1	71	0	0	0	0	0	0	0	0	0	0	0.8 	120 	0	0	1	1	1	2.5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	42	1	1000	1	30	1	500	1	75	2	-25	0	0	0	0	1	41	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328 	401 	0	0	0	0	0	0	0	0	0	0	0	0		//	-22	-20				-42	-8.4	-6	71
	50072	0	0	[전용]네프티스의_한손석궁	45708	1	FFFF00	30007	46696	616	616	2716	39999	0	7	0	7	0	Null	0	Null	0	1	0	0	23	75	219630	1	9620	9620	1	0	1	39	120	0	1	71	0	0	0	0	0	0	0	0	0	0	0.8 	150 	0	0	2	2	2	19	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	42	1	1000	1	30	1	500	1	75	2	-25	0	0	0	0	1	41	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240 	289 	0	0	0	0	0	0	0	0	0	0	0	0		//	-16	-23				-39	-7.8	-5	71
	50073	0	0	[전용]네프티스의_에테르웨폰	45708	1	FFFF00	30008	46696	716	716	2616	39999	0	8	0	8	0	Null	0	Null	0	1	0	0	23	75	543750	1	9620	9620	1	0	1	39	120	0	1	71	0	0	0	0	0	0	0	0	0	0	0.8 	105 	0	0	2	2	2	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	42	1	1000	1	30	1	500	1	75	2	-25	0	0	0	0	1	41	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290 	404 	0	0	0	0	0	0	0	0	0	0	0	0		//	-16	-23				-39	-7.8	-5	71
	50074	0	0	[전용]클로리스의_지팡이	45709	1	FFFF00	30009	46696	816	816	2816	39999	0	10	0	10	0	Null	0	Null	0	1	0	0	23	66	408600	1	9620	9620	1	0	1	39	120	0	1	71	0	0	0	0	0	0	0	0	0	0	0.8 	95 	0	0	1	1	4	2.5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	42	1	1000	1	30	1	500	1	75	2	-25	0	0	0	0	1	41	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452 	492 	0	0	0	0	0	0	0	0	0	0	0	0		//				-25	-22	-47	-9.4	-7	71
	50075	0	0	[전용]클로리스의_오브	45709	1	FFFF00	30010	46696	916	916	2916	39999	0	11	0	11	0	Null	0	Null	0	1	0	0	23	66	343080	1	9620	9620	1	0	1	39	120	0	1	71	0	0	0	0	0	0	0	0	0	0	0.8 	100 	0	0	2	2	4	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	42	1	1000	1	30	1	500	1	75	2	-25	1	34	2	-5	1	41	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363 	392 	0	0	0	0	0	0	0	0	0	0	0	0		//				-25	-22	-47	-9.4	-7	71
	50076	0	0	[전용]야누비스의_대거	45710	1	FFFF00	31156	46696	416	416	2416	39999	0	5	0	5	0	Null	0	Null	0	1	0	0	23	84	182520	1	9620	9620	1	0	1	39	120	0	1	71	0	0	0	0	0	0	0	0	0	0	0.8 	140 	0	0	1	1	1	2.5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	42	1	1000	1	30	1	500	1	75	2	-25	0	0	0	0	1	41	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308 	348 	0	0	0	0	0	0	0	0	0	0	0	0		//	-19			-18		-37	-7.4	-5	71
	50077	0	0	[전용]야누비스의_채찍검	45710	1	FFFF00	31157	46696	516	516	2516	39999	0	6	0	6	0	Null	0	Null	0	1	0	0	23	84	281730	1	9620	9620	1	0	1	39	120	0	1	71	0	0	0	0	0	0	0	0	0	0	0.8 	125 	0	0	1	1	1	3.5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	42	1	1000	1	30	1	500	1	75	2	-25	0	0	0	0	1	41	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321 	401 	0	0	0	0	0	0	0	0	0	0	0	0		//	-19			-18		-37	-7.4	-5	71
//		[ID50040~]_기간제엘리트1.5차무기																																																																					0	0	0	0																																																											0																																				0		//									
	50040	1	1	파괴신_니벨룽의_양손도끼	30381	1	FFFF00	30001	11591	922	922	2922	39999	0	1	0	1	0	Null	0	Null	0	1	0	0	24	100	619950	1	26936	26936	1	0	1	263	49	0	1	78	0	0	0	0	0	0	0 	0 	0	0	0.8 	105 	0	0	1	1	3	1.5 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	42	1	1500	1	30	1	700	1	75	2	-25	0	0	0	0	1	41	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442 	627 	0	0	0	0	0	0	0	0	0	0	0	0		//	-26		-27			-53	-10.6	-8	78
	50041	1	1	파괴신_니벨룽의_양손검	30382	1	FFFF00	30002	11591	923	923	2923	39999	0	2	0	2	0	Null	0	Null	0	1	0	0	24	100	400020	1	26936	26936	1	0	1	263	49	0	1	78	0	0	0	0	0	0	0 	0 	0	0	0.8 	115 	0	0	1	1	1	1.8 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	42	1	1500	1	30	1	700	1	75	2	-25	0	0	0	0	1	41	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	479 	612 	0	0	0	0	0	0	0	0	0	0	0	0		//	-26		-27			-53	-10.6	-8	78
	50042	1	1	저주의_이그드라실의_한손검	30383	1	FFFF00	30003	11591	924	924	2924	39999	0	3	0	3	0	Null	0	Null	0	1	0	0	24	89	182520	1	26936	26936	1	0	1	263	49	0	1	78	0	0	0	0	0	0	0	0 	0	0	0.8 	135 	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	42	1	1500	1	30	1	700	1	75	2	-25	0	0	0	0	1	41	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348 	401 	0	0	0	0	0	0	0	0	0	0	0	0		//	-22	-20				-42	-8.4	-6	78
	50043	1	1	저주의_이그드라실의_창	30384	1	FFFF00	30004	11591	925	925	2925	39999	0	4	0	4	0	Null	0	Null	0	1	0	0	24	89	281730	1	26936	26936	1	0	1	263	49	0	1	78	0	0	0	0	0	0	0	0 	0	0	0.8 	120 	0	0	1	1	1	2.5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	42	1	1500	1	30	1	700	1	75	2	-25	0	0	0	0	1	41	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383 	470 	0	0	0	0	0	0	0	0	0	0	0	0		//	-22	-20				-42	-8.4	-6	78
	50044	1	1	타락한_네프티스의_한손석궁	30385	1	FFFF00	30007	11591	926	926	2927	39999	0	7	0	7	0	Null	0	Null	0	1	0	0	24	79	219630	1	26936	26936	1	0	1	263	49	0	1	78	0	0	0	0	0	0	0	0 	0	0	0.8 	150 	0	0	2	2	2	19.0 	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	42	1	1500	1	30	1	700	1	75	2	-25	0	0	0	0	1	41	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281 	338 	0	0	0	0	0	0	0	0	0	0	0	0		//	-16	-23				-39	-7.8	-5	78
	50045	1	1	타락한_네프티스의_에테르웨폰	30386	1	FFFF00	30008	11591	927	927	2926	39999	0	8	0	8	0	Null	0	Null	0	1	0	0	24	79	543750	1	26936	26936	1	0	1	263	49	0	1	78	0	0	0	0	0	0	0	0 	0	0	0.8 	105 	0	0	2	2	2	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	42	1	1500	1	30	1	700	1	75	2	-25	0	0	0	0	1	41	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340 	472 	0	0	0	0	0	0	0	0	0	0	0	0		//	-16	-23				-39	-7.8	-5	78
	50046	1	1	죽음의_클로리스의_지팡이	30387	1	FFFF00	30009	11591	928	928	2928	39999	0	10	0	10	0	Null	0	Null	0	1	0	0	24	71	408600	1	26936	26936	1	0	1	263	49	0	1	78	0	0	0	0	0	0	0	0 	0	0	0.8 	95 	0	0	1	1	4	2.5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	42	1	1500	1	30	1	700	1	75	2	-25	0	0	0	0	1	41	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	530 	576 	0	0	0	0	0	0	0	0	0	0	0	0		//				-25	-22	-47	-9.4	-7	78
	50047	1	1	죽음의_클로리스의_오브	30388	1	FFFF00	30010	11591	929	929	2929	39999	0	11	0	11	0	Null	0	Null	0	1	0	0	24	71	343080	1	26936	26936	1	0	1	263	49	0	1	78	0	0	0	0	0	0	0	0 	0	0	0.8 	100 	0	0	2	2	4	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	42	1	1500	1	30	1	700	1	75	2	-25	1	34	2	-5	1	41	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426 	458 	0	0	0	0	0	0	0	0	0	0	0	0		//				-25	-22	-47	-9.4	-7	78
	50048	1	1	탐욕의_야누비스의_대거	30389	1	FFFF00	31156	11591	930	930	2930	39999	0	5	0	5	0	Null	0	Null	0	1	0	0	24	88	182520	1	26936	26936	1	0	1	263	49	0	1	78	0	0	0	0	0	0	0	0 	0	0	0.8 	140 	0	0	1	1	1	2.5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	42	1	1500	1	30	1	700	1	75	2	-25	0	0	0	0	1	41	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361 	408 	0	0	0	0	0	0	0	0	0	0	0	0		//	-19			-18		-37	-7.4	-5	78
	50049	1	1	탐욕의_야누비스의_채찍검	30390	1	FFFF00	31157	11591	931	931	2931	39999	0	6	0	6	0	Null	0	Null	0	1	0	0	24	88	281730	1	26936	26936	1	0	1	263	49	0	1	78	0	0	0	0	0	0	0	0 	0	0	0.8 	125 	0	0	1	1	1	3.5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	42	1	1500	1	30	1	700	1	75	2	-25	0	0	0	0	1	41	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376 	470 	0	0	0	0	0	0	0	0	0	0	0	0		//	-19			-18		-37	-7.4	-5	78
//		[ID50200~]_투사의엘리트																																			0	0																																	0	0	0	0																																																											0																																				0		//									
//	50200	0	0	투사의엘리트테스트_양손도끼	35017	1	FFFF00	30001	0	11532	11532	2020	39999	0	1	0	1	0	Null	0	Null	0	1	0	0	23	65	661230	1	2955	2955	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8 	105 	0	0	1	1	3	1.5 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//									
//	50201	0	0	투사의엘리트테스트_양손검	35017	1	FFFF00	30002	0	11533	11533	2120	39999	0	2	0	2	0	Null	0	Null	0	1	0	0	23	65	395280	1	2760	2760	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8 	115 	0	0	1	1	1	1.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//									
