//랜덤옵션으로 사용할 옵션종류를 입력하는 스크립트												
//		아이템스크립트와 입력방식 동일			일반용	캐시용	천분율 적용					
//색인	순서	 옵션발동조건	옵션종류	"수치타입(1 : 수치, 2 :비율)"	램덤값인덱스 (RandomItemValue.txt 참조)	램덤값인덱스 (RandomItemValue.txt 참조)	 발생확률 (1000)					
Index	Order	ExerciseEffect	OptionKind	OptionValueType	RandomValueIndex1	RandomValueIndex2	Ratio	FieldEnd				
2009	1	1	7	1	1302	1302	1000		//	암흑원소공격력	50	150
2010	1	1	7	1	1303	1303	1000		//	암흑원소공격력	75	175
2011	1	1	7	1	1304	1304	1000		//	암흑원소공격력	100	200
2012	1	1	7	1	1305	1305	1000		//	암흑원소공격력	125	225
2013	1	1	7	1	1306	1306	1000		//	암흑원소공격력	150	250
2014	1	1	7	1	1307	1307	1000		//	암흑원소공격력	175	275
2015	1	1	7	1	1308	1308	1000		//	암흑원소공격력	200	300
2016	1	1	7	1	1309	1309	1000		//	암흑원소공격력	225	325
2017	1	1	7	1	1310	1310	1000		//	암흑원소공격력	250	350
2018	1	1	7	1	1311	1311	1000		//	암흑원소공격력	275	375
2019	1	1	7	1	1312	1312	1000		//	암흑원소공격력	300	400
2020	1	1	7	1	1313	1313	1000		//	암흑원소공격력	325	425
2021	1	1	7	1	1314	1314	1000		//	암흑원소공격력	350	450
2022	1	1	7	1	1315	1315	1000		//	암흑원소공격력	375	475
2023	1	1	7	1	1316	1316	1000		//	암흑원소공격력	400	500
//최대HP(2101 ~ 2200)												
2101	1	1	28	1	1404	1404	1000		//	최대HP증가	200	400
2102	1	1	28	1	1405	1405	1000		//	최대HP증가	250	450
2103	1	1	28	1	1406	1406	1000		//	최대HP증가	300	500
2104	1	1	28	1	1407	1407	1000		//	최대HP증가	350	550
2105	1	1	28	1	1408	1408	1000		//	최대HP증가	400	600
2106	1	1	28	1	1409	1409	1000		//	최대HP증가	450	650
2107	1	1	28	1	1410	1410	1000		//	최대HP증가	500	700
2108	1	1	28	1	1411	1411	1000		//	최대HP증가	550	750
2109	1	1	28	1	1412	1412	1000		//	최대HP증가	600	800
2110	1	1	28	1	1413	1413	1000		//	최대HP증가	650	850
2111	1	1	28	1	1414	1414	1000		//	최대HP증가	700	900
2112	1	1	28	1	1510	1510	1000		//	최대HP증가	1000	1400
2113	1	1	28	1	1402	1402	1000		//	최대HP증가	100	300
2114	1	1	28	1	1403	1403	1000		//	최대HP증가	150	350
2115	1	1	28	1	1511	1511	1000		//	최대HP증가	1100	1500
2116	1	1	28	1	1512	1512	1000		//	최대HP증가	1200	1600
//기타 소수 악세서리에서 이용되는 수치(2201 ~ 2300)												
2201	1	1	14	1	1001	1001	1000		//	이동속도	1	5
2202	1	1	30	1	1202	1202	1000		//	스킬강화력	10	50
2203	1	1	47	1	1202	1202	1000		//	기본공격력	10	50
//옵션종류랜덤시 사용(2301 ~ 2500)												
2301	1	1	23	1	1036	1036	333		//	힘	36	40
2301	2	1	24	1	1036	1036	333		//	민첩	36	40
2301	3	1	25	1	1036	1036	334		//	지력	36	40
2302	1	1	28	1	1515	1515	500		//	최대HP증가	1500	1900
2302	2	1	29	1	1515	1515	500		//	최대MP증가	1500	1900
2303	1	1	49	2	1015	1015	333		//	기본방어력(%)	15	19
2303	2	1	47	2	1015	1015	333		//	기본공격력(%)	15	19
2303	3	1	31	1	1015	1015	334		//	스킬공격력(%)	15	19
2304	1	1	23	1	2243	2243	200		//	힘	41	50
2304	2	1	24	1	2243	2243	200		//	민첩	41	50
2304	3	1	25	1	2243	2243	200		//	지력	41	50
2304	4	1	26	1	2243	2243	200		//	체력	41	50
2304	5	1	27	1	2243	2243	200		//	정신력	41	50
2305	1	1	28	1	2244	2244	500		//	최대HP증가	2100	2500
2305	2	1	29	1	2244	2244	500		//	최대MP증가	2100	2500
2306	1	1	49	2	1021	1021	334		//	기본방어력(%)	21	25
2306	2	1	47	2	1021	1021	333		//	기본공격력(%)	21	25
2306	3	1	31	1	1021	1021	333		//	스킬공격력(%)	21	25
//스턴내성(2501 ~ 2550)												
2501	1	1	71	1	1010	1010	1000		//	스턴내성(%)	10	14
//최대SD(2601 ~ 2700)												
2601	1	1	93	1	1526	1526	1000		//	최대SD증가	2600	3000
//SD전환량(2701 ~ 2800)												
2701	1	1	98	1	1008	1008	1000		//	SD전환량(%)	8	12
//PvP데미지감소_절대값(2801~2850)												
2810	1	1	72	1	1407	1407	1000		//	PVP시받는데미지감소	350	550
//엘리트1차무기용(2901 ~ )												
2901	1	1	42	1	2001	2001	1000		//	크리티컬데미지(수치)	1000	1400
2902	1	1	30	1	2002	2002	1000		//	스킬강화력(수치)	500	700
2903	1	1	75	2	2003	2003	1000		//	쿨타임감소(%)	-25	-25
2904	1	1	41	1	2004	2004	1000		//	크리티컬확률(%)	1	3
2905	1	1	41	1	2005	2005	1000		//	크리티컬확률(%)	2	3
2906	1	1	41	1	2006	2006	1000		//	크리티컬확률(%)	3	3
2907	1	1	41	1	2007	2007	1000		//	크리티컬확률(%)	4	3
2908	1	1	41	1	2008	2008	1000		//	크리티컬확률(%)	5	3
//엘리트1.5차무기용(2911 ~ )												
2911	1	1	42	1	2009	2009	1000		//	크리티컬데미지(수치)	1500	1900
2912	1	1	30	1	2010	2010	1000		//	스킬강화력(수치)	700	900
//엘리트2차무기용(2913 ~ )												
2913	1	1	42	1	2011	2011	1000		//	크리티컬데미지(수치)	2000	2400
2914	1	1	30	1	2012	2012	1000		//	스킬강화력(수치)	1000	1200
//엘리트2.5차무기용(2915 ~ )												
2915	1	1	42	1	2013	2013	1000		//	크리티컬데미지(수치)	2500	2900
2916	1	1	30	1	2014	2014	1000		//	스킬강화력(수치)	1500	1700
//엘리트3차무기용(2917 ~ )												
2917	1	1	42	1	2015	2015	1000		//	크리티컬데미지(수치)	3000	3400
2918	1	1	30	1	2016	2016	1000		//	스킬강화력(수치)	1700	1900
//엘리트3.5차무기용(2919 ~ )												
2919	1	1	42	1	2017	2017	1000		//	크리티컬데미지(수치)	3500	3900
2920	1	1	30	1	2018	2018	1000		//	스킬강화력(수치)	2000	2200
//유니크무기 디버프시간감소												
2921	1	1	62	1	2019	2019	1000		//	디버프시간감소(수치)	-3	-3
//투사의 엘리트무기												
2922	1	1	62	1	2020	2020	1000		//	디버프시간감소(수치)	-2	-2
2923	1	1	34	2	2021	2021	1000		//	MP소모량감소(비율)	-5	-5
//엘리트1방어구_모든스탯_모든원소저항												
2924	1	1	32	1	2022	2022	1000		//	모든스탯(엘1갑옷)	7	15
2925	1	1	32	1	2023	2023	1000		//	모든스탯(엘1헬멧)	5	13
2926	1	1	32	1	2024	2024	1000		//	모든스탯(엘1바지)	6	14
2927	1	1	36	1	2025	2025	1000		//	모든원소저항(엘1갑옷)	6	10
2928	1	1	36	1	2026	2026	1000		//	모든원소저항(엘1헬멧)	4	8
2929	1	1	36	1	2027	2027	1000		//	모든원소저항(엘1바지)	5	9
//엘리트1방어구_최대HP_최대MP/SP_이동속도												
2930	1	1	28	1	2028	2028	1000		//	최대HP증가(엘1부츠장갑)	450	650
2931	1	1	29	1	2029	2029	1000		//	최대MP증가(엘1부츠장갑)	450	650
2932	1	1	14	2	2030	2030	1000		//	이동속도(엘1부츠)	6	10
2933	1	1	14	2	2031	2031	1000		//	이동속도(엘1장갑)	4	8
//엘리트1방어구_HP회복량_MP회복량_MP소모_공격속도												
2934	1	1	39	1	2032	2032	1000		//	HP회복량(엘1프로텍터)	6	10
2935	1	1	39	1	2033	2033	1000		//	HP회복량(엘1벨트)	5	9
2936	1	1	39	1	2034	2034	1000		//	HP회복량(엘1셔츠)	4	8
2937	1	1	40	1	2035	2035	1000		//	MP회복량(엘1프로텍터)	3	7
2938	1	1	40	1	2036	2036	1000		//	MP회복량(엘1벨트)	2	6
2939	1	1	40	1	2037	2037	1000		//	MP회복량(엘1셔츠)	1	5
2940	1	1	34	2	2038	2038	1000		//	MP소모량감소(비율)	-3	-7
2941	1	1	34	2	2039	2039	1000		//	MP소모량감소(비율)	-2	-6
2942	1	1	34	2	2040	2040	1000		//	MP소모량감소(비율)	-1	-5
2943	1	1	1	2	2041	2041	1000		//	공격속도(비율)	5	9
2944	1	1	1	2	2042	2042	1000		//	공격속도(비율)	3	7
2945	1	1	1	2	2043	2043	1000		//	공격속도(비율)	2	6
//엘리트1방어구_데미지감소(고정)												
2946	1	1	51	2	2044	2044	1000		//	데미지감소(비율)갑옷	5	5
2947	1	1	51	2	2045	2045	1000		//	데미지감소(비율)헬멧	2	2
2948	1	1	51	2	2046	2046	1000		//	데미지감소(비율)바지	3	3
//엘리트1.5방어구_모든스탯_모든원소저항												
2949	1	1	32	1	2047	2047	1000		//	모든스탯(엘1.5갑옷)	11	19
2950	1	1	32	1	2048	2048	1000		//	모든스탯(엘1.5헬멧)	9	17
2951	1	1	32	1	2049	2049	1000		//	모든스탯(엘1.5바지)	10	18
2952	1	1	36	1	2050	2050	1000		//	모든원소저항(엘1.5갑옷)	8	12
2953	1	1	36	1	2051	2051	1000		//	모든원소저항(엘1.5헬멧)	6	10
2954	1	1	36	1	2052	2052	1000		//	모든원소저항(엘1.5바지)	7	11
//엘리트1.5방어구_최대HP_최대MP/SP_이동속도												
2955	1	1	28	1	2053	2053	1000		//	최대HP증가(엘1.5부츠장갑)	750	950
2956	1	1	29	1	2054	2054	1000		//	최대MP증가(엘1.5부츠장갑)	750	950
2957	1	1	14	2	2055	2055	1000		//	이동속도(엘1.5부츠)	8	12
2958	1	1	14	2	2056	2056	1000		//	이동속도(엘1.5장갑)	7	11
//엘리트1.5방어구_HP회복량_MP회복량_MP소모_공격속도												
2959	1	1	39	1	2057	2057	1000		//	HP회복량(엘1.5프로텍터)	8	12
2960	1	1	39	1	2058	2058	1000		//	HP회복량(엘1.5벨트)	7	11
2961	1	1	39	1	2059	2059	1000		//	HP회복량(엘1.5셔츠)	6	10
2962	1	1	40	1	2060	2060	1000		//	MP회복량(엘1.5프로텍터)	4	8
2963	1	1	40	1	2061	2061	1000		//	MP회복량(엘1.5벨트)	3	7
2964	1	1	40	1	2062	2062	1000		//	MP회복량(엘1.5셔츠)	2	6
2965	1	1	34	2	2063	2063	1000		//	MP소모량감소(비율)	-4	-8
2966	1	1	34	2	2064	2064	1000		//	MP소모량감소(비율)	-3	-7
2967	1	1	34	2	2065	2065	1000		//	MP소모량감소(비율)	-2	-6
2968	1	1	1	2	2066	2066	1000		//	공격속도(비율)	6	10
2969	1	1	1	2	2067	2067	1000		//	공격속도(비율)	5	9
2970	1	1	1	2	2068	2068	1000		//	공격속도(비율)	4	8
//엘리트1.5방어구_데미지감소(고정)												
2971	1	1	51	2	2069	2069	1000		//	데미지감소(비율)갑옷	8	8
2972	1	1	51	2	2070	2070	1000		//	데미지감소(비율)헬멧	5	5
2973	1	1	51	2	2071	2071	1000		//	데미지감소(비율)바지	7	7
//엘리트2방어구_모든스탯_모든원소저항												
2974	1	1	32	1	2072	2072	1000		//	모든스탯(엘2갑옷)	15	23
2975	1	1	32	1	2073	2073	1000		//	모든스탯(엘2헬멧)	13	21
2976	1	1	32	1	2074	2074	1000		//	모든스탯(엘2바지)	14	22
2977	1	1	36	1	2075	2075	1000		//	모든원소저항(엘2갑옷)	11	15
2978	1	1	36	1	2076	2076	1000		//	모든원소저항(엘2헬멧)	9	13
2979	1	1	36	1	2077	2077	1000		//	모든원소저항(엘2바지)	10	14
//엘리트2방어구_최대HP_최대MP/SP_이동속도												
2980	1	1	28	1	2078	2078	1000		//	최대HP증가(엘2부츠장갑)	1050	1250
2981	1	1	29	1	2079	2079	1000		//	최대MP증가(엘2부츠장갑)	1050	1250
2982	1	1	14	2	2080	2080	1000		//	이동속도(엘2부츠)	11	15
2983	1	1	14	2	2081	2081	1000		//	이동속도(엘2장갑)	9	13
//엘리트2방어구_HP회복량_MP회복량_MP소모_공격속도												
2984	1	1	39	1	2082	2082	1000		//	HP회복량(엘2프로텍터)	11	15
2985	1	1	39	1	2083	2083	1000		//	HP회복량(엘2벨트)	10	14
2986	1	1	39	1	2084	2084	1000		//	HP회복량(엘2셔츠)	9	13
2987	1	1	40	1	2085	2085	1000		//	MP회복량(엘2프로텍터)	5	9
2988	1	1	40	1	2086	2086	1000		//	MP회복량(엘2벨트)	4	8
2989	1	1	40	1	2087	2087	1000		//	MP회복량(엘2셔츠)	3	7
2990	1	1	34	2	2088	2088	1000		//	MP소모량감소(비율)	-5	-9
2991	1	1	34	2	2089	2089	1000		//	MP소모량감소(비율)	-4	-8
2992	1	1	34	2	2090	2090	1000		//	MP소모량감소(비율)	-3	-7
2993	1	1	1	2	2091	2091	1000		//	공격속도(비율)	8	12
2994	1	1	1	2	2092	2092	1000		//	공격속도(비율)	7	11
2995	1	1	1	2	2093	2093	1000		//	공격속도(비율)	5	9
//엘리트2방어구_데미지감소(고정)												
2996	1	1	51	2	2094	2094	1000		//	데미지감소(비율)갑옷	11	11
2997	1	1	51	2	2095	2095	1000		//	데미지감소(비율)헬멧	9	9
2998	1	1	51	2	2096	2096	1000		//	데미지감소(비율)바지	10	10
//엘리트2방어구_버프효과시간(고정)(공용)												
2999	1	1	61	1	2097	2097	1000		//	버프효과시간(공용)	1	1
//엘리트2.5방어구_모든스탯_모든원소저항												
3000	1	1	32	1	2098	2098	1000		//	모든스탯(엘2.5갑옷)	21	29
3001	1	1	32	1	2099	2099	1000		//	모든스탯(엘2.5헬멧)	19	27
3002	1	1	32	1	2100	2100	1000		//	모든스탯(엘2.5바지)	20	28
3003	1	1	36	1	2101	2101	1000		//	모든원소저항(엘2.5갑옷)	14	18
3004	1	1	36	1	2102	2102	1000		//	모든원소저항(엘2.5헬멧)	12	16
3005	1	1	36	1	2103	2103	1000		//	모든원소저항(엘2.5바지)	13	17
//엘리트2.5방어구_최대HP_최대MP/SP_이동속도												
3006	1	1	28	1	2104	2104	1000		//	최대HP증가(엘2.5부츠장갑)	1500	1700
3007	1	1	29	1	2105	2105	1000		//	최대MP증가(엘2.5부츠장갑)	1500	1700
3008	1	1	14	2	2106	2106	1000		//	이동속도(엘2.5부츠)	13	17
3009	1	1	14	2	2107	2107	1000		//	이동속도(엘2.5장갑)	12	16
//엘리트2.5방어구_HP회복량_MP회복량_MP소모_공격속도												
3010	1	1	39	1	2108	2108	1000		//	HP회복량(엘2.5프로텍터)	14	18
3011	1	1	39	1	2109	2109	1000		//	HP회복량(엘2.5벨트)	13	17
3012	1	1	39	1	2110	2110	1000		//	HP회복량(엘2.5셔츠)	12	16
3013	1	1	40	1	2111	2111	1000		//	MP회복량(엘2.5프로텍터)	6	10
3014	1	1	40	1	2112	2112	1000		//	MP회복량(엘2.5벨트)	5	9
3015	1	1	40	1	2113	2113	1000		//	MP회복량(엘2.5셔츠)	4	8
3016	1	1	34	2	2114	2114	1000		//	MP소모량감소(비율)	-6	-10
3017	1	1	34	2	2115	2115	1000		//	MP소모량감소(비율)	-5	-9
3018	1	1	34	2	2116	2116	1000		//	MP소모량감소(비율)	-4	-8
3019	1	1	1	2	2117	2117	1000		//	공격속도(비율)	10	14
3020	1	1	1	2	2118	2118	1000		//	공격속도(비율)	8	12
3021	1	1	1	2	2119	2119	1000		//	공격속도(비율)	7	11
//엘리트2.5방어구_데미지감소(고정)												
3022	1	1	51	2	2120	2120	1000		//	데미지감소(비율)갑옷	15	15
3023	1	1	51	2	2121	2121	1000		//	데미지감소(비율)헬멧	12	12
3024	1	1	51	2	2122	2122	1000		//	데미지감소(비율)바지	13	13
//엘리트3방어구_모든스탯_모든원소저항												
3025	1	1	32	1	2123	2123	1000		//	모든스탯(엘3갑옷)	25	33
3026	1	1	32	1	2124	2124	1000		//	모든스탯(엘3헬멧)	23	31
3027	1	1	32	1	2125	2125	1000		//	모든스탯(엘3바지)	24	32
3028	1	1	36	1	2126	2126	1000		//	모든원소저항(엘3갑옷)	15	19
3029	1	1	36	1	2127	2127	1000		//	모든원소저항(엘3헬멧)	13	17
3030	1	1	36	1	2128	2128	1000		//	모든원소저항(엘3바지)	14	18
//엘리트3방어구_최대HP_최대MP/SP_이동속도												
3031	1	1	28	1	2129	2129	1000		//	최대HP증가(엘3부츠장갑)	1800	2000
3032	1	1	29	1	2130	2130	1000		//	최대MP증가(엘3부츠장갑)	1800	2000
3033	1	1	14	2	2131	2131	1000		//	이동속도(엘3부츠)	16	20
3034	1	1	14	2	2132	2132	1000		//	이동속도(엘3장갑)	14	18
//엘리트3방어구_HP회복량_MP회복량_MP소모_공격속도												
3035	1	1	39	1	2133	2133	1000		//	HP회복량(엘3프로텍터)	16	20
3036	1	1	39	1	2134	2134	1000		//	HP회복량(엘3벨트)	15	19
3037	1	1	39	1	2135	2135	1000		//	HP회복량(엘3셔츠)	14	18
3038	1	1	40	1	2136	2136	1000		//	MP회복량(엘3프로텍터)	7	11
3039	1	1	40	1	2137	2137	1000		//	MP회복량(엘3벨트)	6	10
3040	1	1	40	1	2138	2138	1000		//	MP회복량(엘3셔츠)	5	9
3041	1	1	34	2	2139	2139	1000		//	MP소모량감소(비율)	-7	-11
3042	1	1	34	2	2140	2140	1000		//	MP소모량감소(비율)	-6	-10
3043	1	1	34	2	2141	2141	1000		//	MP소모량감소(비율)	-5	-9
3044	1	1	1	2	2142	2142	1000		//	공격속도(비율)	11	15
3045	1	1	1	2	2143	2143	1000		//	공격속도(비율)	10	14
3046	1	1	1	2	2144	2144	1000		//	공격속도(비율)	9	13
//엘리트3방어구_데미지감소(고정)												
3047	1	1	51	2	2145	2145	1000		//	데미지감소(비율)갑옷	18	18
3048	1	1	51	2	2146	2146	1000		//	데미지감소(비율)헬멧	15	15
3049	1	1	51	2	2147	2147	1000		//	데미지감소(비율)바지	17	17
//엘리트3.5방어구_모든스탯_모든원소저항												
3050	1	1	32	1	2148	2148	1000		//	모든스탯(엘3.5갑옷)	31	39
3051	1	1	32	1	2149	2149	1000		//	모든스탯(엘3.5헬멧)	29	37
3052	1	1	32	1	2150	2150	1000		//	모든스탯(엘3.5바지)	30	38
3053	1	1	36	1	2151	2151	1000		//	모든원소저항(엘3.5갑옷)	16	20
3054	1	1	36	1	2152	2152	1000		//	모든원소저항(엘3.5헬멧)	14	18
3055	1	1	36	1	2153	2153	1000		//	모든원소저항(엘3.5바지)	15	19
//엘리트3.5방어구_최대HP_최대MP/SP_이동속도												
3056	1	1	28	1	2154	2154	1000		//	최대HP증가(엘3.5부츠장갑)	2250	2450
3057	1	1	29	1	2155	2155	1000		//	최대MP증가(엘3.5부츠장갑)	2250	2450
3058	1	1	14	2	2156	2156	1000		//	이동속도(엘3.5부츠)	18	22
3059	1	1	14	2	2157	2157	1000		//	이동속도(엘3.5장갑)	17	21
//엘리트3.5방어구_HP회복량_MP회복량_MP소모_공격속도												
3060	1	1	39	1	2158	2158	1000		//	HP회복량(엘3.5프로텍터)	19	23
3061	1	1	39	1	2159	2159	1000		//	HP회복량(엘3.5벨트)	18	22
3062	1	1	39	1	2160	2160	1000		//	HP회복량(엘3.5셔츠)	17	21
3063	1	1	40	1	2161	2161	1000		//	MP회복량(엘3.5프로텍터)	8	12
3064	1	1	40	1	2162	2162	1000		//	MP회복량(엘3.5벨트)	7	11
3065	1	1	40	1	2163	2163	1000		//	MP회복량(엘3.5셔츠)	6	10
3066	1	1	34	2	2164	2164	1000		//	MP소모량감소(비율)	-8	-12
3067	1	1	34	2	2165	2165	1000		//	MP소모량감소(비율)	-7	-11
3068	1	1	34	2	2166	2166	1000		//	MP소모량감소(비율)	-6	-10
3069	1	1	1	2	2167	2167	1000		//	공격속도(비율)	13	17
3070	1	1	1	2	2168	2168	1000		//	공격속도(비율)	12	16
3071	1	1	1	2	2169	2169	1000		//	공격속도(비율)	10	14
//엘리트3.5방어구_데미지감소(고정)												
3072	1	1	51	2	2170	2170	1000		//	데미지감소(비율)갑옷	21	21
3073	1	1	51	2	2171	2171	1000		//	데미지감소(비율)헬멧	19	19
3074	1	1	51	2	2172	2172	1000		//	데미지감소(비율)바지	20	20
//숲의정복자_방어구												
3075	1	1	39	1	2173	2173	1000		//	HP회복량	1	5
3076	1	1	40	1	2174	2174	1000		//	MP회복량	1	5
3077	1	1	28	1	2175	2175	1000		//	최대HP증가	150	350
3078	1	1	29	1	2176	2176	1000		//	최대MP증가	150	350
3079	1	1	29	1	2177	2177	1000		//	최대MP증가	250	450
3080	1	1	29	1	2178	2178	1000		//	최대MP증가	350	550
//지하수로의정복자_방어구												
3081	1	1	28	1	2179	2179	1000		//	최대HP증가	180	380
3082	1	1	28	1	2180	2180	1000		//	최대HP증가	300	500
3083	1	1	28	1	2181	2181	1000		//	최대HP증가	420	620
3084	1	1	29	1	2182	2182	1000		//	최대MP증가	180	380
3085	1	1	29	1	2183	2183	1000		//	최대MP증가	300	500
3086	1	1	29	1	2184	2184	1000		//	최대MP증가	420	620
3087	1	1	39	1	2185	2185	1000		//	HP회복량	2	6
3088	1	1	40	1	2186	2186	1000		//	MP회복량	2	6
//설원의정복자_방어구												
3089	1	1	28	1	2187	2187	1000		//	최대HP증가	210	410
3090	1	1	28	1	2188	2188	1000		//	최대HP증가	350	550
3091	1	1	28	1	2189	2189	1000		//	최대HP증가	490	690
3092	1	1	29	1	2190	2190	1000		//	최대MP증가	210	410
3093	1	1	29	1	2191	2191	1000		//	최대MP증가	350	550
3094	1	1	29	1	2192	2192	1000		//	최대MP증가	490	690
3095	1	1	39	1	2193	2193	1000		//	HP회복량	3	7
3096	1	1	40	1	2194	2194	1000		//	MP회복량	3	7
//용족의정복자_방어구												
3097	1	1	28	1	2195	2195	1000		//	최대HP증가	240	440
3098	1	1	28	1	2196	2196	1000		//	최대HP증가	400	600
3099	1	1	28	1	2197	2197	1000		//	최대HP증가	560	760
3100	1	1	29	1	2198	2198	1000		//	최대MP증가	240	440
3101	1	1	29	1	2199	2199	1000		//	최대MP증가	400	600
3102	1	1	29	1	2200	2200	1000		//	최대MP증가	560	760
3103	1	1	39	1	2201	2201	1000		//	HP회복량	4	8
3104	1	1	40	1	2202	2202	1000		//	MP회복량	4	8
//아이올트의정복자_방어구												
3105	1	1	28	1	2203	2203	1000		//	최대HP증가	270	370
3106	1	1	28	1	2204	2204	1000		//	최대HP증가	450	650
3107	1	1	28	1	2205	2205	1000		//	최대HP증가	630	830
3108	1	1	29	1	2206	2206	1000		//	최대MP증가	270	370
3109	1	1	29	1	2207	2207	1000		//	최대MP증가	450	650
3110	1	1	29	1	2208	2208	1000		//	최대MP증가	630	830
3111	1	1	39	1	2209	2209	1000		//	HP회복량	5	9
3112	1	1	40	1	2210	2210	1000		//	MP회복량	5	9
3113	1	1	23	1	2211	2211	1000		//	힘	11	15
3114	1	1	26	1	2212	2212	1000		//	체력	11	15
3115	1	1	25	1	2213	2213	1000		//	지력	11	15
3116	1	1	24	1	2214	2214	1000		//	민첩	11	15
//헬론의정복자_방어구												
3117	1	1	28	1	2215	2215	1000		//	최대HP증가	300	500
3118	1	1	28	1	2216	2216	1000		//	최대HP증가	500	700
3119	1	1	28	1	2217	2217	1000		//	최대HP증가	700	900
3120	1	1	29	1	2218	2218	1000		//	최대MP증가	300	500
3121	1	1	29	1	2219	2219	1000		//	최대MP증가	500	700
3122	1	1	29	1	2220	2220	1000		//	최대MP증가	700	900
3123	1	1	39	1	2221	2221	1000		//	HP회복량	6	10
3124	1	1	40	1	2222	2222	1000		//	MP회복량	6	10
3125	1	1	23	1	2223	2223	1000		//	힘	13	17
3126	1	1	26	1	2224	2224	1000		//	체력	13	17
3127	1	1	25	1	2225	2225	1000		//	지력	13	17
3128	1	1	24	1	2226	2226	1000		//	민첩	13	17
//투사의엘리트1차_방어구												
3129	1	1	93	1	2227	2227	1000		//	최대SD증가	992	1392
3130	1	1	93	1	2228	2228	1000		//	최대SD증가	694	1094
3131	1	1	93	1	2229	2229	1000		//	최대SD증가	549	949
3132	1	1	93	1	2230	2230	1000		//	최대SD증가	422	822
3133	1	1	93	1	2231	2231	1000		//	최대SD증가	351	751
3134	1	1	93	1	2232	2232	1000		//	최대SD증가	248	648
3135	1	1	93	1	2233	2233	1000		//	최대SD증가	161	561
3136	1	1	93	1	2234	2234	1000		//	최대SD증가	83	483
//투사의엘리트2차_방어구												
3137	1	1	93	1	2235	2235	1000		//	최대SD증가	1417	1867
3138	1	1	93	1	2236	2236	1000		//	최대SD증가	992	1442
3139	1	1	93	1	2237	2237	1000		//	최대SD증가	785	1235
3140	1	1	93	1	2238	2238	1000		//	최대SD증가	602	1052
3141	1	1	93	1	2239	2239	1000		//	최대SD증가	502	952
3142	1	1	93	1	2240	2240	1000		//	최대SD증가	354	804
3143	1	1	93	1	2241	2241	1000		//	최대SD증가	230	680
3144	1	1	93	1	2242	2242	1000		//	최대SD증가	118	568
//엘리트4차무기												
3145	1	1	42	1	2245	2245	1000		//	크리티컬데미지(수치)	3500	3900
3146	1	1	30	1	2246	2246	1000		//	스킬강화력(수치)	2000	2200
3147	1	1	62	1	2247	2247	1000		//	디버프시간감소(수치)	-3	-3
//엘리트4차방어구												
3148	1	1	100	1	2248	2248	1000		//	피격크리티컬데미지	-200	-400
3149	1	1	100	1	2249	2249	1000		//	피격크리티컬데미지	-100	-300
3150	1	1	117	2	2250	2250	112		//	NPC데미지감소(%)	1	5
3150	2	1	118	2	2250	2250	111		//	버서커데미지감소(%)	1	5
3150	3	1	119	2	2250	2250	111		//	드래곤나이트데미지감소(%)	1	5
3150	4	1	120	2	2250	2250	111		//	발키리데미지감소(%)	1	5
3150	5	1	121	2	2250	2250	111		//	엘리미지감소(%)	1	5
3150	6	1	122	2	2250	2250	111		//	섀도우데미지감소(%)	1	5
3150	7	1	123	2	2250	2250	111		//	미스틱데미지감소(%)	1	5
3150	8	1	124	2	2250	2250	111		//	헬로이드데미지감소(%)	1	5
3150	9	1	125	2	2250	2250	111		//	위치블레이드데미지감소(%)	1	5
3151	1	1	36	1	2251	2251	1000		//	모든원소저항(갑옷)	16	20
3152	1	1	36	1	2252	2252	1000		//	모든원소저항(헬멧)	14	18
3153	1	1	36	1	2253	2253	1000		//	모든원소저항(바지)	15	19
3154	1	1	51	2	2254	2254	1000		//	데미지감소(비율)갑옷	21	21
3155	1	1	51	2	2255	2255	1000		//	데미지감소(비율)헬멧	19	19
3156	1	1	51	2	2256	2256	1000		//	데미지감소(비율)바지	20	20
3157	1	1	28	1	2257	2257	500		//	최대HP증가	2500	2900
3157	2	1	29	1	2257	2257	500		//	최대MP증가	2500	2900
3158	1	1	28	1	2258	2258	500		//	최대HP증가	2250	2650
3158	2	1	29	1	2258	2258	500		//	최대MP증가	2250	2650
3159	1	1	23	1	2259	2259	200		//	힘	105	125
3159	2	1	24	1	2259	2259	200		//	민첩	105	125
3159	3	1	25	1	2259	2259	200		//	지력	105	125
3159	4	1	26	1	2259	2259	200		//	체력	105	125
3159	5	1	27	1	2259	2259	200		//	정신력	105	125
3160	1	1	23	1	2260	2260	200		//	힘	80	100
3160	2	1	24	1	2260	2260	200		//	민첩	80	100
3160	3	1	25	1	2260	2260	200		//	지력	80	100
3160	4	1	26	1	2260	2260	200		//	체력	80	100
3160	5	1	27	1	2260	2260	200		//	정신력	80	100
3161	1	1	30	1	2261	2261	1000		//	스킬강화력	300	500
3162	1	1	14	2	2262	2262	1000		//	이동속도(%)	21	25
3163	1	1	14	2	2263	2263	1000		//	이동속도(%)	19	23
3164	1	1	39	1	2264	2264	500		//	HP회복량	21	25
3164	2	1	40	1	2264	2264	500		//	MP회복량	21	25
3165	1	1	49	1	2265	2265	1000		//	기본방어력	300	500
3166	1	1	1	2	2266	2266	1000		//	공격속도(비율)	15	19
3167	1	1	1	2	2267	2267	1000		//	공격속도(비율)	13	17
3168	1	1	1	2	2268	2268	1000		//	공격속도(비율)	12	16
