// SkillLiberationAbilityInfo.txt													1 : 적단수											1 : 적단수																																										
//													2 : 아군단수											2 : 아군단수																																										
//													3 : 지정지점범위내적군											3 : 지정지점범위내적군																																										
//					1. 노멀								4 : 지정지점범위내아군											4 : 지정지점범위내아군																																										
//					2. 레어								5 : 자기 중심 범위내 적군											5 : 자기 중심 범위내 적군																																										
//			1. 첫번째		3. 엘리트								6 : 자기 중심 범위내 아군			"(특정합연산) 발키리&위치 소환수 어빌리티(221, 357, 358, 363, 364)는 Oprion1,2도 합연산 됩니다."								6 : 자기 중심 범위내 아군			"(특정합연산) 발키리&위치 소환수 어빌리티(221, 357, 358, 363, 364)는 Oprion1,2도 합연산 됩니다."																																							
//			2. 두번째	20104. 하급	4. 유니크								7 : 자기자신			↑								7 : 자기자신			↑																																							
//			3. 세번째	20105. 상급	5. 레전드			슬롯그룹내 1000분률	(합연산)	(합연산)	(합연산)			(합연산)		(특정합연산)	(특정합연산)	(합연산)	(합연산)	(합연산)	(합연산)		2번째 어빌리티는 '고유'인경우에만 동작		(합연산)		(특정합연산)	(특정합연산)	(합연산)	(합연산)	(합연산)	(합연산)																																		
//	고유번호	스킬코드	해방슬롯그룹	해방석 종류및계열	어빌리티등급	고유여부	해방이름	확률	추가스킬사거리	추가스킬범위	추가최대적용마리수	어빌리티ID	어빌리티적용범위타입	어빌리티성공확율	어빌리티성공확률평점보정	어빌리티옵션1	어빌리티옵션2	타입설정 or 수치입력	수치/비율값 입력	유지시간 설정	주기시간 설정	이상상태 설정	어빌리티ID	어빌리티적용범위타입	어빌리티성공확율	어빌리티성공확률평점보정	어빌리티옵션1	어빌리티옵션2	타입설정 or 수치입력	수치/비율값 입력	유지시간 설정	주기시간 설정	이상상태 설정																																	
	Index	SkillCode	SlotGroup	ItemType	Rarity	IsUnique	LiberationName	Probability	SkillRange	SkillArea	MaxTargetNo	AbilityID1	Ability1RangeType	Ability1SuccessRate	Ability1ItemScoreRate	Ability1Option1	Ability1Option2	Ability1Parameter1	Ability1Parameter2	Ability1Parameter3	Ability1Parameter4	Ability1Parameter5	AbilityID2	Ability2RangeType	Ability2SuccessRate	Ability2ItemScoreRate	Ability2Option1	Ability2Option2	Ability2Parameter1	Ability2Parameter2	Ability2Parameter3	Ability2Parameter4	Ability2Parameter5	FieldEnd																																
	1158	815	3	20104	1	0	405547	166	0	0	0	2	3	0	0	9	200	0	0	3000	0	101	0	0	0	0	0	0	0	0	0	0	0		//	상처 지속시간 +3초																														
	1159	815	3	20104	1	1	405605	167	0	0	0	1	3	0	0	9	0	515	0	0	0	0	2	3	0	0	9	200	0	0	1000	0	101		//	스킬 피해량 +15% & 상처 지속시간 +1초																														
	1160	815	3	20104	1	1	405606	167	0	0	0	1	3	0	0	9	0	686	0	0	0	0	2	3	0	0	9	200	0	0	2000	0	101		//	스킬 피해량 +20% & 상처 지속시간 +2초																														
	1161	815	3	20104	1	1	405607	166	0	0	0	1	3	0	0	9	0	858	0	0	0	0	2	3	0	0	9	200	0	0	3000	0	101		//	스킬 피해량 +25% & 상처 지속시간 +3초																														
	1162	810	1	20104	1	0	405608	167	0	0	0	28	7	0	0	0	0	0	0	500	0	312	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 지속시간 +0.5초																														
	1163	810	1	20104	1	0	405609	167	0	0	0	28	7	0	0	0	0	0	0	1000	0	312	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 지속시간 +1초																														
	1164	810	1	20104	1	0	405610	166	0	0	0	28	7	0	0	0	0	0	0	1500	0	312	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 지속시간 +1.5초																														
	1165	810	1	20104	1	0	405611	167	0	0	0	28	7	0	0	0	0	0	0	2000	0	312	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 지속시간 +2초																														
	1166	810	1	20104	1	0	405612	167	0	0	0	28	7	0	0	0	0	0	0	2500	0	312	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 지속시간 +2.5초																														
	1167	810	1	20104	1	0	405613	166	0	0	0	28	7	0	0	0	0	0	0	3000	0	312	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 지속시간 +3초																														
	1168	810	2	20104	1	0	405614	167	0	0	0	28	7	0	0	0	0	0	50	0	0	312	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 증가 +5%																														
	1169	810	2	20104	1	0	405615	167	0	0	0	28	7	0	0	0	0	0	100	0	0	312	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 증가 +10%																														
	1170	810	2	20104	1	0	405616	166	0	0	0	28	7	0	0	0	0	0	150	0	0	312	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 증가 +15%																														
	1171	810	2	20104	1	0	405617	167	0	0	0	28	7	0	0	0	0	0	200	0	0	312	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 증가 +20%																														
	1172	810	2	20104	1	0	405618	167	0	0	0	28	7	0	0	0	0	0	250	0	0	312	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 증가 +25%																														
	1173	810	2	20104	1	0	405619	166	0	0	0	28	7	0	0	0	0	0	300	0	0	312	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 증가 +30%																														
	1174	810	3	20104	1	1	405620	167	0	0	0	28	7	0	0	0	0	0	0	1000	0	312	311	7	1000	0	7	0	2	50	10000	0	1527		//	스킬 피해량 지속시간 +1초 & 10초동안 암흑 원소 공격력 +5%																														
	1175	810	3	20104	1	1	405621	167	0	0	0	28	7	0	0	0	0	0	0	2000	0	312	311	7	1000	0	7	0	2	100	15000	0	1527		//	스킬 피해량 지속시간 +2초 & 15초동안 암흑 원소 공격력 +10%																														
	1176	810	3	20104	1	1	405622	166	0	0	0	28	7	0	0	0	0	0	0	3000	0	312	311	7	1000	0	7	0	2	150	20000	0	1527		//	스킬 피해량 지속시간 +3초 & 20초동안 암흑 원소 공격력 +15%																														
	1177	810	3	20104	1	1	405623	167	0	0	0	28	7	0	0	0	0	0	100	0	0	312	311	7	1000	0	7	0	2	50	10000	0	1527		//	스킬 피해량 증가 +10% & 10초동안 암흑 원소 공격력 +5%																														
	1178	810	3	20104	1	1	405624	167	0	0	0	28	7	0	0	0	0	0	200	0	0	312	311	7	1000	0	7	0	2	100	15000	0	1527		//	스킬 피해량 증가 +20% & 15초동안 암흑 원소 공격력 +10%																														
	1179	810	3	20104	1	1	405625	166	0	0	0	28	7	0	0	0	0	0	300	0	0	312	311	7	1000	0	7	0	2	150	20000	0	1527		//	스킬 피해량 증가 +30% & 20초동안 암흑 원소 공격력 +15%																														
	1756	862	1	20104	1	0	405527	167	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	적용 개체 수 +1																														
	1757	862	1	20104	1	0	405528	167	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	적용 개체 수 +2																														
	1758	862	1	20104	1	0	405529	166	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	적용 개체 수 +3																														
	1759	862	1	20104	1	0	405530	167	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	적용 개체 수 +4																														
	1760	862	1	20104	1	0	405531	167	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	적용 개체 수 +5																														
	1761	862	1	20104	1	0	405532	166	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	적용 개체 수 +6																														
	1762	862	2	20104	1	0	405436	167	0	0	0	1	3	0	0	9	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 +3%																														
	1763	862	2	20104	1	0	405445	167	0	0	0	1	3	0	0	9	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 +6%																														
	1764	862	2	20104	1	0	405561	166	0	0	0	1	3	0	0	9	0	562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 +10%																														
	1765	862	2	20104	1	0	405454	167	0	0	0	100	3	30	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0		//	스턴 확률 +3%																														
	1766	862	2	20104	1	0	405455	167	0	0	0	100	3	60	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0		//	스턴 확률 +6%																														
	1767	862	2	20104	1	0	405453	166	0	0	0	100	3	100	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0		//	스턴 확률 +10%																														
	1768	862	3	20104	1	1	405367	167	0	0	0	1	3	0	0	9	0	562	0	0	0	0	2	3	1000	0	9	200	1	100	3000	1000	146		//	스킬 피해량 +10% & 암흑고통 : 100% 확률로 3초동안 피해 100																														
	1769	862	3	20104	1	1	405394	167	0	0	0	1	3	0	0	9	0	674	0	0	0	0	2	3	1000	0	9	200	1	100	4000	1000	146		//	스킬 피해량 +12% & 암흑고통 : 100% 확률로 4초동안 피해 100																														
	1770	862	3	20104	1	1	405420	166	0	0	0	1	3	0	0	9	0	843	0	0	0	0	2	3	1000	0	9	200	1	100	5000	1000	146		//	스킬 피해량 +15% & 암흑고통 : 100% 확률로 5초동안 피해 100																														
	1771	862	3	20104	1	1	405366	167	0	0	0	1	3	0	0	9	0	562	0	0	0	0	100	3	0	0	0	0	0	0	300	0	6		//	스킬 피해량 +10% & 스턴 지속시간 +0.3초																														
	1772	862	3	20104	1	1	405393	167	0	0	0	1	3	0	0	9	0	674	0	0	0	0	100	3	0	0	0	0	0	0	600	0	6		//	스킬 피해량 +12% & 스턴 지속시간 +0.6초																														
	1773	862	3	20104	1	1	405419	166	0	0	0	1	3	0	0	9	0	843	0	0	0	0	100	3	0	0	0	0	0	0	1000	0	6		//	스킬 피해량 +15% & 스턴 지속시간 +1초																														
	1774	864	1	20104	1	0	405527	167	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	적용 개체 수 +1																														
	1775	864	1	20104	1	0	405528	167	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	적용 개체 수 +2																														
	1776	864	1	20104	1	0	405529	166	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	적용 개체 수 +3																														
	1777	864	1	20104	1	0	405347	167	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	스킬 범위 +1미터																														
	1778	864	1	20104	1	0	405348	167	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	스킬 범위 +2미터																														
	1779	864	1	20104	1	0	405349	166	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	스킬 범위 +3미터																														
	1780	864	2	20104	1	0	405436	167	0	0	0	1	5	0	0	9	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 +3%																														
	1781	864	2	20104	1	0	405445	167	0	0	0	1	5	0	0	9	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 +6%																														
	1782	864	2	20104	1	0	405561	166	0	0	0	1	5	0	0	9	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 +10%																														
	1783	864	2	20104	1	0	405993	167	0	0	0	210	5	0	0	302	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	추가 피해량 +3%																														
	1784	864	2	20104	1	0	405994	167	0	0	0	210	5	0	0	302	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	추가 피해량 +6%																														
	1785	864	2	20104	1	0	405576	166	0	0	0	210	5	0	0	302	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	추가 피해량 +10%																														
	1786	864	3	20104	1	1	405375	167	0	0	0	1	5	0	0	9	0	500	0	0	0	0	2	5	1000	0	9	200	1	100	3000	1000	100		//	스킬 피해량 +10% & 중독 : 100% 확률로 3초동안 피해 100																														
	1787	864	3	20104	1	1	405405	167	0	0	0	1	5	0	0	9	0	600	0	0	0	0	2	5	1000	0	9	200	1	100	3000	1000	100		//	스킬 피해량 +12% & 중독 : 100% 확률로 4초동안 피해 100																														
	1788	864	3	20104	1	1	405431	166	0	0	0	1	5	0	0	9	0	751	0	0	0	0	2	5	1000	0	9	200	1	100	3000	1000	100		//	스킬 피해량 +15% & 중독 : 100% 확률로 5초동안 피해 100																														
	1789	864	3	20104	1	1	405842	167	0	0	0	210	5	0	0	302	0	0	450	0	0	0	2	5	1000	0	9	200	1	100	3000	1000	100		//	추가 피해량 +10% & 중독 : 100% 확률로 3초동안 피해 100																														
	1790	864	3	20104	1	1	405848	167	0	0	0	210	5	0	0	302	0	0	540	0	0	0	2	5	1000	0	9	200	1	100	3000	1000	100		//	추가 피해량 +12% & 중독 : 100% 확률로 4초동안 피해 100																														
	1791	864	3	20104	1	1	405992	166	0	0	0	210	5	0	0	302	0	0	676	0	0	0	2	5	1000	0	9	200	1	100	3000	1000	100		//	추가 피해량 +15% & 중독 : 100% 확률로 5초동안 피해 100																														
	1180	866	1	20104	1	0	405501	167	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	사거리 +1미터																														
	1181	866	1	20104	1	0	405503	167	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	사거리 +2미터																														
	1182	866	1	20104	1	0	405505	166	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	사거리 +3미터																														
	1183	866	1	20104	1	0	405626	167	0	0	0	345	7	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	HP 소모량 +3%																														
	1184	866	1	20104	1	0	405627	167	0	0	0	345	7	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	HP 소모량 +6%																														
	1185	866	1	20104	1	0	405585	166	0	0	0	345	7	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	HP 소모량 +10%																														
	1186	866	2	20104	1	0	405560	167	0	0	0	1	1	0	0	9	0	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 +5%																														
	1187	866	2	20104	1	0	405561	167	0	0	0	1	1	0	0	9	0	816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 +10%																														
	1188	866	2	20104	1	0	405562	166	0	0	0	1	1	0	0	9	0	1224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 +15%																														
	1189	866	2	20104	1	0	405575	167	0	0	0	210	1	0	0	302	0	0	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	추가 피해량 +5%																														
	1190	866	2	20104	1	0	405576	167	0	0	0	210	1	0	0	302	0	0	734	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	추가 피해량 +10%																														
	1191	866	2	20104	1	0	405577	166	0	0	0	210	1	0	0	302	0	0	1102	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	추가 피해량 +15%																														
	1192	866	3	20104	1	1	405628	167	0	0	0	345	7	0	0	0	0	0	150	0	0	0	1	1	0	0	9	0	1224	0	0	0	0		//	HP 소모량 +15% & 스킬 피해량 +15%																														
	1193	866	3	20104	1	1	405629	167	0	0	0	345	7	0	0	0	0	0	150	0	0	0	1	1	0	0	9	0	1632	0	0	0	0		//	HP 소모량 +15% & 스킬 피해량 +20%																														
	1194	866	3	20104	1	1	405630	166	0	0	0	345	7	0	0	0	0	0	150	0	0	0	1	1	0	0	9	0	2040	0	0	0	0		//	HP 소모량 +15% & 스킬 피해량 +25%																														
	1195	866	3	20104	1	1	405631	167	0	0	0	345	7	0	0	0	0	0	150	0	0	0	210	1	0	0	302	0	0	1102	0	0	0		//	HP 소모량 +15% & 추가 피해량 +15%																														
	1196	866	3	20104	1	1	405632	167	0	0	0	345	7	0	0	0	0	0	150	0	0	0	210	1	0	0	302	0	0	1469	0	0	0		//	HP 소모량 +15% & 추가 피해량 +20%																														
	1197	866	3	20104	1	1	405633	166	0	0	0	345	7	0	0	0	0	0	150	0	0	0	210	1	0	0	302	0	0	1836	0	0	0		//	HP 소모량 +15% & 추가 피해량 +25%																														
	1198	863	1	20104	1	0	405527	167	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	적용 개체수 +1																														
	1199	863	1	20104	1	0	405528	167	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	적용 개체수 +2																														
	1200	863	1	20104	1	0	405529	166	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	적용 개체수 +3																														
	1201	863	1	20104	1	0	405530	167	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	적용 개체수 +4																														
	1202	863	1	20104	1	0	405531	167	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	적용 개체수 +5																														
	1203	863	1	20104	1	0	405532	166	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	적용 개체수 +6																														
	1204	863	2	20104	1	0	405587	167	0	0	0	1	5	0	0	9	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 +500																														
	1205	863	2	20104	1	0	405588	167	0	0	0	1	5	0	0	9	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 +1000																														
	1206	863	2	20104	1	0	405589	166	0	0	0	1	5	0	0	9	0	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 +1500																														
	1207	863	2	20104	1	0	405823	167	0	0	0	2	5	1000	0	9	200	1	200	3000	1000	100	0	0	0	0	0	0	0	0	0	0	0		//	중독 : 100% 확률로 3초동안 피해 200																														
	1208	863	2	20104	1	0	405824	167	0	0	0	2	5	1000	0	9	200	1	200	4000	1000	100	0	0	0	0	0	0	0	0	0	0	0		//	중독 : 100% 확률로 4초동안 피해 200																														
	1209	863	2	20104	1	0	405825	166	0	0	0	2	5	1000	0	9	200	1	200	5000	1000	100	0	0	0	0	0	0	0	0	0	0	0		//	중독 : 100% 확률로 5초동안 피해 200																														
	1210	863	3	20104	1	1	405637	167	0	0	0	1	5	0	0	9	0	500	0	0	0	0	20	5	0	0	0	0	0	0	1000	0	108		//	스킬 피해량 +500 & 족쇄 지속시간 +1초																														
	1211	863	3	20104	1	1	405638	167	0	0	0	1	5	0	0	9	0	1000	0	0	0	0	20	5	0	0	0	0	0	0	2000	0	108		//	스킬 피해량 +1000 & 족쇄 지속시간 +2초																														
	1212	863	3	20104	1	1	405639	166	0	0	0	1	5	0	0	9	0	1500	0	0	0	0	20	5	0	0	0	0	0	0	3000	0	108		//	스킬 피해량 +1500 & 족쇄 지속시간 +3초																														
	1213	863	3	20104	1	1	405640	167	0	0	0	2	5	1000	0	9	200	1	200	3000	1000	144	101	5	0	0	0	0	0	0	300	0	303		//	고통 : 100% 확률로 3초동안 피해 200 & 피어 지속시간 +0.3초																														
	1214	863	3	20104	1	1	405641	167	0	0	0	2	5	1000	0	9	200	1	200	4000	1000	144	101	5	0	0	0	0	0	0	600	0	303		//	고통 : 100% 확률로 4초동안 피해 200 & 피어 지속시간 +0.6초																														
	1215	863	3	20104	1	1	405642	166	0	0	0	2	5	1000	0	9	200	1	200	5000	1000	144	101	5	0	0	0	0	0	0	1000	0	303		//	고통 : 100% 확률로 5초동안 피해 200 & 피어 지속시간 +1초																														
	1792	461	1	20104	1	0	405527	167	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	적용 개체 수 +1																														
	1793	461	1	20104	1	0	405528	167	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	적용 개체 수 +2																														
	1794	461	1	20104	1	0	405529	166	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	적용 개체 수 +3																														
	1795	461	1	20104	1	0	405501	167	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	사거리 +1미터																														
	1796	461	1	20104	1	0	405503	167	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	사거리 +2미터																														
	1797	461	1	20104	1	0	405505	166	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	사거리 +3미터																														
	1798	461	2	20104	1	0	405436	167	0	0	0	1	3	0	0	9	1	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 +3%																														
	1799	461	2	20104	1	0	405445	167	0	0	0	1	3	0	0	9	1	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 +6%																														
	1800	461	2	20104	1	0	405561	166	0	0	0	1	3	0	0	9	1	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 +10%																														
	1801	461	2	20104	1	0	405272	167	0	0	0	100	3	0	0	0	0	0	0	100	0	3	0	0	0	0	0	0	0	0	0	0	0		//	다운 지속시간 +0.1초																														
	1802	461	2	20104	1	0	405551	167	0	0	0	100	3	0	0	0	0	0	0	300	0	3	0	0	0	0	0	0	0	0	0	0	0		//	다운 지속시간 +0.3초																														
	1803	461	2	20104	1	0	405273	166	0	0	0	100	3	0	0	0	0	0	0	500	0	3	0	0	0	0	0	0	0	0	0	0	0		//	다운 지속시간 +0.5초																														
	1804	461	3	20104	1	1	405372	167	0	0	0	1	3	0	0	9	1	430	0	0	0	0	20	3	1000	0	0	0	2	-100	3000	0	108		//	스킬 피해량 +10% & 족쇄 : 100% 확률로 3초동안 이동속도 -10%																														
	1805	461	3	20104	1	1	405401	167	0	0	0	1	3	0	0	9	1	516	0	0	0	0	20	3	1000	0	0	0	2	-200	3000	0	108		//	스킬 피해량 +12% & 족쇄 : 100% 확률로 3초동안 이동속도 -20%																														
	1806	461	3	20104	1	1	405427	166	0	0	0	1	3	0	0	9	1	644	0	0	0	0	20	3	1000	0	0	0	2	-300	3000	0	108		//	스킬 피해량 +15% & 족쇄 : 100% 확률로 3초동안 이동속도 -30%																														
	1807	461	3	20104	1	1	405838	167	0	0	0	210	5	0	0	0	11	0	301	0	0	0	100	3	30	0	0	0	0	0	0	0	3		//	추가 피해량 +10% & 다운 확률 +3%																														
	1808	461	3	20104	1	1	405844	167	0	0	0	210	5	0	0	0	11	0	361	0	0	0	100	3	60	0	0	0	0	0	0	0	3		//	추가 피해량 +12% & 다운 확률 +6%																														
	1809	461	3	20104	1	1	405850	166	0	0	0	210	5	0	0	0	11	0	451	0	0	0	100	3	100	0	0	0	0	0	0	0	3		//	추가 피해량 +15% & 다운 확률 +10%																														
	1810	467	1	20104	1	0	405276	167	0	0	0	8	1	0	0	0	0	0	-50	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	대상의 MP -5%																														
	1811	467	1	20104	1	0	405274	167	0	0	0	8	1	0	0	0	0	0	-100	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	대상의 MP -10%																														
	1812	467	1	20104	1	0	405275	166	0	0	0	8	1	0	0	0	0	0	-150	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	대상의 MP -15%																														
	1813	467	1	20104	1	0	405302	167	0	0	0	9	7	1000	0	0	0	1	20	3000	0	206	0	0	0	0	0	0	0	0	0	0	0		//	명상 : 100% 확률로 3초동안 MP 회복량 +20																														
	1814	467	1	20104	1	0	405303	167	0	0	0	9	7	1000	0	0	0	1	20	5000	0	206	0	0	0	0	0	0	0	0	0	0	0		//	명상 : 100% 확률로 5초동안 MP 회복량 +20																														
	1815	467	1	20104	1	0	405301	166	0	0	0	9	7	1000	0	0	0	1	20	10000	0	206	0	0	0	0	0	0	0	0	0	0	0		//	명상 : 100% 확률로 10초동안 MP 회복량 +20																														
	1816	467	2	20104	1	0	405436	167	0	0	0	1	1	0	0	2	2	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 +3%																														
	1817	467	2	20104	1	0	405445	167	0	0	0	1	1	0	0	2	2	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 +6%																														
	1818	467	2	20104	1	0	405561	166	0	0	0	1	1	0	0	2	2	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 +10%																														
	1819	467	2	20104	1	0	405563	167	0	0	0	20	1	0	0	0	0	0	0	1000	0	108	0	0	0	0	0	0	0	0	0	0	0		//	족쇄 지속시간 +1초																														
	1820	467	2	20104	1	0	405564	167	0	0	0	20	1	0	0	0	0	0	0	2000	0	108	0	0	0	0	0	0	0	0	0	0	0		//	족쇄 지속시간 +2초																														
	1821	467	2	20104	1	0	405565	166	0	0	0	20	1	0	0	0	0	0	0	3000	0	108	0	0	0	0	0	0	0	0	0	0	0		//	족쇄 지속시간 +3초																														
	1822	467	3	20104	1	1	405378	167	0	0	0	1	1	0	0	2	2	420	0	0	0	0	2	1	1000	0	9	200	1	100	3000	1000	102		//	스킬 피해량 +10% & 화상 : 100% 확률로 3초동안 피해 100																														
	1823	467	3	20104	1	1	405408	167	0	0	0	1	1	0	0	2	2	504	0	0	0	0	2	1	1000	0	9	200	1	100	4000	1000	102		//	스킬 피해량 +12% & 화상 : 100% 확률로 4초동안 피해 100																														
	1824	467	3	20104	1	1	405434	166	0	0	0	1	1	0	0	2	2	630	0	0	0	0	2	1	1000	0	9	200	1	100	5000	1000	102		//	스킬 피해량 +15% & 화상 : 100% 확률로 5초동안 피해 100																														
	1825	467	3	20104	1	1	405373	167	0	0	0	1	1	0	0	2	2	420	0	0	0	0	20	1	0	0	0	0	0	-100	0	0	108		//	스킬 피해량 +10% & 족쇄 감소량 -10%																														
	1826	467	3	20104	1	1	405403	167	0	0	0	1	1	0	0	2	2	504	0	0	0	0	20	1	0	0	0	0	0	-200	0	0	108		//	스킬 피해량 +12% & 족쇄 감소량 -20%																														
	1827	467	3	20104	1	1	405429	166	0	0	0	1	1	0	0	2	2	630	0	0	0	0	20	1	0	0	0	0	0	-300	0	0	108		//	스킬 피해량 +15% & 족쇄 감소량 -30%																														
	1216	469	1	20104	1	0	405608	167	0	0	0	28	7	0	0	0	0	0	0	500	0	312	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 지속시간 +0.5초																														
	1217	469	1	20104	1	0	405609	167	0	0	0	28	7	0	0	0	0	0	0	1000	0	312	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 지속시간 +1초																														
	1218	469	1	20104	1	0	405610	166	0	0	0	28	7	0	0	0	0	0	0	1500	0	312	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 지속시간 +1.5초																														
	1219	469	1	20104	1	0	405611	167	0	0	0	28	7	0	0	0	0	0	0	2000	0	312	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 지속시간 +2초																														
	1220	469	1	20104	1	0	405612	167	0	0	0	28	7	0	0	0	0	0	0	2500	0	312	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 지속시간 +2.5초																														
	1221	469	1	20104	1	0	405613	166	0	0	0	28	7	0	0	0	0	0	0	3000	0	312	0	0	0	0	0	0	0	0	0	0	0		//	스킬 피해량 지속시간 +3초																														
