//복권스크립트_국내																																	
//					소모성 아이템일 경우 해당 아이템의 개수 설정																												
//			0 아이템 스크립트와 연결		장비 아이템일 경우 해당 아이템의 등급 설정																												
//			1 드랍 스크립트와 연결		드랍 스크립트와 연결 시 드랍 스크립트 내의 IGType을 사용																												
//	복권ID	아이템개수	랜덤유무1	아이템코드1	아이템타입1	랜덤유무2	아이템코드2	아이템타입2	랜덤유무3	아이템코드3	아이템타입3	랜덤유무4	아이템코드4	아이템타입4	랜덤유무5	아이템코드5	아이템타입5	랜덤유무6	아이템코드6	아이템타입6	랜덤유무7	아이템코드7	아이템타입7	랜덤유무8	아이템코드8	아이템타입8							
	LotteryID	ItemNum	Random1	ItemCode1	IGType1	Random2	ItemCode2	IGType2	Random3	ItemCode3	IGType3	Random4	ItemCode4	IGType4	Random5	ItemCode5	IGType5	Random6	ItemCode6	IGType6	Random7	ItemCode7	IGType7	Random8	ItemCode8	IGType8	FieldEnd						
//	441	8	0	46029	20007	0	46079	20007	0	46129	20007	0	46179	20007	0	46229	20007	0	46279	20007	0	46329	20007	0	46379	20007	//맞춤설계된9등급디바인방어구상자_섀도우						
//	442	8	0	46030	20007	0	46080	20007	0	46130	20007	0	46180	20007	0	46230	20007	0	46280	20007	0	46330	20007	0	46380	20007	//맞춤설계된10등급디바인방어구상자_섀도우						
	443	8	0	46031	20007	0	46081	20007	0	46131	20007	0	46181	20007	0	46231	20007	0	46281	20007	0	46331	20007	0	46381	20007	//맞춤설계된1등급디바인방어구상자_발키리						
	444	8	0	46032	20007	0	46082	20007	0	46132	20007	0	46182	20007	0	46232	20007	0	46282	20007	0	46332	20007	0	46382	20007	//맞춤설계된2등급디바인방어구상자_발키리						
	445	8	0	46033	20007	0	46083	20007	0	46133	20007	0	46183	20007	0	46233	20007	0	46283	20007	0	46333	20007	0	46383	20007	//맞춤설계된3등급디바인방어구상자_발키리						
	446	8	0	46034	20007	0	46084	20007	0	46134	20007	0	46184	20007	0	46234	20007	0	46284	20007	0	46334	20007	0	46384	20007	//맞춤설계된4등급디바인방어구상자_발키리						
	447	8	0	46035	20007	0	46085	20007	0	46135	20007	0	46185	20007	0	46235	20007	0	46285	20007	0	46335	20007	0	46385	20007	//맞춤설계된5등급디바인방어구상자_발키리						
	448	8	0	46036	20007	0	46086	20007	0	46136	20007	0	46186	20007	0	46236	20007	0	46286	20007	0	46336	20007	0	46386	20007	//맞춤설계된6등급디바인방어구상자_발키리						
	449	8	0	46037	20007	0	46087	20007	0	46137	20007	0	46187	20007	0	46237	20007	0	46287	20007	0	46337	20007	0	46387	20007	//맞춤설계된7등급디바인방어구상자_발키리						
	450	8	0	46038	20007	0	46088	20007	0	46138	20007	0	46188	20007	0	46238	20007	0	46288	20007	0	46338	20007	0	46388	20007	//맞춤설계된8등급디바인방어구상자_발키리						
//	451	8	0	46039	20007	0	46089	20007	0	46139	20007	0	46189	20007	0	46239	20007	0	46289	20007	0	46339	20007	0	46389	20007	//맞춤설계된9등급디바인방어구상자_발키리						
//	452	8	0	46040	20007	0	46090	20007	0	46140	20007	0	46190	20007	0	46240	20007	0	46290	20007	0	46340	20007	0	46390	20007	//맞춤설계된10등급디바인방어구상자_발키리						
	453	8	0	46041	20007	0	46091	20007	0	46141	20007	0	46191	20007	0	46241	20007	0	46291	20007	0	46341	20007	0	46391	20007	//맞춤설계된1등급디바인방어구상자_엘리멘탈리스트						
	454	8	0	46042	20007	0	46092	20007	0	46142	20007	0	46192	20007	0	46242	20007	0	46292	20007	0	46342	20007	0	46392	20007	//맞춤설계된2등급디바인방어구상자_엘리멘탈리스트						
	455	8	0	46043	20007	0	46093	20007	0	46143	20007	0	46193	20007	0	46243	20007	0	46293	20007	0	46343	20007	0	46393	20007	//맞춤설계된3등급디바인방어구상자_엘리멘탈리스트						
	456	8	0	46044	20007	0	46094	20007	0	46144	20007	0	46194	20007	0	46244	20007	0	46294	20007	0	46344	20007	0	46394	20007	//맞춤설계된4등급디바인방어구상자_엘리멘탈리스트						
	457	8	0	46045	20007	0	46095	20007	0	46145	20007	0	46195	20007	0	46245	20007	0	46295	20007	0	46345	20007	0	46395	20007	//맞춤설계된5등급디바인방어구상자_엘리멘탈리스트						
	458	8	0	46046	20007	0	46096	20007	0	46146	20007	0	46196	20007	0	46246	20007	0	46296	20007	0	46346	20007	0	46396	20007	//맞춤설계된6등급디바인방어구상자_엘리멘탈리스트						
	459	8	0	46047	20007	0	46097	20007	0	46147	20007	0	46197	20007	0	46247	20007	0	46297	20007	0	46347	20007	0	46397	20007	//맞춤설계된7등급디바인방어구상자_엘리멘탈리스트						
	460	8	0	46048	20007	0	46098	20007	0	46148	20007	0	46198	20007	0	46248	20007	0	46298	20007	0	46348	20007	0	46398	20007	//맞춤설계된8등급디바인방어구상자_엘리멘탈리스트						
//	461	8	0	46049	20007	0	46099	20007	0	46149	20007	0	46199	20007	0	46249	20007	0	46299	20007	0	46349	20007	0	46399	20007	//맞춤설계된9등급디바인방어구상자_엘리멘탈리스트						
//	462	8	0	46050	20007	0	46100	20007	0	46150	20007	0	46200	20007	0	46250	20007	0	46300	20007	0	46350	20007	0	46400	20007	//맞춤설계된10등급디바인방어구상자_엘리멘탈리스트						
	463	4	0	702	20007	0	717	20007	0	47248	1	0	47202	1	0	0	0	0	0	0	0	0	0	0	0	0	//버서커_레벨업박스_10레벨						
	464	4	0	703	20007	0	718	20007	0	47249	1	0	47203	1	0	0	0	0	0	0	0	0	0	0	0	0	//버서커_레벨업박스_20레벨						
	465	4	0	704	20007	0	719	20007	0	47250	1	0	47204	1	0	0	0	0	0	0	0	0	0	0	0	0	//버서커_레벨업박스_30레벨						
	466	7	0	705	20007	0	720	20007	1	75	0	1	76	0	1	77	0	0	64837	5	0	47205	1	0	0	0	//버서커_레벨업박스_40레벨						
	467	4	0	706	20007	0	721	20007	0	47251	1	0	47206	1	0	0	0	0	0	0	0	0	0	0	0	0	//버서커_레벨업박스_50레벨						
	468	7	0	707	20007	0	722	20007	1	75	0	1	76	0	1	77	0	0	64837	5	0	47207	1	0	0	0	//버서커_레벨업박스_60레벨						
	469	4	0	708	20007	0	723	20007	0	47252	1	0	47208	1	0	0	0	0	0	0	0	0	0	0	0	0	//버서커_레벨업박스_70레벨						
	470	7	0	709	20007	0	724	20007	1	75	0	1	76	0	1	77	0	0	64837	10	0	47209	1	0	0	0	//버서커_레벨업박스_80레벨						
	471	4	0	710	20007	0	725	20007	0	47253	1	1	75	0	0	0	0	0	0	0	0	0	0	0	0	0	//버서커_레벨업박스_90레벨						
	472	4	0	732	20007	0	747	20007	0	47258	1	0	47211	1	0	0	0	0	0	0	0	0	0	0	0	0	//드래곤나이트_레벨업박스_10레벨						
	473	4	0	733	20007	0	748	20007	0	47259	1	0	47212	1	0	0	0	0	0	0	0	0	0	0	0	0	//드래곤나이트_레벨업박스_20레벨						
	474	4	0	734	20007	0	749	20007	0	47260	1	0	47213	1	0	0	0	0	0	0	0	0	0	0	0	0	//드래곤나이트_레벨업박스_30레벨						
	475	7	0	735	20007	0	750	20007	1	75	0	1	76	0	1	77	0	0	64837	5	0	47214	1	0	0	0	//드래곤나이트_레벨업박스_40레벨						
	476	4	0	736	20007	0	751	20007	0	47261	1	0	47215	1	0	0	0	0	0	0	0	0	0	0	0	0	//드래곤나이트_레벨업박스_50레벨						
	477	7	0	737	20007	0	752	20007	1	75	0	1	76	0	1	77	0	0	64837	5	0	47216	1	0	0	0	//드래곤나이트_레벨업박스_60레벨						
	478	4	0	738	20007	0	753	20007	0	47262	1	0	47217	1	0	0	0	0	0	0	0	0	0	0	0	0	//드래곤나이트_레벨업박스_70레벨						
	479	7	0	739	20007	0	754	20007	1	75	0	1	76	0	1	77	0	0	64837	10	0	47218	1	0	0	0	//드래곤나이트_레벨업박스_80레벨						
	480	4	0	740	20007	0	755	20007	0	47263	1	1	75	0	0	0	0	0	0	0	0	0	0	0	0	0	//드래곤나이트_레벨업박스_90레벨						
	481	4	0	762	20007	0	777	20007	0	47268	1	0	47220	1	0	0	0	0	0	0	0	0	0	0	0	0	//섀도우_레벨업박스_10레벨						
	482	4	0	763	20007	0	778	20007	0	47269	1	0	47221	1	0	0	0	0	0	0	0	0	0	0	0	0	//섀도우_레벨업박스_20레벨						
	483	4	0	764	20007	0	779	20007	0	47270	1	0	47222	1	0	0	0	0	0	0	0	0	0	0	0	0	//섀도우_레벨업박스_30레벨						
	484	7	0	765	20007	0	780	20007	1	75	0	1	76	0	1	77	0	0	64837	5	0	47223	1	0	0	0	//섀도우_레벨업박스_40레벨						
	485	4	0	766	20007	0	781	20007	0	47271	1	0	47224	1	0	0	0	0	0	0	0	0	0	0	0	0	//섀도우_레벨업박스_50레벨						
	486	7	0	767	20007	0	782	20007	1	75	0	1	76	0	1	77	0	0	64837	5	0	47225	1	0	0	0	//섀도우_레벨업박스_60레벨						
	487	4	0	768	20007	0	783	20007	0	47272	1	0	47226	1	0	0	0	0	0	0	0	0	0	0	0	0	//섀도우_레벨업박스_70레벨						
	488	7	0	769	20007	0	784	20007	1	75	0	1	76	0	1	77	0	0	64837	10	0	47227	1	0	0	0	//섀도우_레벨업박스_80레벨						
	489	4	0	770	20007	0	785	20007	0	47273	1	1	75	0	0	0	0	0	0	0	0	0	0	0	0	0	//섀도우_레벨업박스_90레벨						
	490	4	0	792	20007	0	807	20007	0	47278	1	0	47229	1	0	0	0	0	0	0	0	0	0	0	0	0	//발키리_레벨업박스_10레벨						
	491	4	0	793	20007	0	808	20007	0	47279	1	0	47230	1	0	0	0	0	0	0	0	0	0	0	0	0	//발키리_레벨업박스_20레벨						
	492	4	0	794	20007	0	809	20007	0	47280	1	0	47231	1	0	0	0	0	0	0	0	0	0	0	0	0	//발키리_레벨업박스_30레벨						
	493	7	0	795	20007	0	810	20007	1	75	0	1	76	0	1	77	0	0	64837	5	0	47232	1	0	0	0	//발키리_레벨업박스_40레벨						
	494	4	0	796	20007	0	811	20007	0	47281	1	0	47233	1	0	0	0	0	0	0	0	0	0	0	0	0	//발키리_레벨업박스_50레벨						
	495	7	0	797	20007	0	812	20007	1	75	0	1	76	0	1	77	0	0	64837	5	0	47234	1	0	0	0	//발키리_레벨업박스_60레벨						
	496	4	0	798	20007	0	813	20007	0	47282	1	0	47235	1	0	0	0	0	0	0	0	0	0	0	0	0	//발키리_레벨업박스_70레벨						
	497	7	0	799	20007	0	814	20007	1	75	0	1	76	0	1	77	0	0	64837	10	0	47236	1	0	0	0	//발키리_레벨업박스_80레벨						
	498	4	0	800	20007	0	815	20007	0	47283	1	1	75	0	0	0	0	0	0	0	0	0	0	0	0	0	//발키리_레벨업박스_90레벨						
	499	4	0	822	20007	0	837	20007	0	47288	1	0	47238	1	0	0	0	0	0	0	0	0	0	0	0	0	//엘리멘탈리스트_레벨업박스_10레벨						
	500	4	0	823	20007	0	838	20007	0	47289	1	0	47239	1	0	0	0	0	0	0	0	0	0	0	0	0	//엘리멘탈리스트_레벨업박스_20레벨						
	501	4	0	824	20007	0	839	20007	0	47290	1	0	47240	1	0	0	0	0	0	0	0	0	0	0	0	0	//엘리멘탈리스트_레벨업박스_30레벨						
	502	7	0	825	20007	0	840	20007	1	75	0	1	76	0	1	77	0	0	64837	5	0	47241	1	0	0	0	//엘리멘탈리스트_레벨업박스_40레벨						
	503	4	0	826	20007	0	841	20007	0	47291	1	0	47242	1	0	0	0	0	0	0	0	0	0	0	0	0	//엘리멘탈리스트_레벨업박스_50레벨						
	504	7	0	827	20007	0	842	20007	1	75	0	1	76	0	1	77	0	0	64837	5	0	47243	1	0	0	0	//엘리멘탈리스트_레벨업박스_60레벨						
	505	4	0	828	20007	0	843	20007	0	47292	1	0	47244	1	0	0	0	0	0	0	0	0	0	0	0	0	//엘리멘탈리스트_레벨업박스_70레벨						
	506	7	0	829	20007	0	844	20007	1	75	0	1	76	0	1	77	0	0	64837	10	0	47245	1	0	0	0	//엘리멘탈리스트_레벨업박스_80레벨						
	507	4	0	830	20007	0	845	20007	0	47293	1	1	75	0	0	0	0	0	0	0	0	0	0	0	0	0	//엘리멘탈리스트_레벨업박스_90레벨						
	508	2	1	75	0	1	76	0	0	65014	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//세리엔트_원정대_보급상자						
//	509	1	1	96096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//러시아일반복권1						
//	510	1	1	96097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//러시아일반복권2						
//	511	1	1	96098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//러시아일반복권3						
//	512	1	1	96099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//러시아일반복권4						
//	513	1	1	96100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//러시아일반복권5						
//	514	1	1	96101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//러시아일반복권6						
//	515	1	1	96102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//러시아일반복권7						
//	516	1	1	96103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//러시아일반복권8						
	517	1	1	97004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//중국날개상자						
	518	1	1	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//2011크리스마스보상						
	519	1	1	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//2011크리스마스보상_루돌프_1일						
	520	1	1	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//2011크리스마스보상_루돌프_7일						
	521	1	1	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//2011크리스마스보상_루돌프_14일						
	522	1	1	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//2011크리스마스보상_루돌프_30일						
	523	1	1	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//2011크리스마스보상_루돌프_90일						
//	524	1	1	96104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//러시아엘리트복권1차_장갑						
	525	1	1	17001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//일몽의반지_상자_1일						
	526	1	1	17002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//야화의반지_상자_1일						
	527	1	1	17003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//펜릴의목걸이_상자_1일						
	528	1	1	17004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//스카디의목걸이_상자_1일						
	529	1	1	17005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//일몽의반지_상자_3일						
	530	1	1	17006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//야화의반지_상자_3일						
	531	1	1	17007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//펜릴의목걸이_상자_3일						
	532	1	1	17008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//스카디의목걸이_상자_3일						
	533	1	1	17009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//일몽의반지_상자_7일						
	534	1	1	17010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//야화의반지_상자_7일						
	535	1	1	17011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//펜릴의목걸이_상자_7일						
	536	1	1	17012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//스카디의목걸이_상자_7일						
	537	1	1	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//중국구정이벤트_백변선물함						
	538	8	0	45076	50000	0	45126	50000	0	45176	50000	0	45226	50000	0	45276	50000	0	45326	50000	0	45376	50000	0	45426	50000	//일본_2012_2월_몬트샤인7차스킨상자_(B)						
	539	8	0	45086	50000	0	45136	50000	0	45186	50000	0	45236	50000	0	45286	50000	0	45336	50000	0	45386	50000	0	45436	50000	//일본_2012_2월_몬트샤인8차스킨상자_(D)						
	540	8	0	45106	50000	0	45156	50000	0	45206	50000	0	45256	50000	0	45306	50000	0	45356	50000	0	45406	50000	0	45456	50000	//일본_2012_2월_몬트샤인9차스킨상자_(V)						
	541	8	0	45116	50000	0	45166	50000	0	45216	50000	0	45266	50000	0	45316	50000	0	45366	50000	0	45416	50000	0	45466	50000	//일본_2012_2월_몬트샤인10차스킨상자_(E)						
	542	8	0	46451	50000	0	46452	50000	0	46453	50000	0	46454	50000	0	46455	50000	0	46456	50000	0	46457	50000	0	46458	50000	//일본_2012_2월_몬트샤인11차스킨상자_(S)						
//	543	8	0	46459	0	0	46460	0	0	46461	0	0	46462	0	0	46463	0	0	46464	0	0	46465	0	0	46466	0	//맞춤설계된엘리트방어구상자_버서커						
//	544	8	0	46467	0	0	46468	0	0	46469	0	0	46470	0	0	46471	0	0	46472	0	0	46473	0	0	46474	0	//맞춤설계된엘리트방어구상자_드래곤나이트						
//	545	8	0	46475	0	0	46476	0	0	46477	0	0	46478	0	0	46479	0	0	46480	0	0	46481	0	0	46482	0	//맞춤설계된엘리트방어구상자_섀도우						
//	546	8	0	46483	0	0	46484	0	0	46485	0	0	46486	0	0	46487	0	0	46488	0	0	46489	0	0	46490	0	//맞춤설계된엘리트방어구상자_발키리						
//	547	8	0	46491	0	0	46492	0	0	46493	0	0	46494	0	0	46495	0	0	46496	0	0	46497	0	0	46498	0	//맞춤설계된엘리트방어구상자_엘리멘탈리스트						
//	548	8	0	46499	0	0	46500	0	0	46501	0	0	46502	0	0	46503	0	0	46504	0	0	46505	0	0	46506	0	//맞춤설계된미완의엘리트방어구상자_버서커						
//	549	8	0	46507	0	0	46508	0	0	46509	0	0	46510	0	0	46511	0	0	46512	0	0	46513	0	0	46514	0	//맞춤설계된미완의엘리트방어구상자_드래곤나이트						
//	550	8	0	46515	0	0	46516	0	0	46517	0	0	46518	0	0	46519	0	0	46520	0	0	46521	0	0	46522	0	//맞춤설계된미완의엘리트방어구상자_섀도우						
//	551	8	0	46523	0	0	46524	0	0	46525	0	0	46526	0	0	46527	0	0	46528	0	0	46529	0	0	46530	0	//맞춤설계된미완의엘리트방어구상자_발키리						
//	552	8	0	46531	0	0	46532	0	0	46533	0	0	46534	0	0	46535	0	0	46536	0	0	46537	0	0	46538	0	//맞춤설계된미완의엘리트방어구상자_엘리멘탈리스트						
//	553	3	0	861	0	0	47331	1	0	47297	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//점핑_버서커_90레벨박스						
//	554	2	0	3832	1	0	47298	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//점핑_버서커_100레벨박스						
//	555	2	0	3837	0	0	47299	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//점핑_버서커_105레벨박스						
//	556	6	0	64501	1	0	64501	1	0	64501	1	0	64501	1	0	64501	1	0	47300	1	0	0	0	0	0	0	//점핑_버서커_110레벨박스						
//	557	3	0	851	0	0	47326	1	0	47301	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//점핑_버서커_115레벨박스						
//	558	2	0	7248	20	0	7252	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//점핑_버서커_120레벨박스						
//	559	3	0	864	0	0	47332	1	0	47303	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//점핑_드래곤나이트_90레벨박스						
//	560	2	0	3833	1	0	47304	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//점핑_드래곤나이트_100레벨박스						
//	561	2	0	3838	0	0	47305	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//점핑_드래곤나이트_105레벨박스						
//	562	6	0	64502	1	0	64502	1	0	64502	1	0	64502	1	0	64502	1	0	47306	1	0	0	0	0	0	0	//점핑_드래곤나이트_110레벨박스						
//	563	3	0	854	0	0	47327	1	0	47307	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//점핑_드래곤나이트_115레벨박스						
//	564	2	0	7248	20	0	7252	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//점핑_드래곤나이트_120레벨박스						
//	565	3	0	869	0	0	47333	1	0	47309	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//점핑_섀도우_90레벨박스						
//	566	2	0	3834	1	0	47310	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//점핑_섀도우_100레벨박스						
//	567	2	0	3839	0	0	47311	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//점핑_섀도우_105레벨박스						
//	568	6	0	64505	1	0	64505	1	0	64505	1	0	64505	1	0	64505	1	0	47312	1	0	0	0	0	0	0	//점핑_섀도우_110레벨박스						
//	569	3	0	859	0	0	47328	1	0	47313	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//점핑_섀도우_115레벨박스						
//	570	2	0	7248	20	0	7252	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//점핑_섀도우_120레벨박스						
//	571	3	0	866	0	0	47334	1	0	47315	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//점핑_발키리_90레벨박스						
//	572	2	0	3835	1	0	47316	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//점핑_발키리_100레벨박스						
//	573	2	0	3840	0	0	47317	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//점핑_발키리_105레벨박스						
//	574	6	0	64503	1	0	64503	1	0	64503	1	0	64503	1	0	64503	1	0	47318	1	0	0	0	0	0	0	//점핑_발키리_110레벨박스						
//	575	3	0	856	0	0	47329	1	0	47319	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//점핑_발키리_115레벨박스						
//	576	2	0	7248	20	0	7252	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//점핑_발키리_120레벨박스						
//	577	3	0	867	0	0	47335	1	0	47321	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//점핑_엘리멘탈리스트_90레벨박스						
//	578	2	0	3836	1	0	47322	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//점핑_엘리멘탈리스트_100레벨박스						
//	579	2	0	3841	0	0	47323	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//점핑_엘리멘탈리스트_105레벨박스						
//	580	6	0	64504	1	0	64504	1	0	64504	1	0	64504	1	0	64504	1	0	47324	1	0	0	0	0	0	0	//점핑_엘리멘탈리스트_110레벨박스						
//	581	3	0	857	0	0	47330	1	0	47325	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//점핑_엘리멘탈리스트_115레벨박스						
//	582	2	0	7248	20	0	7252	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//점핑_엘리멘탈리스트_120레벨박스						
	583	1	1	13017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//점핑지급용_포장된newbie뱃지						
//	584	6	0	50100	10512	0	4965	3	0	49158	1	0	49159	2	0	49160	2	0	7265	1	0	0	0	0	0	0	//글로벌보상용_탈그룬트의상자(버서커)						
//	585	6	0	50104	10512	0	4965	3	0	49158	1	0	49159	2	0	49160	2	0	7265	1	0	0	0	0	0	0	//글로벌보상용_베르텍스의상자(드래곤나이트)						
//	586	6	0	50108	10512	0	4965	3	0	49158	1	0	49159	2	0	49160	2	0	7265	1	0	0	0	0	0	0	//글로벌보상용_오리야의상자(발키리)						
//	587	6	0	50112	10512	0	4965	3	0	49158	1	0	49159	2	0	49160	2	0	7265	1	0	0	0	0	0	0	//글로벌보상용_콘발리페의상자(엘리멘탈)						
//	588	6	0	50116	10512	0	4965	3	0	49158	1	0	49159	2	0	49160	2	0	7265	1	0	0	0	0	0	0	//글로벌보상용_바쿠의상자(섀도우)						
	589	1	1	48257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//수려한 숲의 정복자 상자						
	590	1	1	48258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//수려한 지하수로의 정복자 상자						
	591	1	1	48259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//수려한 설원의 정복자 상자						
	592	1	1	48260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//수려한 용족의 정복자 상자						
	593	1	1	48261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//수려한 아이올트의 정복자 상자						
	594	1	1	48262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//수려한 헬론의 정복자 상자						
//	595	2	0	861	0	0	47331	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//버서커_레벨업박스_100레벨						
//	596	2	0	864	0	0	47332	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//드래곤나이트_레벨업박스_100레벨						
//	597	2	0	869	0	0	47333	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//섀도우_레벨업박스_100레벨						
//	598	2	0	866	0	0	47334	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//발키리_레벨업박스_100레벨						
//	599	2	0	867	0	0	47335	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//엘리멘탈리스트_레벨업박스_100레벨						
//	600	8	1	95510	0	1	95511	0	0	4979	1	0	49150	1	0	49165	2	0	49025	255	0	4133	255	0	4199	255	//일본_1201_복귀자상자_버서커						
//	601	8	1	95512	0	1	95513	0	0	4979	1	0	49150	1	0	49165	2	0	49025	255	0	4133	255	0	4199	255	//일본_1201_복귀자상자_드래곤						
//	602	8	1	95514	0	1	95515	0	0	4979	1	0	49150	1	0	49165	2	0	49025	255	0	4133	255	0	4199	255	//일본_1201_복귀자상자_발키리						
//	603	8	1	95516	0	1	95517	0	0	4979	1	0	49150	1	0	49165	2	0	49025	255	0	4133	255	0	4199	255	//일본_1201_복귀자상자_엘리						
//	604	8	1	95518	0	1	95519	0	0	4979	1	0	49150	1	0	49165	2	0	49025	255	0	4133	255	0	4199	255	//일본_1201_복귀자상자_섀도우						
//	605	5	1	97	0	1	98	0	1	99	0	0	65402	10	0	47347	1	0	0	0	0	0	0	0	0	0	//글로벌_회귀자상자_90레벨						
//	606	5	1	100	0	1	101	0	0	65403	10	0	65404	10	0	47348	1	0	0	0	0	0	0	0	0	0	//글로벌_회귀자상자_100레벨						
//	607	5	1	102	0	1	103	0	0	65405	10	0	65406	10	0	47349	1	0	0	0	0	0	0	0	0	0	//글로벌_회귀자상자_110레벨						
//	608	4	1	104	0	1	105	0	1	106	0	0	65407	10	0	0	0	0	0	0	0	0	0	0	0	0	//글로벌_회귀자상자_120레벨						
	609	6	0	6655	8	1	22013	0	1	22025	0	1	22042	0	1	22048	0	1	22049	0	0	0	0	0	0	0	//블러디슬라임보물상자						
