//2															0:아이템직접추가	4:아이템추가(기간제설정)																				
//	Version	0.0.1.0													1:램덤(아이템코드연결)																					
//		42396.9458	"보상스크립트에서선택보상을랜덤방식,즉DropRatioInfo스크립트에서참조할경우,돈과관련된값(Money1,Money2…)은반드시0으로설정하여야한다."												2:아이템코드연결																					
//		매크로사용법은Ctrl+Shift+A키입니다.													3:드랍코드연결																					
//															4:아이템코드연결(기간제아이템)																					
//	기본정보			고정보상		1002	1002	1103	1103	1103					선택보상																					
//	인덱스	설명	설명코드	경험치	하임	베타키사용유무	코인	칭호	평판코드	평판포인트	카오감소시간	고정아템	타입	스킬ID	참조방식	선택개수	선택아템1	아이템타입1	시간설정1	선택아템2	아이템타입2	시간설정2	선택아템3	아이템타입3	시간설정3	선택아템4	아이템타입4	시간설정4	선택아템5	아이템타입5	시간설정5					
	Index	Description	DescriptionCode	Exp	Hime	BetaKeyCode	Coin	Title	ReputeCode	ReputePoint	ChaoTime	Fixed_IC	IGtype	Skill	ReferenceType	Select_Num	Sel_IC1	IGtype1	TimeLimit1	Sel_IC2	IGtype2	TimeLimit2	Sel_IC3	IGtype3	TimeLimit3	Sel_IC4	IGtype4	TimeLimit4	Sel_IC5	IGtype5	TimeLimit5	FieldEnd				
	3493	#15라만의부탁	0	17407	4750	0	0	0	0	0	0	3301	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3494	#16드웨인의부탁	0	19008	5100	0	0	0	0	0	0	4015	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3495	#17슈토르의부탁	0	23512	5800	0	0	0	0	0	0	4015	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3496	#18창고확장	0	32454	6100	0	0	0	0	0	0	4015	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3497	#19텔레포트강화연구	0	40483	6400	0	0	0	0	0	0	4015	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3498	#20골칫덩이어둠의나크라트!!	0	54296	7200	0	0	0	0	0	0	4015	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3499	#21고문의미학	0	59400	7600	0	0	0	0	0	0	4015	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
//	에텔레인마을서브퀘스트								0	0									0			0			0			0			0					
	3500	#1독약제조	0	39600	7800	0	0	0	0	0	0	4007	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3501	#1-1턴코트독살	0	19800	7800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3502	#1-2실패한음모…그리고그대가	0	19800	7800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3503	#2비늘수집	0	46931	8100	0	0	0	0	0	0	3301	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3504	#3용해액수집	0	29494	8400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3505	#3-1용해액추가수집	0	54989	8800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3506	#4요새의성역의골칫덩이들	0	102790	21000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3507	#5강력한회복제	0	22031	8800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3508	#5-1수컷이다!	0	22031	8800	0	0	0	0	0	0	4003	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3509	#6야콥의활1	0	95215	9500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3510	#6-1야콥의활2	0	95215	9500	0	0	0	0	0	0	0	0	0	0	1	4017	5	0	4022	5	0	4027	5	0	4041	5	0	0	0	0					
	3511	#7폐허의탑의골칫덩이들	0	299735	30000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3512	#8사제시트나르타!!	0	224801	27000	0	0	0	0	0	0	4121	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3513	#9꺼져가는불씨	0	78909	12000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3514	#10헬른의보물상자	0	96166	13100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3515	#11Flytothesky	0	211272	13800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3516	#12보다강한불꽃	0	241851	14100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3517	#13빌트의물건	0	263752	19000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3518	#13-1최고급에일	0	263752	19000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3519	#14새끼드레이크처치	0	162008	16200	0	0	0	0	0	0	3301	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3520	#15수라키!!	0	546227	40000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3521	#16오염된강아지풀1	0	189113	18700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3522	#16-1오염된강아지풀2	0	378226	19000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3523	#17성문강화1	0	211273	19100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3524	#17-1성문강화2	0	211273	19100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3525	#18식물?동물?	0	522111	19500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3526	#18-1괴물의먹이	0	261055	19500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3527	#19윌버그의장난질	0	1674833	24000	0	0	0	0	0	0	4121	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3528	#19-1불쌍한만프레드	0	669933	24000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3529	#19-2분노의만프레드	0	3257404	28000	0	0	0	0	0	0	4121	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3530	#19-3만프레드의복수	0	1302961	28000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3531	#19-4또다시불쌍한만프레드	0	1302961	28000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
//	용족의계곡서브퀘스트추가								0	0									0			0			0			0			0					
//	카르완의분화구								0	0									0			0			0			0			0					
	3532	#1용족의금속	0	74933	12000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3533	#1-1용들의나무	0	74933	12000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3534	#1-2고룡무덤돌격1분대장의어두운낯빛	0	44960	11000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3535	#1-3사라진동료네비	0	44960	11000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3536	#1-4정찰꾼네비수색	0	74933	12000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3537	#1-5화상	0	74933	12000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3538	#1-6네비의생존소식전달	0	44960	11000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3539	#1-7고룡무덤돌격1분대장의밝은낯빛	0	44960	11000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3540	#1-8보양식용란액젓	0	44960	11000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3541	#1-9무기가필요해!	0	74933	12000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3542	#1-10참을수없는맛보양식용란액젓	0	44960	11000	0	0	0	0	0	0	40496	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3543	#1-11붉은용암의계곡이나가보게.	0	44960	11000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
//	붉은용암의계곡								0	0									0			0			0			0			0					
	3544	#1다리고정	0	249070	21000	0	0	0	0	0	0	4121	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3545	#1-1교량장치부속품전달	0	49814	14000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3546	#1-2의심많은클락	0	49814	14000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3547	#1-3피곤한상관클락	0	166046	18000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3548	#1-4홍염의야수토벌증거	0	49814	14000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3549	#1-5울부짖는골짜기로	0	49814	14000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
//	울부짖는골짜기								0	0									0			0			0			0			0					
	3550	#1괴인	0	91652	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3551	#1-1괴인의존재보고	0	54991	14000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3552	#1-2흥미로운물품	0	54991	14000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3553	#1-3경고	0	54991	14000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3554	#1-3피의분화구로	0	54991	14000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3555	#2제이나의간절한부탁	0	183305	21000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
//	피의분화구								0	0									0			0			0			0			0					
	3556	#1잃어버린무기	0	201662	15800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3557	#1-1무기보급요청	0	100831	15800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3558	#1-2무기지원	0	100831	15800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3559	#1-3희소식	0	60498	15800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3560	#1-3고통의묘지로	0	60498	15800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3561	#2누구의책?	0	302494	35000	0	0	0	0	0	0	4965	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
//	아이올트공동묘지서브퀘스트추가								0	0									0			0			0			0			0					
//	고통의묘지								0	0									0			0			0			0			0					
	3562	#1개인적인부탁	0	182075	16100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3563	#2사적인부탁	0	364151	25000	0	0	0	0	0	0	4122	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3564	#3언덕위의집	0	182075	16100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3565	#3-1이상한나무뿌리분석	0	109245	16100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3566	#3-2간단한게아니라구!	0	182075	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3567	#3-3놀라운나무뿌리	0	182075	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3568	#3-4이상한나무뿌리비약탄생	0	182075	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
//	허물어진성								0	0									0			0			0			0			0					
	3569	#1허물어진성의보물수색	0	203704	300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3570	#1-1허물어진성의보물추가수색	0	203704	300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3571	#1-2허물어진성의보물추가수색	0	203704	300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
//	사교의지하제단								0	0									0			0			0			0			0					
	3572	#1괴생명체토벌	0	203704	17400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3573	#2검은깃털	0	407408	22000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3574	#3희생된자들의안식을위하여	0	407408	22000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3575	#4희생된자들의안식을위하여	0	407408	22000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
//	저주받은석실내/외부								0	0									0			0			0			0			0					
	3576	#1저주받은힘채취	0	219019	18700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3577	#1-1저주받은힘증명	0	219019	18700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3578	#1-2시험	0	219019	18700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3579	#1-3되살아난석관앞시체	0	219019	18700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3580	#1-4조사지원	0	219019	18700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3581	#2큰일났어요!	0	219019	18700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3582	#2-1폭약제조사실확인	0	350431	21000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
//	사라진혼령의감옥내/외부								0	0									0			0			0			0			0					
	3583	#1활충전	0	453898	18900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3584	#2북쪽공동묘지수색	0	453898	500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3585	#3죽음의주술	0	453898	28000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3586	#3-1적들의지혜	0	453898	18900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
//	0903미션퀘스트추가								0	0									0			0			0			0			0					
	3587	봉인된바루카	0	0	1260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3588	불길한오염체1	0	369	1300	0	0	0	0	0	0	4014	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3589	불길한오염체2	0	369	1340	0	0	0	0	0	0	4014	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3590	불길한오염체3	0	738	1380	0	0	0	0	0	0	4014	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3591	에테르봉인	0	0	1860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3592	사로잡힌마법사들	0	589	1900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3593	수색병의표식1	0	589	1940	0	0	0	0	0	0	4002	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3594	수색병의표식2	0	589	1980	0	0	0	0	0	0	4002	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3595	수색병의표식3	0	589	2020	0	0	0	0	0	0	4016	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3596	수색병의표식4	0	589	2060	0	0	0	0	0	0	4016	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3597	악령주술사	0	1178	2100	0	0	0	0	0	0	4016	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3598	방해물	0	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3599	지령문서	0	3186	2580	0	0	0	0	0	0	4002	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3600	족장오마두	0	3186	2760	0	0	0	0	0	0	4002	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3601	수색	0	3186	2940	0	0	0	0	0	0	4021	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3602	주술사의마력	0	3186	3120	0	0	0	0	0	0	4021	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3603	주술사의마력분석	0	6372	3300	0	0	0	0	0	0	4021	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3604	교활한더프	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3605	헬론마법사베이온	0	6992	3290	0	0	0	0	0	0	4002	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3606	수색병호지	0	6992	3580	0	0	0	0	0	0	4002	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3607	야수왕루푸스	0	6992	3870	0	0	0	0	0	0	4040	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3608	불길한징조	0	6992	4160	0	0	0	0	0	0	4040	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3609	얼음드래곤니발리스	0	13984	4450	0	0	0	0	0	0	4040	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3610	비밀의문	0	0	4130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3611	수로의수색꾼1	0	7671	4470	0	0	0	0	0	0	4002	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3612	수로의수색꾼2	0	7671	4810	0	0	0	0	0	0	4002	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3613	수로의수색꾼3	0	7671	5150	0	0	0	0	0	0	4017	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3614	수로의수색꾼4	0	7671	5490	0	0	0	0	0	0	4017	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3615	수로의감시자발터	0	19342	5830	0	0	0	0	0	0	4017	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3616	닫혀진문	0	0	4620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3617	봉인된문의마법사	0	8437	4910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3618	수색병마인츠	0	8437	5200	0	0	0	0	0	0	4002	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3619	봉인된문의마법사2	0	8437	5490	0	0	0	0	0	0	4002	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3620	봉인된문의마법사3	0	8437	5780	0	0	0	0	0	0	4022	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3621	제국군잠입병의편지	0	8437	6070	0	0	0	0	0	0	4022	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3622	수색병코블렌츠	0	8437	6360	0	0	0	0	0	0	4022	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3623	현혹된마법사	0	8437	6650	0	0	0	0	0	0	4017	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3624	적진돌파	0	8437	6940	0	0	0	0	0	0	4017	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3625	여주인로제마리	0	20874	7230	0	0	0	0	0	0	4017	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3626	제단의구울	0	0	4830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3627	뼈의봉인_피의봉인보상동일	0	13219	5030	0	0	0	0	0	0	4002	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3628	피의사자	0	13219	5230	0	0	0	0	0	0	4002	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3629	시간의봉인	0	13219	5430	0	0	0	0	0	0	4022	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3630	살의사자	0	13219	5630	0	0	0	0	0	0	4022	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3631	기사엘딘	0	13219	5830	0	0	0	0	0	0	4022	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3632	봉인해제1	0	13219	6030	0	0	0	0	0	0	4017	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3633	봉인해제2	0	13219	6230	0	0	0	0	0	0	4017	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3634	봉인해제3	0	13219	6430	0	0	0	0	0	0	4017	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3635	부단장베른	0	13219	6630	0	0	0	0	0	0	40420	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3636	기사단의영혼	0	26438	6830	0	0	0	0	0	0	40420	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3637	돌격병오스테	0	0	4830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3638	위험한장치	0	22420	5310	0	0	0	0	0	0	4002	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3639	돌격병요나스	0	22420	5790	0	0	0	0	0	0	4002	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3640	보급지원	0	22420	6270	0	0	0	0	0	0	4041	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3641	전령의보고	0	22420	6750	0	0	0	0	0	0	4041	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3642	겁쟁이요스	0	22420	7230	0	0	0	0	0	0	4041	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3643	무시무시한기사키르쉬	0	22420	7710	0	0	0	0	0	0	40420	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3644	오토폰로쉬펠트	0	44840	8190	0	0	0	0	0	0	40420	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
//	0903저탑퀘스트추가								0	0									0			0			0			0			0					
	3645	저주받은탑대지의시련	0	0	0	0	0	0	0	0	0	6643	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3646	대지의시련	0	31640	0	0	0	0	0	0	0	40569	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3647	야수의주인	0	0	0	0	0	0	0	0	0	40576	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3648	대지의정복자	0	0	0	0	0	0	0	0	0	40577	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3649	저주받은탑물의시련	0	0	0	0	0	0	0	0	0	6644	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3650	물의시련	0	80968	0	0	0	0	0	0	0	40570	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3651	성의주인	0	0	0	0	0	0	0	0	0	40578	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3652	물의정복자	0	0	0	0	0	0	0	0	0	40579	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3653	저주받은탑불의시련	0	0	0	0	0	0	0	0	0	63022	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3654	불의시련	0	146644	0	0	0	0	0	0	0	40571	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3655	화염의지배자	0	0	0	0	0	0	0	0	0	40580	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3656	불의정복자	0	0	0	0	0	0	0	0	0	40581	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3657	저주받은탑바람의시련	0	0	0	0	0	0	0	0	0	63023	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3658	바람의시련	0	208845	0	0	0	0	0	0	0	40572	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3659	칼버스	0	0	0	0	0	0	0	0	0	40582	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3660	바람의정복자	0	0	0	0	0	0	0	0	0	40583	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3661	저주받은탑어둠의시련	0	0	0	0	0	0	0	0	0	6699	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3662	어둠의시련	0	4999182	0	0	0	0	0	0	0	40573	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3663	어둠의전사	0	0	0	0	0	0	0	0	0	40584	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
	3664	어둠의정복자	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
