//Version0.0.0.2		
//캐릭터데이터코드//코드대역폭800만까지		
//2007-10-09	8943958167905867108965-91761867-3458917-34571475	
dwCode	szFileName	FieldEnd
20142 Data\Icon\element\Generator\v_Generator2.tga		
20151 Data\Icon\element\Generator\v_Generator11.tga		
20152 Data\Icon\element\Generator\v_Generator12.tga		
20153 Data\Icon\element\Ring\v_Golden_Ring.tga		
		
//이벤트관련아이콘(25001~28000)		
//독도사랑이벤트		
25001 Data\Icon\element\Events\Dokdo_Love_Dok.tga		
25002 Data\Icon\element\Events\Dokdo_Love_Do.tga		
25003 Data\Icon\element\Events\Dokdo_Love_Sa.tga		
25004 Data\Icon\element\Events\Dokdo_Love_Rang.tga		
25005 Data\Icon\element\Events\Dokdo_Love_All.tga		
//추석이벤트		
25006 Data\Icon\element\Events\Chuseok_HarvestMoon.tga		
//대만추석이벤트아이콘		
25007 Data\Icon\element\Events\Chuseok_Tw_scarf.tga		
25008 Data\Icon\element\Events\Chuseok_Tw_tear.tga		
25009 Data\Icon\element\Events\Chuseok_Tw_ax.tga		
25010 Data\Icon\element\Events\Chuseok_Tw_bow.tga		
25011 Data\Icon\element\Events\Chuseok_Tw_giftset.tga		
25012 Data\Icon\element\Events\Chuseok_Tw_pearl.tga		
25013 Data\Icon\element\Events\Chuseok_Tw_Herb.tga		
//중국한가위_국경절이벤트		
25014 Data\Icon\element\Events\Chuseok_Ch_bit1.tga		
25015 Data\Icon\element\Events\Chuseok_Ch_bit2.tga		
25016 Data\Icon\element\Events\Chuseok_Ch_bit3.tga		
25017 Data\Icon\element\Events\Chuseok_Ch_bit4.tga		
25018 Data\Icon\element\Events\Chuseok_Ch_all.tga		
25019 Data\Icon\element\Events\Chuseok_Ch_TreasureChest.tga		
//대만국경일이벤트		
25020 Data\Icon\element\Events\Tw_National_fete1.tga		
25021 Data\Icon\element\Events\Tw_National_fete2.tga		
//대만할로윈이벤트		
25022 Data\Icon\element\Events\Tw_Halloween_candy.tga		
25023 Data\Icon\element\Events\Tw_Halloween_pumpkin.tga		
//국내몬트샤인이벤트		
25024 Data\Icon\element\Events\Hero_ring.tga		
//아이올트미션아이콘		
25025 Data\Icon\element\Events\Light_dagger2.tga		
//대만2주년이벤트아이템		
25026 Data\Icon\element\Events\Tw_2Years_Card1.tga		
25027 Data\Icon\element\Events\Tw_2Years_Card2.tga		
25028 Data\Icon\element\Events\Tw_2Years_Card3.tga		
25029 Data\Icon\element\Events\Tw_2Years_Card4.tga		
25030 Data\Icon\element\Events\Tw_2Years_Card5.tga		
25031 Data\Icon\element\Events\Tw_2Years_Bag.tga		
25032 Data\Icon\element\Events\Tw_2Years_ring1.tga		
25033 Data\Icon\element\Events\Tw_2Years_ring2.tga		
25034 Data\Icon\element\Events\Tw_2Years_ring3.tga		
25035 Data\Icon\element\Events\Tw_2Years_ring4.tga		
//크리스마스이벤트		
25036 Data\Icon\element\Events\Christmas_tree.tga		
//대만크리스마스이벤트		
25037 Data\Icon\element\Events\Christmas_cook1.tga		
25038 Data\Icon\element\Events\Christmas_cook2.tga		
25039 Data\Icon\element\Events\Christmas_cook3.tga		
25040 Data\Icon\element\Events\Christmas_cook4.tga		
25041 Data\Icon\element\Events\Christmas_cook5.tga		
25042 Data\Icon\element\Events\Christmas_cook6.tga		
25043 Data\Icon\element\Events\Christmas_cook7.tga		
25044 Data\Icon\element\Events\Christmas_cook8.tga		
25045 Data\Icon\element\Events\Christmas_cook9.tga		
25046 Data\Icon\element\Events\Christmas_cook10.tga		
25047 Data\Icon\element\Events\Christmas_cook11.tga		
25048 Data\Icon\element\Events\Christmas_cook12.tga		
25049 Data\Icon\element\Events\Christmas_cook13.tga		
25050 Data\Icon\element\Events\Christmas_item1.tga		
25051 Data\Icon\element\Events\Christmas_item2.tga		
25052 Data\Icon\element\Events\Christmas_item3.tga		
//2009_국내_설날이벤트		
25053 Data\Icon\element\Events\Honey.tga		
25054 Data\Icon\element\Events\Charcoal_fire.tga		
25055 Data\Icon\element\Events\Salt.tga		
25056 Data\Icon\element\Events\Sesame.tga		
25057 Data\Icon\element\Events\Helm_of_Rice_cake.tga		
25118 Data\Icon\element\Events\Helm_of_Sausage.tga		
//2010_대만_구정이벤트		
25119 Data\Icon\element\Events\TW_Event_001.tga		
25120 Data\Icon\element\Events\TW_Event_002.tga		
25121 Data\Icon\element\Events\TW_Event_003.tga		
25122 Data\Icon\element\Events\TW_Event_004.tga		
25123 Data\Icon\element\Events\TW_Event_005.tga		
25124 Data\Icon\element\Events\TW_Event_006.tga		
25125 Data\Icon\element\Events\TW_Event_007.tga		
//2010_글로벌_리오카니발		
25126 Data\Icon\element\Events\Helm_Canival_Nomal.tga		
25127 Data\Icon\element\Events\Helm_Canival_Cash.tga		
		
//국내_크리스마스퀘스트아이템		
25058 Data\Icon\element\Events\Christmas_star.tga		
25059 Data\Icon\element\Events\Christmas_santa_ring.tga		
		
//중국_크리스마스이벤트아이템		
25060 Data\Icon\element\Events\Christmas_snowman1.tga		
25061 Data\Icon\element\Events\Christmas_snowman2.tga		
25062 Data\Icon\element\Events\Christmas_snowman3.tga		
25063 Data\Icon\element\Events\Christmas_snowman4.tga		
25064 Data\Icon\element\Events\Christmas_snowman5.tga		
25065 Data\Icon\element\Events\Christmas_snowball1.tga		
25066 Data\Icon\element\Events\Christmas_snowball2.tga		
25067 Data\Icon\element\Events\Christmas_snowball3.tga		
25068 Data\Icon\element\Events\Christmas_snowball4.tga		
25069 Data\Icon\element\Events\Christmas_snowball5.tga		
25070 Data\Icon\element\Events\Christmas_hat1.tga		
25071 Data\Icon\element\Events\Christmas_hat2.tga		
25072 Data\Icon\element\Events\Christmas_hat3.tga		
25073 Data\Icon\element\Events\Christmas_hat4.tga		
25074 Data\Icon\element\Events\Christmas_hat5.tga		
25075 Data\Icon\element\Events\Christmas_muffler1.tga		
25076 Data\Icon\element\Events\Christmas_muffler2.tga		
25077 Data\Icon\element\Events\Christmas_muffler3.tga		
25078 Data\Icon\element\Events\Christmas_muffler4.tga		
25079 Data\Icon\element\Events\Christmas_muffler5.tga		
25080 Data\Icon\element\Events\Christmas_pine.tga		
//중국_구정이벤트		
25081 Data\Icon\element\Events\CH_newYear_1.tga		
25082 Data\Icon\element\Events\CH_newYear_2.tga		
25083 Data\Icon\element\Events\CH_newYear_3.tga		
25084 Data\Icon\element\Events\CH_newYear_4.tga		
25085 Data\Icon\element\Events\CH_newYear_all.tga		
25086 Data\Icon\element\Events\powder_of_the_dead.tga		
25087 Data\Icon\element\Events\ShadowFlame.tga		
//09년국내_구정이벤트		
25088 Data\Icon\element\Events\Bloodstained_Leather.tga		
25089 Data\Icon\element\Events\champion_ring.tga		
//09년국내_화이트데이		
25090 Data\Icon\element\Events\Boots_of_Candy.tga		
//국내_어린이날		
25091 Data\Icon\element\Events\Hand_Rabbit.tga		
//국내_3주년이벤트		
25092 Data\Icon\element\Events\Wind_invitation.tga		
25093 Data\Icon\element\Events\Monster_ticket.tga		
25094 Data\Icon\element\Events\Wind_badge.tga		
25095 Data\Icon\element\Events\Wind_coupon.tga		
//국내2009추석이벤트		
25096 Data\Icon\element\Events\Bean_Rice_Cake.tga		
25097 Data\Icon\element\Events\Wormwood_Rice_Cake.tga		
25098 Data\Icon\element\Events\Redbean_Rice_Cake.tga		
25099 Data\Icon\element\Events\Honey_Rice_Cake.tga		
25100 Data\Icon\element\Events\Full_Moon_Ring.tga		
25101 Data\Icon\element\Events\Pants_Choco_M.tga		
25102 Data\Icon\element\Events\Pants_Choco_W.tga		
//북미할로윈이벤트		
25103 Data\Icon\element\Events\Taffy.dds		
25104 Data\Icon\element\Events\Hard_Candy.dds		
25105 Data\Icon\element\Events\Chocolate_Nougat.dds		
25106 Data\Icon\element\Events\Chocolate_Caramel.dds		
//국내2009크리스마스이벤트		
25107 Data\Icon\element\Events\M_Santa_Chest.tga		
25108 Data\Icon\element\Events\W_Santa_Chest.tga		
25109 Data\Icon\element\Events\Candy_Weapon.tga		
//퀘스트. 퀘스트시작. 디바인. 캐시 아이템 테두리		
25110 Data\Icon\Commercial\Q_edge.tga		
25111 Data\Icon\Commercial\QS_edge.tga		
25112 Data\Icon\Commercial\D_edge.tga		
25113 Data\Icon\Commercial\Commercial_edge.tga		
//2010_글로벌_소세지이벤트		
25114 Data\Icon\element\Events\Ketchup.tga		
25115 Data\Icon\element\Events\Mustard.tga		
25116 Data\Icon\element\Events\Meat.tga		
25117 Data\Icon\element\Events\Salt.tga		
//2010_국내_태양의씨앗이벤트(식목일)		
25128 Data\Icon\element\Events\Sunseed.tga		
25129 Data\Icon\element\Events\Old_box.tga		
//월드컵이벤트		
25130 Data\Icon\element\Events\Golden_Ball.tga		
25131 Data\Icon\element\Events\Silver_Ball.tga		
//슈제트의마음(해방군육성캠프)		
25132 Data\Icon\element\Events\Syuzhet.tga		
//외형변화		
25133 Data\Icon\Armor\Berserker\A006\v_ber_06_hair.tga		
25134 Data\Icon\Armor\Dragon\A006\v_dra_06_hair.tga		
25135 Data\Icon\Armor\Valkyrie\A006\v_val_06_hair.tga		
25136 Data\Icon\Armor\Magician\A006\v_mag_06_hair.tga		
25137 Data\Icon\Armor\Shadow\A006\v_sha_06_hair.tga		
25138 Data\Icon\Armor\Berserker\A007\v_ber_07_hair.tga		
25139 Data\Icon\Armor\Dragon\A007\v_dra_07_hair.tga		
25140 Data\Icon\Armor\Valkyrie\A007\v_val_07_hair.tga		
25141 Data\Icon\Armor\Magician\A007\v_mag_07_hair.tga		
25142 Data\Icon\Armor\Shadow\A007\v_sha_07_hair.tga		
25143 Data\Icon\Commercial\Etc049.tga		
25144 Data\Icon\Commercial\Etc050.tga		
25145 Data\Icon\Commercial\Etc051.tga		
//국내할로윈이벤트		
25146 Data\Icon\element\Events\Pumpkin_Holloween.tga		
//타락한사원(28001~29000)		
28001 Data\Icon\Commercial\BelialTemple_weapon_axe.tga		
28002 Data\Icon\Commercial\BelialTemple_weapon_claymore.tga		
28003 Data\Icon\Commercial\BelialTemple_weapon_sword.tga		
28004 Data\Icon\Commercial\BelialTemple_weapon_spear.tga		
28005 Data\Icon\Commercial\BelialTemple_weapon_dagger.tga		
28006 Data\Icon\Commercial\BelialTemple_weapon_whip.tga		
28007 Data\Icon\Commercial\BelialTemple_weapon_crossbow.tga		
28008 Data\Icon\Commercial\BelialTemple_weapon_etherWeapon.tga		
28009 Data\Icon\Commercial\BelialTemple_weapon_stick.tga		
28010 Data\Icon\Commercial\BelialTemple_weapon_orb.tga		
28011 Data\Icon\Commercial\BelialTemple_AesshmaDeva1.tga		
28012 Data\Icon\Commercial\BelialTemple_AesshmaDeva2.tga		
28013 Data\Icon\Commercial\BelialTemple_AesshmaDeva3.tga		
28014 Data\Icon\Commercial\BelialTemple_AesshmaDeva4.tga		
28015 Data\Icon\Commercial\BelialTemple_AesshmaDeva5.tga		
28016 Data\Icon\Commercial\BelialTemple_AesshmaDeva6.tga		
28017 Data\Icon\Commercial\BelialTemple_AesshmaDeva7.tga		
28018 Data\Icon\Commercial\BelialTemple_AesshmaDeva8.tga		
28019 Data\Icon\Commercial\BelialTemple_Belgebute1.tga		
28020 Data\Icon\Commercial\BelialTemple_Belgebute2.tga		
28021 Data\Icon\Commercial\BelialTemple_Belgebute3.tga		
28022 Data\Icon\Commercial\BelialTemple_Belgebute4.tga		
28023 Data\Icon\Commercial\BelialTemple_Belgebute5.tga		
28024 Data\Icon\Commercial\BelialTemple_Belgebute6.tga		
28025 Data\Icon\Commercial\BelialTemple_Belgebute7.tga		
28026 Data\Icon\Commercial\BelialTemple_Belgebute8.tga		
28027 Data\Icon\Commercial\BelialTemple_Lucifer1.tga		
28028 Data\Icon\Commercial\BelialTemple_Lucifer2.tga		
28029 Data\Icon\Commercial\BelialTemple_Lucifer3.tga		
28030 Data\Icon\Commercial\BelialTemple_Lucifer4.tga		
28031 Data\Icon\Commercial\BelialTemple_Lucifer5.tga		
28032 Data\Icon\Commercial\BelialTemple_Lucifer6.tga		
28033 Data\Icon\Commercial\BelialTemple_Lucifer7.tga		
28034 Data\Icon\Commercial\BelialTemple_Lucifer8.tga		
28035 Data\Icon\Commercial\BelialTemple_Astaroth1.tga		
28036 Data\Icon\Commercial\BelialTemple_Astaroth2.tga		
28037 Data\Icon\Commercial\BelialTemple_Astaroth3.tga		
28038 Data\Icon\Commercial\BelialTemple_Astaroth4.tga		
28039 Data\Icon\Commercial\BelialTemple_Astaroth5.tga		
28040 Data\Icon\Commercial\BelialTemple_Astaroth6.tga		
28041 Data\Icon\Commercial\BelialTemple_Astaroth7.tga		
28042 Data\Icon\Commercial\BelialTemple_Astaroth8.tga		
28043 Data\Icon\Commercial\BelialTemple_Az1.tga		
28044 Data\Icon\Commercial\BelialTemple_Az2.tga		
28045 Data\Icon\Commercial\BelialTemple_Az3.tga		
28046 Data\Icon\Commercial\BelialTemple_Az4.tga		
28047 Data\Icon\Commercial\BelialTemple_Az5.tga		
28048 Data\Icon\Commercial\BelialTemple_Az6.tga		
28049 Data\Icon\Commercial\BelialTemple_Az7.tga		
28050 Data\Icon\Commercial\BelialTemple_Az8.tga		
//할로윈이벤트		
28051 Data\Icon\element\Events\Helmet_Halloween_M.tga		
28052 Data\Icon\element\Events\Boots_Halloween_M.tga		
28053 Data\Icon\element\Events\Glove_Halloween_M.tga		
28054 Data\Icon\element\Events\Pants_Halloween_M.tga		
28055 Data\Icon\element\Events\Chest_Halloween_M.tga		
28056 Data\Icon\element\Events\Weapon_Halloween.tga		
28057 Data\Icon\element\Events\Helmet_Halloween_W.tga		
28058 Data\Icon\element\Events\Boots_Halloween_W.tga		
28059 Data\Icon\element\Events\Glove_Halloween_W.tga		
28060 Data\Icon\element\Events\Pants_Halloween_W.tga		
28061 Data\Icon\element\Events\Chest_Halloween_W.tga		
		
//일반아이템아이콘(32001~34000)		
32001 Data\Icon\element\potion\v_LifePotion_s.tga		
32002 Data\Icon\element\potion\v_LifePotion_m.tga		
32003 Data\Icon\element\potion\v_LifePotion_L.tga		
32004 Data\Icon\element\potion\v_LifePotion_XL.tga		
32011 Data\Icon\element\potion\v_ManaPotion_s.tga		
32012 Data\Icon\element\potion\v_ManaPotion_m.tga		
32013 Data\Icon\element\potion\v_ManaPotion_max.tga		
32014 Data\Icon\element\potion\v_ManaPotion_sp.tga		
32021 Data\Icon\element\potion\v_SPPotion_s.tga		
32022 Data\Icon\element\potion\v_SPPotion_m.tga		
32031 Data\Icon\element\potion\v_HPPotion_s.tga		
32032 Data\Icon\element\potion\v_HPPotion_m.tga		
32033 Data\Icon\element\potion\v_HPPotion_L.tga		
32034 Data\Icon\element\potion\v_HPPotion_XL.tga		
32041 Data\Icon\element\potion\v_AtanStone.tga		
32042 Data\Icon\element\potion\v_HetanStone.tga		
32043 Data\Icon\element\potion\v_KatanStone.tga		
32051 Data\Icon\element\potion\v_XPPotion_s.tga		
32052 Data\Icon\element\potion\v_XPPotion_m.tga		
32053 Data\Icon\element\potion\v_XPPotion_L.tga		
32061 Data\Icon\element\potion\v_Arrow1.tga		
32071 Data\Icon\element\potion\v_MachPotion.tga		
32072 Data\Icon\element\potion\v_AroidGel.tga		
32073 Data\Icon\element\potion\v_RagedGel.tga		
32074 Data\Icon\element\potion\v_PoweroidGel.tga		
32075 Data\Icon\element\Events\v_Event1.tga		
32076 Data\Icon\element\Events\v_Event2.tga		
32077 Data\Icon\element\Events\v_Event3.tga		
32078 Data\Icon\element\Events\v_Event4.tga		
32079 Data\Icon\element\Events\v_Event5.tga		
32080 Data\Icon\element\Events\v_Event6.tga		
32081 Data\Icon\element\Events\v_Event7.tga		
32082 Data\Icon\element\Events\v_Event8.tga		
32083 Data\Icon\element\Events\v_Event9.tga		
32084 Data\Icon\element\Events\v_Event10.tga		
32101 Data\Icon\element\Socketitem\v_Socket_L1.tga		
32102 Data\Icon\element\Socketitem\v_Socket_L2.tga		
32103 Data\Icon\element\Socketitem\v_Socket_L3.tga		
32104 Data\Icon\element\Socketitem\v_Socket_L4.tga		
32105 Data\Icon\element\Socketitem\v_Socket_L5.tga		
32106 Data\Icon\element\Socketitem\v_Socket_L6.tga		
32107 Data\Icon\element\Socketitem\v_Socket_L7.tga		
32108 Data\Icon\element\Socketitem\v_Socket_L8.tga		
32109 Data\Icon\element\Socketitem\v_Socket_L9.tga		
32110 Data\Icon\element\Socketitem\v_Socket_L10.tga		
32201 Data\Icon\element\Socketitem\v_Socket_H1.tga		
32202 Data\Icon\element\Socketitem\v_Socket_H2.tga		
32203 Data\Icon\element\Socketitem\v_Socket_H3.tga		
32204 Data\Icon\element\Socketitem\v_Socket_H4.tga		
32205 Data\Icon\element\Socketitem\v_Socket_H5.tga		
32206 Data\Icon\element\Socketitem\v_Socket_H6.tga		
32207 Data\Icon\element\Socketitem\v_Socket_H7.tga		
32208 Data\Icon\element\Socketitem\v_Socket_H8.tga		
32209 Data\Icon\element\Socketitem\v_Socket_H9.tga		
32210 Data\Icon\element\Socketitem\v_Socket_H10.tga		
32301 Data\Icon\element\mat_Enchant\v_Stone1.tga		
32302 Data\Icon\element\mat_Enchant\v_Stone2.tga		
32303 Data\Icon\element\mat_Enchant\v_Stone3.tga		
32304 Data\Icon\element\mat_Enchant\v_Stone4.tga		
32305 Data\Icon\element\mat_Enchant\v_Stone5.tga		
32401 Data\Icon\element\mat_Socket\v_mat_Socket1.tga		
32402 Data\Icon\element\mat_Socket\v_mat_Socket2.tga		
32501 Data\Icon\element\mat_accessory\v_mat_ring.tga		
32502 Data\Icon\element\mat_accessory\v_mat_neck.tga		
32503 Data\Icon\element\mat_accessory\v_mat_lowcore.tga		
32601 Data\Icon\element\mat_Xpecial\v_Xpecial1.tga		
32602 Data\Icon\element\mat_Xpecial\v_Xpecial2.tga		
32603 Data\Icon\element\mat_Xpecial\v_Xpecial3.tga		
32604 Data\Icon\element\mat_Xpecial\v_Xpecial4.tga		
32701 Data\Icon\element\mat_Crystal\v_Crystal1.tga		
32702 Data\Icon\element\mat_Crystal\v_Crystal2.tga		
32703 Data\Icon\element\mat_Crystal\v_Crystal3.tga		
32704 Data\Icon\element\mat_Crystal\v_Crystal4.tga		
32705 Data\Icon\element\mat_Crystal\v_Crystal5.tga		
32706 Data\Icon\element\mat_Crystal\v_Crystal6.tga		
32707 Data\Icon\element\mat_Crystal\v_Sub_Crystal1.tga		
32708 Data\Icon\element\mat_Crystal\v_Sub_Crystal2.tga		
32709 Data\Icon\element\mat_Crystal\v_Make_Guide1.tga		
32710 Data\Icon\element\mat_Crystal\v_Make_Guide2.tga		
32711 Data\Icon\element\mat_Crystal\v_Make_Guide3.tga		
32712 Data\Icon\element\mat_Crystal\v_Make_Guide4.tga		
32713 Data\Icon\element\mat_Crystal\v_Make_Guide5.tga		
32714 Data\Icon\element\mat_Crystal\v_Make_Guide6.tga		
32715 Data\Icon\element\mat_Crystal\v_Make_Guide7.tga		
32716 Data\Icon\element\mat_Crystal\v_Make_Guide8.tga		
32717 Data\Icon\element\mat_Crystal\v_Extra_Scroll1.tga		
32718 Data\Icon\element\mat_Crystal\v_Extra_Stone1.tga		
32719 Data\Icon\element\Key\v_Gold_Key.tga		
32720 Data\Icon\element\Key\v_Silver_Key.tga		
32721 Data\Icon\element\Key\v_Copper_Key.tga		
32801 Data\Icon\element\QuestT\v_QuestT1.tga		
32802 Data\Icon\element\QuestT\v_QuestT2.tga		
32803 Data\Icon\element\QuestT\v_QuestT3.tga		
32804 Data\Icon\element\QuestT\v_QuestT4.tga		
32805 Data\Icon\element\QuestT\v_QuestT5.tga		
32806 Data\Icon\element\QuestT\v_QuestT6.tga		
32807 Data\Icon\element\QuestT\v_QuestT7.tga		
32808 Data\Icon\element\QuestT\v_QuestT8.tga		
32809 Data\Icon\element\QuestT\v_QuestT9.tga		
32810 Data\Icon\element\QuestT\v_QuestT10.tga		
32811 Data\Icon\element\QuestT\v_QuestT11.tga		
32812 Data\Icon\element\QuestT\v_QuestT12.tga		
32813 Data\Icon\element\QuestT\v_QuestT13.tga		
32814 Data\Icon\element\QuestT\v_QuestT14.tga		
32815 Data\Icon\element\QuestT\v_QuestT15.tga		
32816 Data\Icon\element\QuestT\v_QuestT16.tga		
32817 Data\Icon\element\QuestT\v_QuestT17.tga		
32818 Data\Icon\element\QuestT\v_QuestT18.tga		
32819 Data\Icon\element\QuestT\v_QuestT19.tga		
32820 Data\Icon\element\QuestT\v_QuestT20.tga		
32821 Data\Icon\element\QuestT\v_QuestT21.tga		
33001 Data\Icon\element\Story\v_Page01.tga		
33002 Data\Icon\element\Story\v_Page02.tga		
33003 Data\Icon\element\Story\v_Page03.tga		
33004 Data\Icon\element\Story\v_Page04.tga		
33005 Data\Icon\element\Story\v_Page05.tga		
33006 Data\Icon\element\Story\v_RedBook.tga		
33101 Data\Icon\element\Potion\v_Cure1.tga		
33102 Data\Icon\element\Potion\v_Sedative.tga		
33103 Data\Icon\element\Potion\v_Destroy.tga		
33104 Data\Icon\element\Potion\v_Cure2.tga		
33105 Data\Icon\element\Potion\v_Cure3.tga		
33106 Data\Icon\element\Potion\v_MasterPotion.tga		
33107 Data\Icon\element\Potion\v_DespelPotion.tga		
33108 Data\Icon\element\Potion\v_RedPotion.tga		
33109 Data\Icon\element\Potion\v_YellowPotion.tga		
33110 Data\Icon\element\Potion\v_WhitePotion.tga		
33111 Data\Icon\element\Potion\v_CrimsonPotion.tga		
33112 Data\Icon\element\Potion\v_GreenPotion.tga		
33113 Data\Icon\element\mat_Crystal\v_NatureEther.tga		
33114 Data\Icon\element\mat_Crystal\v_DarkenEther.tga		
33115 Data\Icon\element\Expect\v_TowerStone.tga		
33116 Data\Icon\element\Expect\v_Citizenship.tga		
33117 Data\Icon\element\Expect\v_BeastNail.tga		
33118 Data\Icon\element\Expect\v_CompressionLight.tga		
33119 Data\Icon\element\Expect\v_IcedEther.tga		
33120 Data\Icon\element\Expect\v_DragonHorn.tga		
33121 Data\Icon\element\Expect\v_LionNail.tga		
33122 Data\Icon\element\Expect\v_SecretKey01.tga		
33123 Data\Icon\element\Expect\v_SecretKey02.tga		
33124 Data\Icon\element\Expect\v_SecretKey03.tga		
33125 Data\Icon\element\Expect\v_SecretKey04.tga		
33126 Data\Icon\element\Expect\v_SecretKey05.tga		
33127 Data\Icon\element\Expect\v_SecretKey06.tga		
33128 Data\Icon\element\Expect\v_LetterDream.tga		
33129 Data\Icon\element\Expect\v_AlsiaTear.tga		
33130 Data\Icon\element\Expect\v_Taltmia.tga		
33201 Data\Icon\element\Etc\v_Stone1Piece.tga		
33202 Data\Icon\element\Etc\v_Stone2Piece.tga		
33203 Data\Icon\element\Etc\v_Stone3Piece.tga		
33204 Data\Icon\element\Etc\v_Stone4Piece.tga		
33205 Data\Icon\element\Etc\v_Stone5Piece.tga		
33206 Data\Icon\element\Etc\v_Stone6Piece.tga		
33207 Data\Icon\element\Etc\v_Stone7Piece.tga		
33208 Data\Icon\element\Etc\v_Stone8Piece.tga		
33209 Data\Icon\element\Etc\v_Stone9Piece.tga		
33210 Data\Icon\element\Etc\v_Stone10Piece.tga		
33211 Data\Icon\element\Etc\v_Stone11Piece.tga		
33212 Data\Icon\element\Etc\v_CheapLeather01.tga		
33213 Data\Icon\element\Etc\v_CheapLeather02.tga		
33214 Data\Icon\element\Etc\v_CheapLeather03.tga		
33215 Data\Icon\element\Etc\v_Brikonsle01.tga		
33216 Data\Icon\element\Etc\v_Brikonsle02.tga		
33217 Data\Icon\element\Etc\v_Brikonsle03.tga		
33218 Data\Icon\element\Etc\v_GlassGem.tga		
33219 Data\Icon\element\Etc\v_GlassMasic.tga		
33220 Data\Icon\element\Etc\v_BeastBlood.tga		
33221 Data\Icon\element\Etc\v_BeastHorn.tga		
33222 Data\Icon\element\Etc\v_DarkHorn.tga		
33223 Data\Icon\element\Etc\v_FireHorn.tga		
33224 Data\Icon\element\Etc\v_BeastTale.tga		
33225 Data\Icon\element\Etc\v_Copper.tga		
33226 Data\Icon\element\Etc\v_Silver.tga		
33227 Data\Icon\element\Etc\v_Gold.tga		
33228 Data\Icon\element\Etc\v_SteelPiece.tga		
33229 Data\Icon\element\Etc\v_SteelChain.tga		
33230 Data\Icon\element\Etc\v_FullMetal.tga		
33231 Data\Icon\element\Etc\v_BlueScales.tga		
33232 Data\Icon\element\Etc\v_GoldScales.tga		
33233 Data\Icon\element\Etc\v_Mithril.tga		
33234 Data\Icon\element\Etc\v_Imperium.tga		
33235 Data\Icon\element\Etc\v_Oreharecon.tga		
33236 Data\Icon\element\Etc\v_Amantium.tga		
33237 Data\Icon\element\Etc\v_Devirium.tga		
33238 Data\Icon\element\Etc\v_BrokenShield.tga		
33239 Data\Icon\element\Etc\v_BrokenSword.tga		
33240 Data\Icon\element\Etc\v_BrokenChest.tga		
33241 Data\Icon\element\Etc\v_BornPiece.tga		
33242 Data\Icon\element\Etc\v_SoulBorn.tga		
33243 Data\Icon\element\Etc\v_FoggyBorn.tga		
33244 Data\Icon\element\Etc\v_GreenBorn.tga		
33245 Data\Icon\element\Etc\v_RedBorn.tga		
33246 Data\Icon\element\Etc\v_DeceasedLiquid.tga		
33247 Data\Icon\element\Etc\v_PollutionFeeler.tga		
33248 Data\Icon\element\Etc\v_PoisonFeeler.tga		
33249 Data\Icon\element\Etc\v_RockPiece.tga		
33250 Data\Icon\element\Etc\v_UnmeltIce.tga		
33251 Data\Icon\element\Etc\v_BrokenWings.tga		
33252 Data\Icon\element\Etc\v_ThinWings.tga		
33253 Data\Icon\element\Etc\v_FairyWings.tga		
33254 Data\Icon\element\Etc\v_HonorWings.tga		
33255 Data\Icon\element\Etc\v_EndlessFire.tga		
33256 Data\Icon\element\Etc\v_WhiteRock.tga		
33257 Data\Icon\element\Etc\v_BlackRock.tga		
33258 Data\Icon\element\Etc\v_RebelFlag.tga		
33259 Data\Icon\element\Etc\v_PrameDocument.tga		
33260 Data\Icon\element\Etc\v_RospeltMark.tga		
33261 Data\Icon\element\Etc\v_DarkOmen.tga		
33262 Data\Icon\element\Etc\v_IceMark.tga		
33263 Data\Icon\element\Etc\v_BrukeltEyes.tga		
33264 Data\Icon\element\Etc\v_OldSuit.tga		
33265 Data\Icon\element\Etc\v_SilkSuit.tga		
33266 Data\Icon\element\Etc\v_ShiningSuit.tga		
33267 Data\Icon\element\Etc\v_Rospeltsuit.tga		
33268 Data\Icon\element\Etc\v_BirdFeathers.tga		
33269 Data\Icon\element\Etc\v_MasicFeathers.tga		
33270 Data\Icon\element\Etc\v_EagleFeathers.tga		
33271 Data\Icon\element\Etc\v_AltFeathers.tga		
33272 Data\Icon\element\Etc\v_PhinixFeathers.tga		
33273 Data\Icon\element\Etc\v_SmallStone.tga		
33274 Data\Icon\element\Etc\v_MasicStone.tga		
33275 Data\Icon\element\Etc\v_PrayStone.tga		
33276 Data\Icon\element\Etc\v_WiseManStone.tga		
33277 Data\Icon\element\Etc\v_MasicGrass.tga		
33278 Data\Icon\element\Etc\v_GreenLeaf.tga		
33279 Data\Icon\element\Etc\v_SunGrass.tga		
33280 Data\Icon\element\Etc\v_FairyGrass.tga		
33281 Data\Icon\element\Etc\v_DarkEther.tga		
33282 Data\Icon\element\Etc\v_WindEther.tga		
33283 Data\Icon\element\Etc\v_WaterEther.tga		
33284 Data\Icon\element\Etc\v_FireEther.tga		
33285 Data\Icon\element\Etc\v_EarthEther.tga		
33286 Data\Icon\element\Etc\v_Addition01.tga		
33287 Data\Icon\element\Etc\v_UpgradeAgent.tga		
33288 Data\Icon\element\Etc\v_SpecailAgent.tga		
33289 Data\Icon\element\Etc\v_MeltingAgent.tga		
33290 Data\Icon\element\Etc\v_GrindingAgent.tga		
33291 Data\Icon\element\Etc\v_CompositionAgent.tga		
33292 Data\Icon\element\Etc\v_TreePiece.tga		
