//서버저장 메모리를 줄이기 위한 스크립트					
//모든 랜덤옵션 스크립트를 요약한 것으로 서버 저장시 Key 값을 바탕으로 저장함으로써 저장메모리를 줄이기 위한 스크립트					
// 1~4095					
//순서					
//일반 key 1 ~ 2000					
Key	OptionTypeIndex	OptionTypeOrder	ValueIndex	ValueOrder	FieldEnd
1088	1608	1	1208	1	
1089	1608	1	1208	2	
1090	1608	1	1208	3	
1091	1608	1	1208	4	
1092	1608	1	1208	5	
1093	1609	1	1302	1	
1094	1609	1	1302	2	
1095	1609	1	1302	3	
1096	1609	1	1302	4	
1097	1609	1	1302	5	
1098	1610	1	1303	1	
1099	1610	1	1303	2	
1100	1610	1	1303	3	
1101	1610	1	1303	4	
1102	1610	1	1303	5	
1103	1611	1	1304	1	
1104	1611	1	1304	2	
1105	1611	1	1304	3	
1106	1611	1	1304	4	
1107	1611	1	1304	5	
1108	1612	1	1305	1	
1109	1612	1	1305	2	
1110	1612	1	1305	3	
1111	1612	1	1305	4	
1112	1612	1	1305	5	
1113	1613	1	1306	1	
1114	1613	1	1306	2	
1115	1613	1	1306	3	
1116	1613	1	1306	4	
1117	1613	1	1306	5	
1118	1614	1	1307	1	
1119	1614	1	1307	2	
1120	1614	1	1307	3	
1121	1614	1	1307	4	
1122	1614	1	1307	5	
1123	1615	1	1308	1	
1124	1615	1	1308	2	
1125	1615	1	1308	3	
1126	1615	1	1308	4	
1127	1615	1	1308	5	
1128	1616	1	1309	1	
1129	1616	1	1309	2	
1130	1616	1	1309	3	
1131	1616	1	1309	4	
1132	1616	1	1309	5	
1133	1617	1	1310	1	
1134	1617	1	1310	2	
1135	1617	1	1310	3	
1136	1617	1	1310	4	
1137	1617	1	1310	5	
1138	1618	1	1311	1	
1139	1618	1	1311	2	
1140	1618	1	1311	3	
1141	1618	1	1311	4	
1142	1618	1	1311	5	
1143	1619	1	1312	1	
1144	1619	1	1312	2	
1145	1619	1	1312	3	
1146	1619	1	1312	4	
1147	1619	1	1312	5	
1148	1701	1	1201	1	
1149	1701	1	1201	2	
1150	1701	1	1201	3	
1151	1701	1	1201	4	
1152	1701	1	1201	5	
1153	1702	1	1202	1	
1154	1702	1	1202	2	
1155	1702	1	1202	3	
1156	1702	1	1202	4	
1157	1702	1	1202	5	
1158	1703	1	1203	1	
1159	1703	1	1203	2	
1160	1703	1	1203	3	
1161	1703	1	1203	4	
1162	1703	1	1203	5	
1163	1704	1	1204	1	
1164	1704	1	1204	2	
1165	1704	1	1204	3	
1166	1704	1	1204	4	
1167	1704	1	1204	5	
1168	1705	1	1205	1	
1169	1705	1	1205	2	
1170	1705	1	1205	3	
1171	1705	1	1205	4	
1172	1705	1	1205	5	
1173	1706	1	1206	1	
1174	1706	1	1206	2	
1175	1706	1	1206	3	
1176	1706	1	1206	4	
1177	1706	1	1206	5	
1178	1707	1	1207	1	
1179	1707	1	1207	2	
1180	1707	1	1207	3	
1181	1707	1	1207	4	
1182	1707	1	1207	5	
1183	1708	1	1208	1	
1184	1708	1	1208	2	
1185	1708	1	1208	3	
1186	1708	1	1208	4	
1187	1708	1	1208	5	
1188	1709	1	1302	1	
1189	1709	1	1302	2	
1190	1709	1	1302	3	
1191	1709	1	1302	4	
1192	1709	1	1302	5	
1193	1710	1	1303	1	
1194	1710	1	1303	2	
1195	1710	1	1303	3	
1196	1710	1	1303	4	
1197	1710	1	1303	5	
1198	1711	1	1304	1	
1199	1711	1	1304	2	
1200	1711	1	1304	3	
1201	1711	1	1304	4	
1202	1711	1	1304	5	
1203	1712	1	1305	1	
1204	1712	1	1305	2	
1205	1712	1	1305	3	
1206	1712	1	1305	4	
1207	1712	1	1305	5	
1208	1713	1	1306	1	
1209	1713	1	1306	2	
1210	1713	1	1306	3	
1211	1713	1	1306	4	
1212	1713	1	1306	5	
1213	1714	1	1307	1	
1214	1714	1	1307	2	
1215	1714	1	1307	3	
1216	1714	1	1307	4	
1217	1714	1	1307	5	
1218	1715	1	1308	1	
1219	1715	1	1308	2	
1220	1715	1	1308	3	
1221	1715	1	1308	4	
1222	1715	1	1308	5	
1223	1716	1	1309	1	
1224	1716	1	1309	2	
1225	1716	1	1309	3	
1226	1716	1	1309	4	
1227	1716	1	1309	5	
1228	1717	1	1310	1	
1229	1717	1	1310	2	
1230	1717	1	1310	3	
1231	1717	1	1310	4	
1232	1717	1	1310	5	
1233	1718	1	1311	1	
1234	1718	1	1311	2	
1235	1718	1	1311	3	
1236	1718	1	1311	4	
1237	1718	1	1311	5	
1238	1719	1	1312	1	
1239	1719	1	1312	2	
1240	1719	1	1312	3	
1241	1719	1	1312	4	
1242	1719	1	1312	5	
1243	1801	1	1201	1	
1244	1801	1	1201	2	
1245	1801	1	1201	3	
1246	1801	1	1201	4	
1247	1801	1	1201	5	
1248	1802	1	1202	1	
1249	1802	1	1202	2	
1250	1802	1	1202	3	
1251	1802	1	1202	4	
1252	1802	1	1202	5	
1253	1803	1	1203	1	
1254	1803	1	1203	2	
1255	1803	1	1203	3	
1256	1803	1	1203	4	
1257	1803	1	1203	5	
1258	1804	1	1204	1	
1259	1804	1	1204	2	
1260	1804	1	1204	3	
1261	1804	1	1204	4	
1262	1804	1	1204	5	
1263	1805	1	1205	1	
1264	1805	1	1205	2	
1265	1805	1	1205	3	
1266	1805	1	1205	4	
1267	1805	1	1205	5	
1268	1806	1	1206	1	
1269	1806	1	1206	2	
1270	1806	1	1206	3	
1271	1806	1	1206	4	
1272	1806	1	1206	5	
1273	1807	1	1207	1	
1274	1807	1	1207	2	
1275	1807	1	1207	3	
1276	1807	1	1207	4	
1277	1807	1	1207	5	
1278	1808	1	1208	1	
1279	1808	1	1208	2	
1280	1808	1	1208	3	
1281	1808	1	1208	4	
1282	1808	1	1208	5	
1283	1809	1	1302	1	
1284	1809	1	1302	2	
1285	1809	1	1302	3	
1286	1809	1	1302	4	
1287	1809	1	1302	5	
1288	1810	1	1303	1	
1289	1810	1	1303	2	
1290	1810	1	1303	3	
1291	1810	1	1303	4	
1292	1810	1	1303	5	
1293	1811	1	1304	1	
1294	1811	1	1304	2	
1295	1811	1	1304	3	
1296	1811	1	1304	4	
1297	1811	1	1304	5	
1298	1812	1	1305	1	
1299	1812	1	1305	2	
1300	1812	1	1305	3	
1301	1812	1	1305	4	
1302	1812	1	1305	5	
1303	1813	1	1306	1	
1304	1813	1	1306	2	
1305	1813	1	1306	3	
1306	1813	1	1306	4	
1307	1813	1	1306	5	
1308	1814	1	1307	1	
1309	1814	1	1307	2	
1310	1814	1	1307	3	
1311	1814	1	1307	4	
1312	1814	1	1307	5	
1313	1815	1	1308	1	
1314	1815	1	1308	2	
1315	1815	1	1308	3	
1316	1815	1	1308	4	
1317	1815	1	1308	5	
1318	1816	1	1309	1	
1319	1816	1	1309	2	
1320	1816	1	1309	3	
1321	1816	1	1309	4	
1322	1816	1	1309	5	
1323	1817	1	1310	1	
1324	1817	1	1310	2	
1325	1817	1	1310	3	
1326	1817	1	1310	4	
1327	1817	1	1310	5	
1328	1818	1	1311	1	
1329	1818	1	1311	2	
1330	1818	1	1311	3	
1331	1818	1	1311	4	
1332	1818	1	1311	5	
1333	1819	1	1312	1	
1334	1819	1	1312	2	
1335	1819	1	1312	3	
1336	1819	1	1312	4	
1337	1819	1	1312	5	
1338	1901	1	1201	1	
1339	1901	1	1201	2	
1340	1901	1	1201	3	
1341	1901	1	1201	4	
1342	1901	1	1201	5	
1343	1902	1	1202	1	
1344	1902	1	1202	2	
1345	1902	1	1202	3	
1346	1902	1	1202	4	
1347	1902	1	1202	5	
1348	1903	1	1203	1	
1349	1903	1	1203	2	
1350	1903	1	1203	3	
1351	1903	1	1203	4	
1352	1903	1	1203	5	
1353	1904	1	1204	1	
1354	1904	1	1204	2	
1355	1904	1	1204	3	
1356	1904	1	1204	4	
1357	1904	1	1204	5	
1358	1905	1	1205	1	
1359	1905	1	1205	2	
1360	1905	1	1205	3	
1361	1905	1	1205	4	
1362	1905	1	1205	5	
1363	1906	1	1206	1	
1364	1906	1	1206	2	
1365	1906	1	1206	3	
1366	1906	1	1206	4	
1367	1906	1	1206	5	
1368	1907	1	1207	1	
1369	1907	1	1207	2	
1370	1907	1	1207	3	
1371	1907	1	1207	4	
1372	1907	1	1207	5	
1373	1908	1	1208	1	
1374	1908	1	1208	2	
1375	1908	1	1208	3	
1376	1908	1	1208	4	
1377	1908	1	1208	5	
1378	1909	1	1302	1	
1379	1909	1	1302	2	
1380	1909	1	1302	3	
1381	1909	1	1302	4	
1382	1909	1	1302	5	
1383	1910	1	1303	1	
1384	1910	1	1303	2	
1385	1910	1	1303	3	
1386	1910	1	1303	4	
1387	1910	1	1303	5	
1388	1911	1	1304	1	
1389	1911	1	1304	2	
1390	1911	1	1304	3	
1391	1911	1	1304	4	
1392	1911	1	1304	5	
1393	1912	1	1305	1	
1394	1912	1	1305	2	
1395	1912	1	1305	3	
1396	1912	1	1305	4	
1397	1912	1	1305	5	
1398	1913	1	1306	1	
1399	1913	1	1306	2	
1400	1913	1	1306	3	
1401	1913	1	1306	4	
1402	1913	1	1306	5	
1403	1914	1	1307	1	
1404	1914	1	1307	2	
1405	1914	1	1307	3	
1406	1914	1	1307	4	
1407	1914	1	1307	5	
1408	1915	1	1308	1	
1409	1915	1	1308	2	
1410	1915	1	1308	3	
1411	1915	1	1308	4	
1412	1915	1	1308	5	
1413	1916	1	1309	1	
1414	1916	1	1309	2	
1415	1916	1	1309	3	
1416	1916	1	1309	4	
1417	1916	1	1309	5	
1418	1917	1	1310	1	
1419	1917	1	1310	2	
1420	1917	1	1310	3	
1421	1917	1	1310	4	
1422	1917	1	1310	5	
1423	1918	1	1311	1	
1424	1918	1	1311	2	
1425	1918	1	1311	3	
1426	1918	1	1311	4	
1427	1918	1	1311	5	
1428	1919	1	1312	1	
1429	1919	1	1312	2	
1430	1919	1	1312	3	
1431	1919	1	1312	4	
1432	1919	1	1312	5	
1433	2001	1	1201	1	
1434	2001	1	1201	2	
1435	2001	1	1201	3	
1436	2001	1	1201	4	
1437	2001	1	1201	5	
1438	2002	1	1202	1	
1439	2002	1	1202	2	
1440	2002	1	1202	3	
1441	2002	1	1202	4	
1442	2002	1	1202	5	
1443	2003	1	1203	1	
1444	2003	1	1203	2	
1445	2003	1	1203	3	
1446	2003	1	1203	4	
1447	2003	1	1203	5	
1448	2004	1	1204	1	
1449	2004	1	1204	2	
1450	2004	1	1204	3	
1451	2004	1	1204	4	
1452	2004	1	1204	5	
1453	2005	1	1205	1	
1454	2005	1	1205	2	
1455	2005	1	1205	3	
1456	2005	1	1205	4	
1457	2005	1	1205	5	
1458	2006	1	1206	1	
1459	2006	1	1206	2	
1460	2006	1	1206	3	
1461	2006	1	1206	4	
1462	2006	1	1206	5	
1463	2007	1	1207	1	
1464	2007	1	1207	2	
1465	2007	1	1207	3	
1466	2007	1	1207	4	
1467	2007	1	1207	5	
1468	2008	1	1208	1	
1469	2008	1	1208	2	
1470	2008	1	1208	3	
1471	2008	1	1208	4	
1472	2008	1	1208	5	
1473	2009	1	1302	1	
1474	2009	1	1302	2	
1475	2009	1	1302	3	
1476	2009	1	1302	4	
1477	2009	1	1302	5	
1478	2010	1	1303	1	
1479	2010	1	1303	2	
1480	2010	1	1303	3	
1481	2010	1	1303	4	
1482	2010	1	1303	5	
1483	2011	1	1304	1	
1484	2011	1	1304	2	
1485	2011	1	1304	3	
1486	2011	1	1304	4	
1487	2011	1	1304	5	
1488	2012	1	1305	1	
1489	2012	1	1305	2	
1490	2012	1	1305	3	
1491	2012	1	1305	4	
1492	2012	1	1305	5	
1493	2013	1	1306	1	
1494	2013	1	1306	2	
1495	2013	1	1306	3	
1496	2013	1	1306	4	
1497	2013	1	1306	5	
1498	2014	1	1307	1	
1499	2014	1	1307	2	
1500	2014	1	1307	3	
1501	2014	1	1307	4	
1502	2014	1	1307	5	
1503	2015	1	1308	1	
1504	2015	1	1308	2	
1505	2015	1	1308	3	
1506	2015	1	1308	4	
1507	2015	1	1308	5	
1508	2016	1	1309	1	
1509	2016	1	1309	2	
1510	2016	1	1309	3	
1511	2016	1	1309	4	
1512	2016	1	1309	5	
1513	2017	1	1310	1	
1514	2017	1	1310	2	
1515	2017	1	1310	3	
1516	2017	1	1310	4	
1517	2017	1	1310	5	
1518	2018	1	1311	1	
1519	2018	1	1311	2	
1520	2018	1	1311	3	
1521	2018	1	1311	4	
1522	2018	1	1311	5	
1523	2019	1	1312	1	
1524	2019	1	1312	2	
1525	2019	1	1312	3	
1526	2019	1	1312	4	
1527	2019	1	1312	5	
1528	2101	1	1404	1	
1529	2101	1	1404	2	
1530	2101	1	1404	3	
1531	2101	1	1404	4	
1532	2101	1	1404	5	
1533	2102	1	1405	1	
1534	2102	1	1405	2	
1535	2102	1	1405	3	
1536	2102	1	1405	4	
1537	2102	1	1405	5	
1538	2103	1	1406	1	
1539	2103	1	1406	2	
1540	2103	1	1406	3	
1541	2103	1	1406	4	
1542	2103	1	1406	5	
1543	2104	1	1407	1	
1544	2104	1	1407	2	
1545	2104	1	1407	3	
1546	2104	1	1407	4	
1547	2104	1	1407	5	
1548	2105	1	1408	1	
1549	2105	1	1408	2	
1550	2105	1	1408	3	
1551	2105	1	1408	4	
1552	2105	1	1408	5	
1553	2106	1	1409	1	
1554	2106	1	1409	2	
1555	2106	1	1409	3	
1556	2106	1	1409	4	
1557	2106	1	1409	5	
1558	2107	1	1410	1	
1559	2107	1	1410	2	
1560	2107	1	1410	3	
1561	2107	1	1410	4	
1562	2107	1	1410	5	
1563	2108	1	1411	1	
1564	2108	1	1411	2	
1565	2108	1	1411	3	
1566	2108	1	1411	4	
1567	2108	1	1411	5	
1568	2109	1	1412	1	
1569	2109	1	1412	2	
1570	2109	1	1412	3	
1571	2109	1	1412	4	
1572	2109	1	1412	5	
1573	2110	1	1413	1	
1574	2110	1	1413	2	
1575	2110	1	1413	3	
1576	2110	1	1413	4	
1577	2110	1	1413	5	
1578	2111	1	1414	1	
1579	2111	1	1414	2	
1580	2111	1	1414	3	
1581	2111	1	1414	4	
1582	2111	1	1414	5	
1583	2112	1	1510	1	
1584	2112	1	1510	2	
1585	2112	1	1510	3	
1586	2112	1	1510	4	
1587	2112	1	1510	5	
1588	2201	1	1001	1	
1589	2201	1	1001	2	
1590	2201	1	1001	3	
1591	2201	1	1001	4	
1592	2201	1	1001	5	
1593	2202	1	1202	1	
1594	2202	1	1202	2	
1595	2202	1	1202	3	
1596	2202	1	1202	4	
1597	2202	1	1202	5	
1598	2203	1	1202	1	
1599	2203	1	1202	2	
1600	2203	1	1202	3	
1601	2203	1	1202	4	
1602	2203	1	1202	5	
1603	2301	1	1036	1	
1604	2301	1	1036	2	
1605	2301	1	1036	3	
1606	2301	1	1036	4	
1607	2301	1	1036	5	
1608	2301	2	1036	1	
1609	2301	2	1036	2	
1610	2301	2	1036	3	
1611	2301	2	1036	4	
1612	2301	2	1036	5	
1613	2301	3	1036	1	
1614	2301	3	1036	2	
1615	2301	3	1036	3	
1616	2301	3	1036	4	
1617	2301	3	1036	5	
1618	2302	1	1515	1	
1619	2302	1	1515	2	
1620	2302	1	1515	3	
1621	2302	1	1515	4	
1622	2302	1	1515	5	
1623	2302	2	1515	1	
1624	2302	2	1515	2	
1625	2302	2	1515	3	
1626	2302	2	1515	4	
1627	2302	2	1515	5	
1628	2303	1	1015	1	
1629	2303	1	1015	2	
1630	2303	1	1015	3	
1631	2303	1	1015	4	
1632	2303	1	1015	5	
1633	2303	2	1015	1	
1634	2303	2	1015	2	
1635	2303	2	1015	3	
1636	2303	2	1015	4	
1637	2303	2	1015	5	
1638	2303	3	1015	1	
1639	2303	3	1015	2	
1640	2303	3	1015	3	
1641	2303	3	1015	4	
1642	2303	3	1015	5	
1643	8	1	5	1	
1644	8	1	5	2	
1645	8	1	5	3	
1646	8	1	5	4	
1647	8	1	5	5	
1648	9	1	6	1	
1649	9	1	6	2	
1650	9	1	6	3	
1651	9	1	6	4	
1652	9	1	6	5	
1653	10	1	7	1	
1654	10	1	7	2	
1655	10	1	7	3	
1656	10	1	7	4	
1657	10	1	7	5	
1658	11	1	8	1	
1659	11	1	8	2	
1660	11	1	8	3	
1661	11	1	8	4	
1662	11	1	8	5	
1663	12	1	5	1	
1664	12	1	5	2	
1665	12	1	5	3	
1666	12	1	5	4	
1667	12	1	5	5	
1668	13	1	9	1	
1669	13	1	9	2	
1670	13	1	9	3	
1671	13	1	9	4	
1672	13	1	9	5	
1673	14	1	10	1	
1674	14	1	10	2	
1675	14	1	10	3	
1676	14	1	10	4	
1677	14	1	10	5	
1678	15	1	11	1	
1679	15	1	11	2	
1680	15	1	11	3	
1681	15	1	11	4	
1682	15	1	11	5	
1683	16	1	11	1	
1684	16	1	11	2	
1685	16	1	11	3	
1686	16	1	11	4	
1687	16	1	11	5	
1688	17	1	11	1	
1689	17	1	11	2	
1690	17	1	11	3	
1691	17	1	11	4	
1692	17	1	11	5	
1693	18	1	11	1	
1694	18	1	11	2	
1695	18	1	11	3	
1696	18	1	11	4	
1697	18	1	11	5	
1698	19	1	11	1	
1699	19	1	11	2	
1700	19	1	11	3	
1701	19	1	11	4	
1702	19	1	11	5	
1703	207	1	1006	1	
1704	207	1	1006	2	
1705	207	1	1006	3	
1706	207	1	1006	4	
1707	207	1	1006	5	
1708	208	1	1007	1	
1709	208	1	1007	2	
1710	208	1	1007	3	
1711	208	1	1007	4	
1712	208	1	1007	5	
1713	209	1	1008	1	
1714	209	1	1008	2	
1715	209	1	1008	3	
1716	209	1	1008	4	
1717	209	1	1008	5	
1718	210	1	1009	1	
1719	210	1	1009	2	
1720	210	1	1009	3	
1721	210	1	1009	4	
1722	210	1	1009	5	
1723	211	1	1010	1	
1724	211	1	1010	2	
1725	211	1	1010	3	
1726	211	1	1010	4	
1727	211	1	1010	5	
1728	307	1	1006	1	
1729	307	1	1006	2	
1730	307	1	1006	3	
1731	307	1	1006	4	
1732	307	1	1006	5	
1733	308	1	1007	1	
1734	308	1	1007	2	
1735	308	1	1007	3	
1736	308	1	1007	4	
1737	308	1	1007	5	
1738	309	1	1008	1	
1739	309	1	1008	2	
1740	309	1	1008	3	
1741	309	1	1008	4	
1742	309	1	1008	5	
1743	310	1	1009	1	
1744	310	1	1009	2	
1745	310	1	1009	3	
1746	310	1	1009	4	
1747	310	1	1009	5	
1748	311	1	1010	1	
1749	311	1	1010	2	
1750	311	1	1010	3	
1751	311	1	1010	4	
1752	311	1	1010	5	
1753	407	1	1006	1	
1754	407	1	1006	2	
1755	407	1	1006	3	
1756	407	1	1006	4	
1757	407	1	1006	5	
1758	408	1	1007	1	
1759	408	1	1007	2	
1760	408	1	1007	3	
1761	408	1	1007	4	
1762	408	1	1007	5	
1763	409	1	1008	1	
1764	409	1	1008	2	
1765	409	1	1008	3	
1766	409	1	1008	4	
1767	409	1	1008	5	
1768	410	1	1009	1	
1769	410	1	1009	2	
1770	410	1	1009	3	
1771	410	1	1009	4	
1772	410	1	1009	5	
1773	411	1	1010	1	
1774	411	1	1010	2	
1775	411	1	1010	3	
1776	411	1	1010	4	
1777	411	1	1010	5	
1778	507	1	1006	1	
1779	507	1	1006	2	
1780	507	1	1006	3	
1781	507	1	1006	4	
1782	507	1	1006	5	
1783	508	1	1007	1	
1784	508	1	1007	2	
1785	508	1	1007	3	
1786	508	1	1007	4	
1787	508	1	1007	5	
1788	509	1	1008	1	
1789	509	1	1008	2	
1790	509	1	1008	3	
1791	509	1	1008	4	
1792	509	1	1008	5	
1793	510	1	1009	1	
1794	510	1	1009	2	
1795	510	1	1009	3	
1796	510	1	1009	4	
1797	510	1	1009	5	
1798	511	1	1010	1	
1799	511	1	1010	2	
1800	511	1	1010	3	
1801	511	1	1010	4	
1802	511	1	1010	5	
1803	607	1	1006	1	
1804	607	1	1006	2	
1805	607	1	1006	3	
1806	607	1	1006	4	
1807	607	1	1006	5	
1808	608	1	1007	1	
1809	608	1	1007	2	
1810	608	1	1007	3	
1811	608	1	1007	4	
1812	608	1	1007	5	
1813	609	1	1008	1	
1814	609	1	1008	2	
1815	609	1	1008	3	
1816	609	1	1008	4	
1817	609	1	1008	5	
1818	610	1	1009	1	
1819	610	1	1009	2	
1820	610	1	1009	3	
1821	610	1	1009	4	
1822	610	1	1009	5	
1823	611	1	1010	1	
1824	611	1	1010	2	
1825	611	1	1010	3	
1826	611	1	1010	4	
1827	611	1	1010	5	
1828	1007	1	1011	1	
1829	1007	1	1011	2	
1830	1007	1	1011	3	
1831	1007	1	1011	4	
1832	1007	1	1011	5	
1833	1008	1	1012	1	
1834	1008	1	1012	2	
1835	1008	1	1012	3	
1836	1008	1	1012	4	
1837	1008	1	1012	5	
1838	1009	1	1013	1	
1839	1009	1	1013	2	
1840	1009	1	1013	3	
1841	1009	1	1013	4	
1842	1009	1	1013	5	
1843	1010	1	1014	1	
1844	1010	1	1014	2	
1845	1010	1	1014	3	
1846	1010	1	1014	4	
1847	1010	1	1014	5	
1848	1011	1	1015	1	
1849	1011	1	1015	2	
1850	1011	1	1015	3	
1851	1011	1	1015	4	
1852	1011	1	1015	5	
1853	1012	1	1016	1	
1854	1012	1	1016	2	
1855	1012	1	1016	3	
1856	1012	1	1016	4	
1857	1012	1	1016	5	
1858	1013	1	1017	1	
1859	1013	1	1017	2	
1860	1013	1	1017	3	
1861	1013	1	1017	4	
1862	1013	1	1017	5	
1863	1014	1	1018	1	
1864	1014	1	1018	2	
1865	1014	1	1018	3	
1866	1014	1	1018	4	
1867	1014	1	1018	5	
1868	1015	1	1019	1	
1869	1015	1	1019	2	
1870	1015	1	1019	3	
1871	1015	1	1019	4	
1872	1015	1	1019	5	
1873	1016	1	1020	1	
1874	1016	1	1020	2	
1875	1016	1	1020	3	
1876	1016	1	1020	4	
1877	1016	1	1020	5	
1878	1269	1	1019	1	
1879	1269	1	1019	2	
1880	1269	1	1019	3	
1881	1269	1	1019	4	
1882	1269	1	1019	5	
1883	1270	1	1020	1	
1884	1270	1	1020	2	
1885	1270	1	1020	3	
1886	1270	1	1020	4	
1887	1270	1	1020	5	
1888	2113	1	1402	1	
1889	2113	1	1402	2	
1890	2113	1	1402	3	
1891	2113	1	1402	4	
1892	2113	1	1402	5	
1893	2114	1	1403	1	
1894	2114	1	1403	2	
1895	2114	1	1403	3	
1896	2114	1	1403	4	
1897	2114	1	1403	5	
1898	2115	1	1511	1	
1899	2115	1	1511	2	
1900	2115	1	1511	3	
1901	2115	1	1511	4	
1902	2115	1	1511	5	
1903	2116	1	1512	1	
1904	2116	1	1512	2	
1905	2116	1	1512	3	
1906	2116	1	1512	4	
1907	2116	1	1512	5	
1908	20	1	12	1	
1909	20	1	12	2	
1910	20	1	12	3	
1911	20	1	12	4	
1912	20	1	12	5	
1913	21	1	4	1	
1914	21	1	4	2	
1915	21	1	4	3	
1916	21	1	4	4	
1917	21	1	4	5	
1918	22	1	1	1	
1919	22	1	1	2	
1920	22	1	1	3	
1921	22	1	1	4	
1922	22	1	1	5	
1923	23	1	1	1	
1924	23	1	1	2	
1925	23	1	1	3	
1926	23	1	1	4	
1927	23	1	1	5	
1928	24	1	12	1	
1929	24	1	12	2	
1930	24	1	12	3	
1931	24	1	12	4	
1932	24	1	12	5	
1933	2501	1	1010	1	
1934	2501	1	1010	2	
1935	2501	1	1010	3	
1936	2501	1	1010	4	
1937	2501	1	1010	5	
1938	2601	1	1526	1	
1939	2601	1	1526	2	
1940	2601	1	1526	3	
1941	2601	1	1526	4	
1942	2601	1	1526	5	
1943	1620	1	1313	1	
1944	1620	1	1313	2	
1945	1620	1	1313	3	
1946	1620	1	1313	4	
1947	1620	1	1313	5	
1948	1621	1	1314	1	
1949	1621	1	1314	2	
1950	1621	1	1314	3	
1951	1621	1	1314	4	
1952	1621	1	1314	5	
1953	1622	1	1315	1	
1954	1622	1	1315	2	
1955	1622	1	1315	3	
1956	1622	1	1315	4	
1957	1622	1	1315	5	
1958	1623	1	1316	1	
1959	1623	1	1316	2	
1960	1623	1	1316	3	
1961	1623	1	1316	4	
1962	1623	1	1316	5	
1963	1720	1	1313	1	
1964	1720	1	1313	2	
1965	1720	1	1313	3	
1966	1720	1	1313	4	
1967	1720	1	1313	5	
1968	1721	1	1314	1	
1969	1721	1	1314	2	
1970	1721	1	1314	3	
1971	1721	1	1314	4	
1972	1721	1	1314	5	
1973	1722	1	1315	1	
1974	1722	1	1315	2	
1975	1722	1	1315	3	
1976	1722	1	1315	4	
1977	1722	1	1315	5	
1978	1723	1	1316	1	
1979	1723	1	1316	2	
1980	1723	1	1316	3	
1981	1723	1	1316	4	
1982	1723	1	1316	5	
1983	1820	1	1313	1	
1984	1820	1	1313	2	
1985	1820	1	1313	3	
1986	1820	1	1313	4	
1987	1820	1	1313	5	
1988	1821	1	1314	1	
1989	1821	1	1314	2	
1990	1821	1	1314	3	
1991	1821	1	1314	4	
1992	1821	1	1314	5	
1993	1822	1	1315	1	
1994	1822	1	1315	2	
1995	1822	1	1315	3	
1996	1822	1	1315	4	
1997	1822	1	1315	5	
1998	1823	1	1316	1	
1999	1823	1	1316	2	
2000	1823	1	1316	3	
2001	1823	1	1316	4	
2002	1823	1	1316	5	
2003	1920	1	1313	1	
2004	1920	1	1313	2	
2005	1920	1	1313	3	
2006	1920	1	1313	4	
2007	1920	1	1313	5	
2008	1921	1	1314	1	
2009	1921	1	1314	2	
2010	1921	1	1314	3	
2011	1921	1	1314	4	
2012	1921	1	1314	5	
2013	1922	1	1315	1	
2014	1922	1	1315	2	
2015	1922	1	1315	3	
2016	1922	1	1315	4	
2017	1922	1	1315	5	
2018	1923	1	1316	1	
2019	1923	1	1316	2	
2020	1923	1	1316	3	
2021	1923	1	1316	4	
2022	1923	1	1316	5	
2023	2020	1	1313	1	
2024	2020	1	1313	2	
2025	2020	1	1313	3	
2026	2020	1	1313	4	
2027	2020	1	1313	5	
2028	2021	1	1314	1	
2029	2021	1	1314	2	
2030	2021	1	1314	3	
2031	2021	1	1314	4	
2032	2021	1	1314	5	
2033	2022	1	1315	1	
2034	2022	1	1315	2	
2035	2022	1	1315	3	
2036	2022	1	1315	4	
2037	2022	1	1315	5	
2038	2023	1	1316	1	
2039	2023	1	1316	2	
2040	2023	1	1316	3	
2041	2023	1	1316	4	
2042	2023	1	1316	5	
2043	2701	1	1008	1	
2044	2701	1	1008	2	
2045	2701	1	1008	3	
2046	2701	1	1008	4	
2047	2701	1	1008	5	
2048	1100	1	1001	1	
2049	1100	1	1001	2	
2050	1100	1	1001	3	
2051	1100	1	1001	4	
2052	1100	1	1001	5	
2053	25	1	13	1	
2054	25	1	13	2	
2055	25	1	13	3	
2056	25	1	13	4	
2057	25	1	13	5	
2058	26	1	14	1	
2059	26	1	14	2	
2060	26	1	14	3	
2061	26	1	14	4	
2062	26	1	14	5	
2063	1353	1	1999	1	
2064	1354	1	1998	1	
2065	27	1	15	1	
2066	27	1	15	2	
2067	27	1	15	3	
2068	27	1	15	4	
2069	27	1	15	5	
2070	28	1	16	1	
2071	28	1	16	2	
2072	28	1	16	3	
2073	28	1	16	4	
2074	28	1	16	5	
2075	1355	1	1997	1	
2076	1356	1	1997	1	
2077	1357	1	2000	1	
2078	2810	1	1407	1	
2079	2810	1	1407	2	
2080	2810	1	1407	3	
2081	2810	1	1407	4	
2082	2810	1	1407	5	
2083	1107	1	1011	1	
2084	1107	1	1011	2	
2085	1107	1	1011	3	
2086	1107	1	1011	4	
2087	1107	1	1011	5	
2088	1520	1	1316	1	
2089	1520	1	1316	2	
2090	1520	1	1316	3	
2091	1520	1	1316	4	
2092	1520	1	1316	5	
2093	29	1	17	1	
2094	29	1	17	2	
2095	29	1	17	3	
2096	29	1	17	4	
2097	29	1	17	5	
2098	30	1	18	1	
2099	30	1	18	2	
