//미션보상 스크립트_Kr									
//			1. 버버						
//			2. 드나						
//	??		3. 쉐도우						
//			4. 발키리	"플레이어가 완료한 미션 횟수와 bMissionNum이 같을 경우, 해당 RewardCode1에 해당하는 보상이 주어진다. (반드시 같을 경우만임.)"					
//			5. 엘리	"bMissionNum이3이고, wRewardCode1이 10일 경우, 플레이어가 미션을 3번째 완료하는 순간부터,(bMissionNum이3) 10번에 해당하는 보상이 주어진다."					
//	//World 의 MapCode참조		6. 미스틱	"미션 완료횟수1,2,3은 절대 같을 수 없다. 같으면 안되며, 반드시 1,2,3이 순차적으로 증가해야한다."					
//			7. 헬로이드						
//미션 스크립트 실제 구성			8. 위치블레이드	미션완료횟수1					
//설명	미션번호	주석	클래스코드	미션완료횟수1	보상코드1	미션완료횟수2	보상코드2	미션완료횟수3	보상코드3
	dwIndex	sDesc	dwClassCode	bMissionNum1	wRewardCode1	bMissionNum2	wRewardCode2	bMissionNum3	wRewardCode3
	44 	생명의골짜기(서브2)	4 	1 	62530 	2 	62526 	41 	62527 
	44 	생명의골짜기(서브2)	5 	1 	62531 	2 	62526 	41 	62527 
	44 	생명의골짜기(서브2)	6 	1 	62531 	2 	62526 	41 	62527 
	44 	생명의골짜기(서브2)	7 	1 	62531 	2 	62526 	41 	62527 
	44 	생명의골짜기(서브2)	8 	1 	62531 	2 	62526 	41 	62527 
	45 	생명의골짜기(서브3)	1 	1 	62532 	2 	62533 	41 	62534 
	50 	생명의골짜기(서브3)	2 	1 	62535 	2 	62533 	41 	62534 
	50 	생명의골짜기(서브3)	3 	1 	62536 	2 	62533 	41 	62534 
	50 	생명의골짜기(서브3)	4 	1 	62537 	2 	62533 	41 	62534 
	50 	생명의골짜기(서브3)	5 	1 	62538 	2 	62533 	41 	62534 
	50 	생명의골짜기(서브3)	6 	1 	62538 	2 	62533 	41 	62534 
	50 	생명의골짜기(서브3)	7 	1 	62538 	2 	62533 	41 	62534 
	50 	생명의골짜기(서브3)	8 	1 	62538 	2 	62533 	41 	62534 
	46 	생명의골짜기(서브4)	1 	1 	62539 	2 	62540 	41 	62541 
	47 	생명의골짜기(서브4)	2 	1 	62542 	2 	62540 	41 	62541 
	48 	생명의골짜기(서브4)	3 	1 	62543 	2 	62540 	41 	62541 
	49 	생명의골짜기(서브4)	4 	1 	62544 	2 	62540 	41 	62541 
	50 	생명의골짜기(서브4)	5 	1 	62545 	2 	62540 	41 	62541 
	50 	생명의골짜기(서브4)	6 	1 	62545 	2 	62540 	41 	62541 
	50 	생명의골짜기(서브4)	7 	1 	62545 	2 	62540 	41 	62541 
	50 	생명의골짜기(서브4)	8 	1 	62545 	2 	62540 	41 	62541 
	51 	야수의숲(익스트림챌린지)	1 	1 	62546 	2 	62547 	41 	62547 
	51 	야수의숲(익스트림챌린지)	2 	1 	62546 	2 	62547 	41 	62547 
	51 	야수의숲(익스트림챌린지)	3 	1 	62546 	2 	62547 	41 	62547 
	51 	야수의숲(익스트림챌린지)	4 	1 	62546 	2 	62547 	41 	62547 
	51 	야수의숲(익스트림챌린지)	5 	1 	62546 	2 	62547 	41 	62547 
	51 	야수의숲(익스트림챌린지)	6 	1 	62546 	2 	62547 	41 	62547 
	51 	야수의숲(익스트림챌린지)	7 	1 	62546 	2 	62547 	41 	62547 
	51 	야수의숲(익스트림챌린지)	8 	1 	62546 	2 	62547 	41 	62547 
	52 	지하수로(익스트림챌린지)	1 	1 	62548 	2 	62549 	41 	62549 
	52 	지하수로(익스트림챌린지)	2 	1 	62548 	2 	62549 	41 	62549 
	52 	지하수로(익스트림챌린지)	3 	1 	62548 	2 	62549 	41 	62549 
	52 	지하수로(익스트림챌린지)	4 	1 	62548 	2 	62549 	41 	62549 
	52 	지하수로(익스트림챌린지)	5 	1 	62548 	2 	62549 	41 	62549 
	52 	지하수로(익스트림챌린지)	6 	1 	62548 	2 	62549 	41 	62549 
	52 	지하수로(익스트림챌린지)	7 	1 	62548 	2 	62549 	41 	62549 
	52 	지하수로(익스트림챌린지)	8 	1 	62548 	2 	62549 	41 	62549 
	53 	설원(익스트림챌린지)	1 	1 	62550 	2 	62551 	41 	62551 
	53 	설원(익스트림챌린지)	2 	1 	62550 	2 	62551 	41 	62551 
	53 	설원(익스트림챌린지)	3 	1 	62550 	2 	62551 	41 	62551 
	53 	설원(익스트림챌린지)	4 	1 	62550 	2 	62551 	41 	62551 
	53 	설원(익스트림챌린지)	5 	1 	62550 	2 	62551 	41 	62551 
	53 	설원(익스트림챌린지)	6 	1 	62550 	2 	62551 	41 	62551 
	53 	설원(익스트림챌린지)	7 	1 	62550 	2 	62551 	41 	62551 
	53 	설원(익스트림챌린지)	8 	1 	62550 	2 	62551 	41 	62551 
	54 	용족(익스트림챌린지)	1 	1 	62552 	2 	62553 	41 	62553 
	54 	용족(익스트림챌린지)	2 	1 	62552 	2 	62553 	41 	62553 
	54 	용족(익스트림챌린지)	3 	1 	62552 	2 	62553 	41 	62553 
	54 	용족(익스트림챌린지)	4 	1 	62552 	2 	62553 	41 	62553 
	54 	용족(익스트림챌린지)	5 	1 	62552 	2 	62553 	41 	62553 
	54 	용족(익스트림챌린지)	6 	1 	62552 	2 	62553 	41 	62553 
	54 	용족(익스트림챌린지)	7 	1 	62552 	2 	62553 	41 	62553 
	54 	용족(익스트림챌린지)	8 	1 	62552 	2 	62553 	41 	62553 
//	55 	아이올트(익스트림챌린지)	1 	1 	54501 	2 	54502 	41 	54502 
//	55 	아이올트(익스트림챌린지)	2 	1 	54501 	2 	54502 	41 	54502 
//	55 	아이올트(익스트림챌린지)	3 	1 	54501 	2 	54502 	41 	54502 
//	55 	아이올트(익스트림챌린지)	4 	1 	54501 	2 	54502 	41 	54502 
//	55 	아이올트(익스트림챌린지)	5 	1 	54501 	2 	54502 	41 	54502 
//	55 	아이올트(익스트림챌린지)	6 	1 	54501 	2 	54502 	41 	54502 
//	55 	아이올트(익스트림챌린지)	7 	1 	54501 	2 	54502 	41 	54502 
//	55 	아이올트(익스트림챌린지)	8 	1 	54501 	2 	54502 	41 	54502 
//	56 	헬론(익스트림챌린지)	1 	1 	55501 	2 	55502 	41 	55502 
//	56 	헬론(익스트림챌린지)	2 	1 	55501 	2 	55502 	41 	55502 
//	56 	헬론(익스트림챌린지)	3 	1 	55501 	2 	55502 	41 	55502 
//	56 	헬론(익스트림챌린지)	4 	1 	55501 	2 	55502 	41 	55502 
//	56 	헬론(익스트림챌린지)	5 	1 	55501 	2 	55502 	41 	55502 
//	56 	헬론(익스트림챌린지)	6 	1 	55501 	2 	55502 	41 	55502 
//	56 	헬론(익스트림챌린지)	7 	1 	55501 	2 	55502 	41 	55502 
//	56 	헬론(익스트림챌린지)	8 	1 	55501 	2 	55502 	41 	55502 
//	57 	녹음(익스트림챌린지)	1 	1 	56501 	2 	56502 	41 	56502 
//	57 	녹음(익스트림챌린지)	2 	1 	56501 	2 	56502 	41 	56502 
//	57 	녹음(익스트림챌린지)	3 	1 	56501 	2 	56502 	41 	56502 
//	57 	녹음(익스트림챌린지)	4 	1 	56501 	2 	56502 	41 	56502 
//	57 	녹음(익스트림챌린지)	5 	1 	56501 	2 	56502 	41 	56502 
//	57 	녹음(익스트림챌린지)	6 	1 	56501 	2 	56502 	41 	56502 
//	57 	녹음(익스트림챌린지)	7 	1 	56501 	2 	56502 	41 	56502 
//	57 	녹음(익스트림챌린지)	8 	1 	56501 	2 	56502 	41 	56502 
//	58 	정령(익스트림챌린지)	1 	1 	57501 	2 	57502 	41 	57502 
//	58 	정령(익스트림챌린지)	2 	1 	57501 	2 	57502 	41 	57502 
//	58 	정령(익스트림챌린지)	3 	1 	57501 	2 	57502 	41 	57502 
//	58 	정령(익스트림챌린지)	4 	1 	57501 	2 	57502 	41 	57502 
//	58 	정령(익스트림챌린지)	5 	1 	57501 	2 	57502 	41 	57502 
//	58 	정령(익스트림챌린지)	6 	1 	57501 	2 	57502 	41 	57502 
//	58 	정령(익스트림챌린지)	7 	1 	57501 	2 	57502 	41 	57502 
//	58 	정령(익스트림챌린지)	8 	1 	57501 	2 	57502 	41 	57502 
//	59 	보아레스(익스트림챌린지)	1 	1 	58501 	2 	58502 	41 	58502 
//	59 	보아레스(익스트림챌린지)	2 	1 	58501 	2 	58502 	41 	58502 
//	59 	보아레스(익스트림챌린지)	3 	1 	58501 	2 	58502 	41 	58502 
//	59 	보아레스(익스트림챌린지)	4 	1 	58501 	2 	58502 	41 	58502 
//	59 	보아레스(익스트림챌린지)	5 	1 	58501 	2 	58502 	41 	58502 
//	59 	보아레스(익스트림챌린지)	6 	1 	58501 	2 	58502 	41 	58502 
//	59 	보아레스(익스트림챌린지)	7 	1 	58501 	2 	58502 	41 	58502 
//	59 	보아레스(익스트림챌린지)	8 	1 	58501 	2 	58502 	41 	58502 
//	60 	생명(익스트림챌린지)	1 	1 	59501 	2 	59502 	41 	59502 
//	60 	생명(익스트림챌린지)	2 	1 	59501 	2 	59502 	41 	59502 
//	60 	생명(익스트림챌린지)	3 	1 	59501 	2 	59502 	41 	59502 
//	60 	생명(익스트림챌린지)	4 	1 	59501 	2 	59502 	41 	59502 
//	60 	생명(익스트림챌린지)	5 	1 	59501 	2 	59502 	41 	59502 
//	60 	생명(익스트림챌린지)	6 	1 	59501 	2 	59502 	41 	59502 
//	60 	생명(익스트림챌린지)	7 	1 	59501 	2 	59502 	41 	59502 
//	60 	생명(익스트림챌린지)	8 	1 	59501 	2 	59502 	41 	59502 
//	60001 	저주받은탑_대지	1 	1 	55301 	2 	55311 	41 	55321 
//	60001 	저주받은탑_대지	2 	1 	55302 	2 	55311 	41 	55321 
//	60001 	저주받은탑_대지	3 	1 	55303 	2 	55311 	41 	55321 
//	60001 	저주받은탑_대지	4 	1 	55304 	2 	55311 	41 	55321 
//	60001 	저주받은탑_대지	5 	1 	55305 	2 	55311 	41 	55321 
//	60101 	저주받은탑_물	1 	1 	55101 	2 	55111 	41 	55121 
//	60101 	저주받은탑_물	8 	1 	55101 	2 	55111 	41 	55121 
//	60101 	저주받은탑_물	2 	1 	55102 	2 	55111 	41 	55121 
//	60101 	저주받은탑_물	3 	1 	55103 	2 	55111 	41 	55121 
//	60101 	저주받은탑_물	4 	1 	55104 	2 	55111 	41 	55121 
//	60101 	저주받은탑_물	5 	1 	55105 	2 	55111 	41 	55121 
//	60101 	저주받은탑_물	6 	1 	55105 	2 	55111 	41 	55121 
//	60201 	저주받은탑_불	1 	1 	55201 	2 	55211 	41 	55221 
//	60201 	저주받은탑_불	2 	1 	55202 	2 	55211 	41 	55221 
//	60201 	저주받은탑_불	3 	1 	55203 	2 	55211 	41 	55221 
//	60201 	저주받은탑_불	4 	1 	55204 	2 	55211 	41 	55221 
//	60201 	저주받은탑_불	5 	1 	55205 	2 	55211 	41 	55221 
//	60201 	저주받은탑_불	6 	1 	55205 	2 	55211 	41 	55221 
//	60301 	저주받은탑_바람	1 	1 	55001 	2 	55011 	41 	55021 
//	60301 	저주받은탑_바람	2 	1 	55002 	2 	55011 	41 	55021 
//	60301 	저주받은탑_바람	3 	1 	55003 	2 	55011 	41 	55021 
//	60301 	저주받은탑_바람	4 	1 	55004 	2 	55011 	41 	55021 
//	60301 	저주받은탑_바람	5 	1 	55005 	2 	55011 	41 	55021 
//	60301 	저주받은탑_바람	6 	1 	55005 	2 	55011 	41 	55021 
//	60401 	저주받은탑_어둠	1 	1 	55401 	2 	55411 	41 	55421 
//	60401 	저주받은탑_어둠	2 	1 	55402 	2 	55411 	41 	55421 
//	60401 	저주받은탑_어둠	3 	1 	55403 	2 	55411 	41 	55421 
//	60401 	저주받은탑_어둠	4 	1 	55404 	2 	55411 	41 	55421 
//	60401 	저주받은탑_어둠	5 	1 	55405 	2 	55411 	41 	55421 
//	60401 	저주받은탑_어둠	6 	1 	55405 	2 	55411 	41 	55421 
	61	전장_자피르격전지_승리보상	1	1	65055	2	65055	41	65055
	61	전장_자피르격전지_승리보상	2	1	65055	2	65055	41	65055
	61	전장_자피르격전지_승리보상	3	1	65055	2	65055	41	65055
	61	전장_자피르격전지_승리보상	4	1	65055	2	65055	41	65055
	61	전장_자피르격전지_승리보상	5	1	65055	2	65055	41	65055
	61	전장_자피르격전지_승리보상	6	1	65055	2	65055	41	65055
	61	전장_자피르격전지_승리보상	7	1	65055	2	65055	41	65055
	61	전장_자피르격전지_승리보상	8	1	65055	2	65055	41	65055
	62	전장_자피르격전지_기본보상	1	1	65056	2	65056	41	65056
	62	전장_자피르격전지_기본보상	2	1	65056	2	65056	41	65056
	62	전장_자피르격전지_기본보상	3	1	65056	2	65056	41	65056
	62	전장_자피르격전지_기본보상	4	1	65056	2	65056	41	65056
	62	전장_자피르격전지_기본보상	5	1	65056	2	65056	41	65056
	62	전장_자피르격전지_기본보상	6	1	65056	2	65056	41	65056
	62	전장_자피르격전지_기본보상	7	1	65056	2	65056	41	65056
	62	전장_자피르격전지_기본보상	8	1	65056	2	65056	41	65056
	63	전장_자피르격전지_패널티보상	1	1	65057	2	65057	41	65057
	63	전장_자피르격전지_패널티보상	2	1	65057	2	65057	41	65057
	63	전장_자피르격전지_패널티보상	3	1	65057	2	65057	41	65057
	63	전장_자피르격전지_패널티보상	4	1	65057	2	65057	41	65057
	63	전장_자피르격전지_패널티보상	5	1	65057	2	65057	41	65057
	63	전장_자피르격전지_패널티보상	6	1	65057	2	65057	41	65057
	63	전장_자피르격전지_패널티보상	7	1	65057	2	65057	41	65057
	63	전장_자피르격전지_패널티보상	8	1	65057	2	65057	41	65057
//	64	골드러시_욕망의무덤_승리보상	1	1	65173	2	65173	41	65173
//	64	골드러시_욕망의무덤_승리보상	2	1	65173	2	65173	41	65173
//	64	골드러시_욕망의무덤_승리보상	3	1	65173	2	65173	41	65173
//	64	골드러시_욕망의무덤_승리보상	4	1	65173	2	65173	41	65173
//	64	골드러시_욕망의무덤_승리보상	5	1	65173	2	65173	41	65173
//	64	골드러시_욕망의무덤_승리보상	6	1	65173	2	65173	41	65173
//	64	골드러시_욕망의무덤_승리보상	7	1	65173	2	65173	41	65173
//	64	골드러시_욕망의무덤_승리보상	8	1	65173	2	65173	41	65173
	65	골드러시_욕망의무덤_기본보상	1	1	65174	2	65174	41	65174
	65	골드러시_욕망의무덤_기본보상	2	1	65174	2	65174	41	65174
	65	골드러시_욕망의무덤_기본보상	3	1	65174	2	65174	41	65174
	65	골드러시_욕망의무덤_기본보상	4	1	65174	2	65174	41	65174
	65	골드러시_욕망의무덤_기본보상	5	1	65174	2	65174	41	65174
	65	골드러시_욕망의무덤_기본보상	6	1	65174	2	65174	41	65174
	65	골드러시_욕망의무덤_기본보상	7	1	65174	2	65174	41	65174
	65	골드러시_욕망의무덤_기본보상	8	1	65174	2	65174	41	65174
	66	골드러시_욕망의무덤_패널티보상	1	1	65175	2	65175	41	65175
	66	골드러시_욕망의무덤_패널티보상	2	1	65175	2	65175	41	65175
	66	골드러시_욕망의무덤_패널티보상	3	1	65175	2	65175	41	65175
	66	골드러시_욕망의무덤_패널티보상	4	1	65175	2	65175	41	65175
	66	골드러시_욕망의무덤_패널티보상	5	1	65175	2	65175	41	65175
	66	골드러시_욕망의무덤_패널티보상	6	1	65175	2	65175	41	65175
	66	골드러시_욕망의무덤_패널티보상	7	1	65175	2	65175	41	65175
	66	골드러시_욕망의무덤_패널티보상	8	1	65175	2	65175	41	65175
	67	골드러시_욕망의무덤_승리보상	1	1	65173	2	65173	41	65173
	67	골드러시_욕망의무덤_승리보상	2	1	65173	2	65173	41	65173
	67	골드러시_욕망의무덤_승리보상	3	1	65173	2	65173	41	65173
	67	골드러시_욕망의무덤_승리보상	4	1	65173	2	65173	41	65173
	67	골드러시_욕망의무덤_승리보상	5	1	65173	2	65173	41	65173
	67	골드러시_욕망의무덤_승리보상	6	1	65173	2	65173	41	65173
	67	골드러시_욕망의무덤_승리보상	7	1	65173	2	65173	41	65173
	67	골드러시_욕망의무덤_승리보상	8	1	65173	2	65173	41	65173
	69	보스레이드_암흑의데스드래곤_타락한현자	1	1	65208	2	65208	41	65208
	69	보스레이드_암흑의데스드래곤_타락한현자	2	1	65208	2	65208	41	65208
	69	보스레이드_암흑의데스드래곤_타락한현자	3	1	65208	2	65208	41	65208
	69	보스레이드_암흑의데스드래곤_타락한현자	4	1	65208	2	65208	41	65208
	69	보스레이드_암흑의데스드래곤_타락한현자	5	1	65208	2	65208	41	65208
	69	보스레이드_암흑의데스드래곤_타락한현자	6	1	65208	2	65208	41	65208
	69	보스레이드_암흑의데스드래곤_타락한현자	7	1	65208	2	65208	41	65208
	69	보스레이드_암흑의데스드래곤_타락한현자	8	1	65208	2	65208	41	65208
	72	보스레이드_암흑의데스드래곤_탐욕스러운제자	1	1	65229	2	65229	41	65229
	72	보스레이드_암흑의데스드래곤_탐욕스러운제자	2	1	65229	2	65229	41	65229
	72	보스레이드_암흑의데스드래곤_탐욕스러운제자	3	1	65229	2	65229	41	65229
	72	보스레이드_암흑의데스드래곤_탐욕스러운제자	4	1	65229	2	65229	41	65229
	72	보스레이드_암흑의데스드래곤_탐욕스러운제자	5	1	65229	2	65229	41	65229
	72	보스레이드_암흑의데스드래곤_탐욕스러운제자	6	1	65229	2	65229	41	65229
	72	보스레이드_암흑의데스드래곤_탐욕스러운제자	7	1	65229	2	65229	41	65229
	72	보스레이드_암흑의데스드래곤_탐욕스러운제자	8	1	65229	2	65229	41	65229
	76	시간의교차공간	1	1	5067	2	5067	41	5067
	76	시간의교차공간	2	1	5067	2	5067	41	5067
	76	시간의교차공간	3	1	5067	2	5067	41	5067
	76	시간의교차공간	4	1	5067	2	5067	41	5067
	76	시간의교차공간	5	1	5067	2	5067	41	5067
	76	시간의교차공간	6	1	5067	2	5067	41	5067
	76	시간의교차공간	7	1	5067	2	5067	41	5067
	76	시간의교차공간	8	1	5067	2	5067	41	5067
