//			투사의엘리트1차 10000	무기 : 1										현재 각성 허용 한 레벨에 대한 메시지출력																
//			투사의엘리트2차 11000	갑옷 : 101																										
//			유니크1차  20000	프로텍터 : 201																										
//			유니크1.5차  21000	헬멧 : 301																										
//			유니크2차  22000	바지 : 401																										
//			엘리트1차 30000	부츠 : 501																										
//			엘리트1.5차 31000	장갑 : 601																										
//			엘리트2차 33000	벨트 : 701																							0 : 진화불가			
//				셔츠 : 801																							아이템코드 입력시 해당 아이템코드로 진화 가능			
//																		각성1레벨	각성2레벨	각성3레벨	각성4레벨	각성5레벨	각성6레벨	각성7레벨	각성8레벨	각성9레벨				
//	아이템코드	아이템명	각성구분	만능재료코드_1	만능재료코드_1수량	만능재료코드_2	만능재료코드_2수량	만능재료코드_3	만능재료코드_3수량	만능재료코드_4	만능재료코드_4수량	만능재료코드_5	만능재료코드_5수량	각성허용레벨	각성첨가제아이템코드	각성첨가제수량	성공확률	옵션수치	옵션수치	옵션수치	옵션수치	옵션수치	옵션수치	옵션수치	옵션수치	옵션수치	진화 아이템코드	진화첨가제아이템코드	진화첨가제 수량	진화성공확률
	ItemCode	ItemName	AwakeSeparation	AllroundMaterialCode1	AllroundMaterialCount1	AllroundMaterialCode2	AllroundMaterialCount2	AllroundMaterialCode3	AllroundMaterialCount3	AllroundMaterialCode4	AllroundMaterialCount4	AllroundMaterialCode5	AllroundMaterialCount5	AwakeLimitLevel	AdditiveItemCode	AdditiveCount	ProbabilitySuccess	OptionParam1	OptionParam2	OptionParam3	OptionParam4	OptionParam5	OptionParam6	OptionParam7	OptionParam8	OptionParam9	EvolutionItemCode	EvolutionAdditiveItemCode	EvolutionAdditiveItemCount	EvolutionProbabilitySuccess
	50325	테미스의_아크블레이드_27등급아이템	140	6106	22	4437	1	0	0	0	0	0	0	9	4403	5	100	188	226	271	326	391	469	563	675	810	50599	4425	1	100
//	엘리트3.5차																													
	50573	검게물든_무스펠의_양손도끼	141	6106	44	4438	1	0	0	0	0	0	0	9	4403	6	100	221	265	318	381	457	549	658	790	948	50637	4426	1	100
	50574	검게물든_무스펠의_양손검	142	6106	44	4438	1	0	0	0	0	0	0	9	4403	6	100	221	265	318	381	457	549	658	790	948	50638	4426	1	100
	50575	검게물든_요툰의_한손검	143	6106	44	4438	1	0	0	0	0	0	0	9	4403	6	100	221	265	318	381	457	549	658	790	948	50639	4426	1	100
	50576	검게물든_요툰의_창	144	6106	44	4438	1	0	0	0	0	0	0	9	4403	6	100	221	265	318	381	457	549	658	790	948	50640	4426	1	100
	50577	검게물든_바나의_한손석궁	145	6106	44	4438	1	0	0	0	0	0	0	9	4403	6	100	221	265	318	381	457	549	658	790	948	50641	4426	1	100
	50578	검게물든_바나의_에테르웨폰	146	6106	44	4438	1	0	0	0	0	0	0	9	4403	6	100	221	265	318	381	457	549	658	790	948	50642	4426	1	100
	50579	검게물든_알브의_지팡이	147	6106	44	4438	1	0	0	0	0	0	0	9	4403	6	100	221	265	318	381	457	549	658	790	948	50643	4426	1	100
	50580	검게물든_알브의_오브	148	6106	44	4438	1	0	0	0	0	0	0	9	4403	6	100	221	265	318	381	457	549	658	790	948	50644	4426	1	100
	50581	검게물든_니플의_대거	149	6106	44	4438	1	0	0	0	0	0	0	9	4403	6	100	221	265	318	381	457	549	658	790	948	50645	4426	1	100
	50582	검게물든_니플의_채찍검	150	6106	44	4438	1	0	0	0	0	0	0	9	4403	6	100	221	265	318	381	457	549	658	790	948	50646	4426	1	100
	50583	검게물든_스바르트의_건틀렛	151	6106	44	4438	1	0	0	0	0	0	0	9	4403	6	100	221	265	318	381	457	549	658	790	948	50647	4426	1	100
	50584	검게물든_스바르트의_에테르사이드	152	6106	44	4438	1	0	0	0	0	0	0	9	4403	6	100	221	265	318	381	457	549	658	790	948	50648	4426	1	100
	50585	검게물든_티르의_에테르블래스터	153	6106	44	4438	1	0	0	0	0	0	0	9	4403	6	100	221	265	318	381	457	549	658	790	948	50649	4426	1	100
	50599	검게물든_테미스의_아크블레이드	154	6106	44	4438	1	0	0	0	0	0	0	9	4403	6	100	221	265	318	381	457	549	658	790	948	50650	4426	1	100
//	엘리트4차																													
	50637	블라인의_양손도끼	681	6111	22	0	0	0	0	0	0	0	0	9	4403	7	100	258	310	372	446	535	642	770	924	1109	53437	4427	1	100
	50638	블라인의_양손검	682	6111	22	0	0	0	0	0	0	0	0	9	4403	7	100	258	310	372	446	535	642	770	924	1109	53438	4427	1	100
	50639	군나르의_한손검	683	6111	22	0	0	0	0	0	0	0	0	9	4403	7	100	258	310	372	446	535	642	770	924	1109	53439	4427	1	100
	50640	군나르의_창	684	6111	22	0	0	0	0	0	0	0	0	9	4403	7	100	258	310	372	446	535	642	770	924	1109	53440	4427	1	100
	50641	그리드의_한손석궁	685	6111	22	0	0	0	0	0	0	0	0	9	4403	7	100	258	310	372	446	535	642	770	924	1109	53441	4427	1	100
	50642	그리드의_에테르웨폰	686	6111	22	0	0	0	0	0	0	0	0	9	4403	7	100	258	310	372	446	535	642	770	924	1109	53442	4427	1	100
	50643	린드의_지팡이	687	6111	22	0	0	0	0	0	0	0	0	9	4403	7	100	258	310	372	446	535	642	770	924	1109	53443	4427	1	100
	50644	린드의_오브	688	6111	22	0	0	0	0	0	0	0	0	9	4403	7	100	258	310	372	446	535	642	770	924	1109	53444	4427	1	100
	50645	샤치의_대거	689	6111	22	0	0	0	0	0	0	0	0	9	4403	7	100	258	310	372	446	535	642	770	924	1109	53445	4427	1	100
	50646	샤치의_채찍검	690	6111	22	0	0	0	0	0	0	0	0	9	4403	7	100	258	310	372	446	535	642	770	924	1109	53446	4427	1	100
	50647	이둔의_건틀렛	691	6111	22	0	0	0	0	0	0	0	0	9	4403	7	100	258	310	372	446	535	642	770	924	1109	53447	4427	1	100
	50648	이둔의_에테르사이드	692	6111	22	0	0	0	0	0	0	0	0	9	4403	7	100	258	310	372	446	535	642	770	924	1109	53448	4427	1	100
	50649	볼룬드의_에테르블래스터	693	6111	22	0	0	0	0	0	0	0	0	9	4403	7	100	258	310	372	446	535	642	770	924	1109	53449	4427	1	100
	50650	신마라의_아크블레이드	694	6111	22	0	0	0	0	0	0	0	0	9	4403	7	100	258	310	372	446	535	642	770	924	1109	53450	4427	1	100
//	방어구																													
//	투사의엘리트1차																													
	51177	투사의엘리트_아에시마데바_갑옷	155	6056	22	4404	1	0	0	0	0	0	0	9	4403	1	100	51	61	73	88	105	128	153	182	219	51401	4416	1	100
	51178	투사의엘리트_아에시마데바_프로텍터	156	6056	6	4405	1	0	0	0	0	0	0	9	4403	1	100	41	49	58	71	84	102	122	146	175	51402	4416	1	100
	51179	투사의엘리트_아에시마데바_헬멧	157	6056	14	4406	1	0	0	0	0	0	0	9	4403	1	100	36	43	51	62	74	89	107	127	154	51403	4416	1	100
	51180	투사의엘리트_아에시마데바_바지	158	6056	18	4407	1	0	0	0	0	0	0	9	4403	1	100	31	37	44	53	63	77	92	109	132	51404	4416	1	100
	51181	투사의엘리트_아에시마데바_부츠	159	6056	10	4408	1	0	0	0	0	0	0	9	4403	1	100	26	31	37	44	53	64	77	91	110	51405	4416	1	100
	51182	투사의엘리트_아에시마데바_장갑	160	6056	10	4409	1	0	0	0	0	0	0	9	4403	1	100	20	24	29	35	42	51	61	73	88	51406	4416	1	100
	51183	투사의엘리트_아에시마데바_벨트	161	6056	4	4410	1	0	0	0	0	0	0	9	4403	1	100	15	18	22	27	32	38	46	55	66	51407	4416	1	100
	51184	투사의엘리트_아에시마데바_셔츠	162	6056	2	4411	1	0	0	0	0	0	0	9	4403	1	100	10	12	15	18	21	26	31	36	44	51408	4416	1	100
	51185	투사의엘리트_벨제뷔트_갑옷	163	6056	22	4404	1	0	0	0	0	0	0	9	4403	1	100	51	61	73	88	105	128	153	182	219	51409	4416	1	100
	51186	투사의엘리트_벨제뷔트_프로텍터	164	6056	6	4405	1	0	0	0	0	0	0	9	4403	1	100	41	49	58	71	84	102	122	146	175	51410	4416	1	100
	51187	투사의엘리트_벨제뷔트_헬멧	165	6056	14	4406	1	0	0	0	0	0	0	9	4403	1	100	36	43	51	62	74	89	107	127	154	51411	4416	1	100
	51188	투사의엘리트_벨제뷔트_바지	166	6056	18	4407	1	0	0	0	0	0	0	9	4403	1	100	31	37	44	53	63	77	92	109	132	51412	4416	1	100
	51189	투사의엘리트_벨제뷔트_부츠	167	6056	10	4408	1	0	0	0	0	0	0	9	4403	1	100	26	31	37	44	53	64	77	91	110	51413	4416	1	100
	51190	투사의엘리트_벨제뷔트_장갑	168	6056	10	4409	1	0	0	0	0	0	0	9	4403	1	100	20	24	29	35	42	51	61	73	88	51414	4416	1	100
	51191	투사의엘리트_벨제뷔트_벨트	169	6056	4	4410	1	0	0	0	0	0	0	9	4403	1	100	15	18	22	27	32	38	46	55	66	51415	4416	1	100
	51192	투사의엘리트_벨제뷔트_셔츠	170	6056	2	4411	1	0	0	0	0	0	0	9	4403	1	100	10	12	15	18	21	26	31	36	44	51416	4416	1	100
	51193	투사의엘리트_루시페르_갑옷	171	6056	22	4404	1	0	0	0	0	0	0	9	4403	1	100	51	61	73	88	105	128	153	182	219	51417	4416	1	100
	51194	투사의엘리트_루시페르_프로텍터	172	6056	6	4405	1	0	0	0	0	0	0	9	4403	1	100	41	49	58	71	84	102	122	146	175	51418	4416	1	100
	51195	투사의엘리트_루시페르_헬멧	173	6056	14	4406	1	0	0	0	0	0	0	9	4403	1	100	36	43	51	62	74	89	107	127	154	51419	4416	1	100
	51196	투사의엘리트_루시페르_바지	174	6056	18	4407	1	0	0	0	0	0	0	9	4403	1	100	31	37	44	53	63	77	92	109	132	51420	4416	1	100
	51197	투사의엘리트_루시페르_부츠	175	6056	10	4408	1	0	0	0	0	0	0	9	4403	1	100	26	31	37	44	53	64	77	91	110	51421	4416	1	100
	51198	투사의엘리트_루시페르_장갑	176	6056	10	4409	1	0	0	0	0	0	0	9	4403	1	100	20	24	29	35	42	51	61	73	88	51422	4416	1	100
	51199	투사의엘리트_루시페르_벨트	177	6056	4	4410	1	0	0	0	0	0	0	9	4403	1	100	15	18	22	27	32	38	46	55	66	51423	4416	1	100
	51200	투사의엘리트_루시페르_셔츠	178	6056	2	4411	1	0	0	0	0	0	0	9	4403	1	100	10	12	15	18	21	26	31	36	44	51424	4416	1	100
	51201	투사의엘리트_아스타로스_갑옷	179	6056	22	4404	1	0	0	0	0	0	0	9	4403	1	100	51	61	73	88	105	128	153	182	219	51425	4416	1	100
	51202	투사의엘리트_아스타로스_프로텍터	180	6056	6	4405	1	0	0	0	0	0	0	9	4403	1	100	41	49	58	71	84	102	122	146	175	51426	4416	1	100
	51203	투사의엘리트_아스타로스_헬멧	181	6056	14	4406	1	0	0	0	0	0	0	9	4403	1	100	36	43	51	62	74	89	107	127	154	51427	4416	1	100
	51204	투사의엘리트_아스타로스_바지	182	6056	18	4407	1	0	0	0	0	0	0	9	4403	1	100	31	37	44	53	63	77	92	109	132	51428	4416	1	100
	51205	투사의엘리트_아스타로스_부츠	183	6056	10	4408	1	0	0	0	0	0	0	9	4403	1	100	26	31	37	44	53	64	77	91	110	51429	4416	1	100
	51206	투사의엘리트_아스타로스_장갑	184	6056	10	4409	1	0	0	0	0	0	0	9	4403	1	100	20	24	29	35	42	51	61	73	88	51430	4416	1	100
	51207	투사의엘리트_아스타로스_벨트	185	6056	4	4410	1	0	0	0	0	0	0	9	4403	1	100	15	18	22	27	32	38	46	55	66	51431	4416	1	100
	51208	투사의엘리트_아스타로스_셔츠	186	6056	2	4411	1	0	0	0	0	0	0	9	4403	1	100	10	12	15	18	21	26	31	36	44	51432	4416	1	100
	51209	투사의엘리트_아즈_갑옷	187	6056	22	4404	1	0	0	0	0	0	0	9	4403	1	100	51	61	73	88	105	128	153	182	219	51433	4416	1	100
	51210	투사의엘리트_아즈_프로텍터	188	6056	6	4405	1	0	0	0	0	0	0	9	4403	1	100	41	49	58	71	84	102	122	146	175	51434	4416	1	100
	51211	투사의엘리트_아즈_헬멧	189	6056	14	4406	1	0	0	0	0	0	0	9	4403	1	100	36	43	51	62	74	89	107	127	154	51435	4416	1	100
	51212	투사의엘리트_아즈_바지	190	6056	18	4407	1	0	0	0	0	0	0	9	4403	1	100	31	37	44	53	63	77	92	109	132	51436	4416	1	100
	51213	투사의엘리트_아즈_부츠	191	6056	10	4408	1	0	0	0	0	0	0	9	4403	1	100	26	31	37	44	53	64	77	91	110	51437	4416	1	100
	51214	투사의엘리트_아즈_장갑	192	6056	10	4409	1	0	0	0	0	0	0	9	4403	1	100	20	24	29	35	42	51	61	73	88	51438	4416	1	100
	51215	투사의엘리트_아즈_벨트	193	6056	4	4410	1	0	0	0	0	0	0	9	4403	1	100	15	18	22	27	32	38	46	55	66	51439	4416	1	100
	51216	투사의엘리트_아즈_셔츠	194	6056	2	4411	1	0	0	0	0	0	0	9	4403	1	100	10	12	15	18	21	26	31	36	44	51440	4416	1	100
	51383	메피스토_갑옷_23등급아이템	195	6056	22	4404	1	0	0	0	0	0	0	9	4403	1	100	51	61	73	88	105	128	153	182	219	51447	4416	1	100
	51384	메피스토_프로텍터_23등급아이템	196	6056	6	4405	1	0	0	0	0	0	0	9	4403	1	100	41	49	58	71	84	102	122	146	175	51448	4416	1	100
	51385	메피스토_헬멧_23등급아이템	197	6056	14	4406	1	0	0	0	0	0	0	9	4403	1	100	36	43	51	62	74	89	107	127	154	51449	4416	1	100
	51386	메피스토_바지_23등급아이템	198	6056	18	4407	1	0	0	0	0	0	0	9	4403	1	100	31	37	44	53	63	77	92	109	132	51450	4416	1	100
	51387	메피스토_부츠_23등급아이템	199	6056	10	4408	1	0	0	0	0	0	0	9	4403	1	100	26	31	37	44	53	64	77	91	110	51451	4416	1	100
	51388	메피스토_장갑_23등급아이템	200	6056	10	4409	1	0	0	0	0	0	0	9	4403	1	100	20	24	29	35	42	51	61	73	88	51452	4416	1	100
	51389	메피스토_벨트_23등급아이템	201	6056	4	4410	1	0	0	0	0	0	0	9	4403	1	100	15	18	22	27	32	38	46	55	66	51453	4416	1	100
	51390	메피스토_셔츠_23등급아이템	202	6056	2	4411	1	0	0	0	0	0	0	9	4403	1	100	10	12	15	18	21	26	31	36	44	51454	4416	1	100
	51711	아스모데우스_갑옷_23등급아이템	203	6056	22	4404	1	0	0	0	0	0	0	9	4403	1	100	51	61	73	88	105	128	153	182	219	51719	4416	1	100
	51712	아스모데우스_프로텍터_23등급아이템	204	6056	6	4405	1	0	0	0	0	0	0	9	4403	1	100	41	49	58	71	84	102	122	146	175	51720	4416	1	100
	51713	아스모데우스_헬멧_23등급아이템	205	6056	14	4406	1	0	0	0	0	0	0	9	4403	1	100	36	43	51	62	74	89	107	127	154	51721	4416	1	100
	51714	아스모데우스_바지_23등급아이템	206	6056	18	4407	1	0	0	0	0	0	0	9	4403	1	100	31	37	44	53	63	77	92	109	132	51722	4416	1	100
	51715	아스모데우스_부츠_23등급아이템	207	6056	10	4408	1	0	0	0	0	0	0	9	4403	1	100	26	31	37	44	53	64	77	91	110	51723	4416	1	100
	51716	아스모데우스_장갑_23등급아이템	208	6056	10	4409	1	0	0	0	0	0	0	9	4403	1	100	20	24	29	35	42	51	61	73	88	51724	4416	1	100
	51717	아스모데우스_벨트_23등급아이템	209	6056	4	4410	1	0	0	0	0	0	0	9	4403	1	100	15	18	22	27	32	38	46	55	66	51725	4416	1	100
	51718	아스모데우스_셔츠_23등급아이템	210	6056	2	4411	1	0	0	0	0	0	0	9	4403	1	100	10	12	15	18	21	26	31	36	44	51726	4416	1	100
	57065	나히드의_갑옷_23등급아이템	211	6056	22	4404	1	0	0	0	0	0	0	9	4403	1	100	51	61	73	88	105	128	153	182	219	57073	4416	1	100
	57066	나히드의_프로텍터_23등급아이템	212	6056	6	4405	1	0	0	0	0	0	0	9	4403	1	100	41	49	58	71	84	102	122	146	175	57074	4416	1	100
	57067	나히드의_헬멧_23등급아이템	213	6056	14	4406	1	0	0	0	0	0	0	9	4403	1	100	36	43	51	62	74	89	107	127	154	57075	4416	1	100
	57068	나히드의_바지_23등급아이템	214	6056	18	4407	1	0	0	0	0	0	0	9	4403	1	100	31	37	44	53	63	77	92	109	132	57076	4416	1	100
	57069	나히드의_부츠_23등급아이템	215	6056	10	4408	1	0	0	0	0	0	0	9	4403	1	100	26	31	37	44	53	64	77	91	110	57077	4416	1	100
	57070	나히드의_장갑_23등급아이템	216	6056	10	4409	1	0	0	0	0	0	0	9	4403	1	100	20	24	29	35	42	51	61	73	88	57078	4416	1	100
	57071	나히드의_벨트_23등급아이템	217	6056	4	4410	1	0	0	0	0	0	0	9	4403	1	100	15	18	22	27	32	38	46	55	66	57079	4416	1	100
	57072	나히드의_셔츠_23등급아이템	218	6056	2	4411	1	0	0	0	0	0	0	9	4403	1	100	10	12	15	18	21	26	31	36	44	57080	4416	1	100
//	투사의엘리트2차																													
	51401	피로물든_아에시마데바_갑옷	219	6066	22	4412	1	0	0	0	0	0	0	9	4403	2	100	70	84	100	121	144	175	210	249	301	0	0	0	0
	51402	피로물든_아에시마데바_프로텍터	220	6066	6	4413	1	0	0	0	0	0	0	9	4403	2	100	56	67	80	97	116	140	168	200	241	0	0	0	0
	51403	피로물든_아에시마데바_헬멧	221	6066	14	4414	1	0	0	0	0	0	0	9	4403	2	100	49	59	71	85	102	123	148	175	212	0	0	0	0
	51404	피로물든_아에시마데바_바지	222	6066	18	4415	1	0	0	0	0	0	0	9	4403	2	100	42	50	60	73	87	105	126	150	181	0	0	0	0
	51405	피로물든_아에시마데바_부츠	223	6066	10	4440	1	0	0	0	0	0	0	9	4403	2	100	35	42	50	61	73	88	105	125	151	0	0	0	0
	51406	피로물든_아에시마데바_장갑	224	6066	10	4441	1	0	0	0	0	0	0	9	4403	2	100	28	34	40	49	58	71	85	101	121	0	0	0	0
	51407	피로물든_아에시마데바_벨트	225	6066	4	4442	1	0	0	0	0	0	0	9	4403	2	100	21	25	30	36	43	53	63	75	90	0	0	0	0
	51408	피로물든_아에시마데바_셔츠	226	6066	2	4443	1	0	0	0	0	0	0	9	4403	2	100	14	17	20	24	29	35	41	49	59	0	0	0	0
	51409	피로물든_벨제뷔트_갑옷	227	6066	22	4412	1	0	0	0	0	0	0	9	4403	2	100	70	84	100	121	144	175	210	249	301	0	0	0	0
	51410	피로물든_벨제뷔트_프로텍터	228	6066	6	4413	1	0	0	0	0	0	0	9	4403	2	100	56	67	80	97	116	140	168	200	241	0	0	0	0
	51411	피로물든_벨제뷔트_헬멧	229	6066	14	4414	1	0	0	0	0	0	0	9	4403	2	100	49	59	71	85	102	123	148	175	212	0	0	0	0
	51412	피로물든_벨제뷔트_바지	230	6066	18	4415	1	0	0	0	0	0	0	9	4403	2	100	42	50	60	73	87	105	126	150	181	0	0	0	0
	51413	피로물든_벨제뷔트_부츠	231	6066	10	4440	1	0	0	0	0	0	0	9	4403	2	100	35	42	50	61	73	88	105	125	151	0	0	0	0
	51414	피로물든_벨제뷔트_장갑	232	6066	10	4441	1	0	0	0	0	0	0	9	4403	2	100	28	34	40	49	58	71	85	101	121	0	0	0	0
	51415	피로물든_벨제뷔트_벨트	233	6066	4	4442	1	0	0	0	0	0	0	9	4403	2	100	21	25	30	36	43	53	63	75	90	0	0	0	0
	51416	피로물든_벨제뷔트_셔츠	234	6066	2	4443	1	0	0	0	0	0	0	9	4403	2	100	14	17	20	24	29	35	41	49	59	0	0	0	0
	51417	피로물든_루시페르_갑옷	235	6066	22	4412	1	0	0	0	0	0	0	9	4403	2	100	70	84	100	121	144	175	210	249	301	0	0	0	0
	51418	피로물든_루시페르_프로텍터	236	6066	6	4413	1	0	0	0	0	0	0	9	4403	2	100	56	67	80	97	116	140	168	200	241	0	0	0	0
	51419	피로물든_루시페르_헬멧	237	6066	14	4414	1	0	0	0	0	0	0	9	4403	2	100	49	59	71	85	102	123	148	175	212	0	0	0	0
	51420	피로물든_루시페르_바지	238	6066	18	4415	1	0	0	0	0	0	0	9	4403	2	100	42	50	60	73	87	105	126	150	181	0	0	0	0
	51421	피로물든_루시페르_부츠	239	6066	10	4440	1	0	0	0	0	0	0	9	4403	2	100	35	42	50	61	73	88	105	125	151	0	0	0	0
	51422	피로물든_루시페르_장갑	240	6066	10	4441	1	0	0	0	0	0	0	9	4403	2	100	28	34	40	49	58	71	85	101	121	0	0	0	0
	51423	피로물든_루시페르_벨트	241	6066	4	4442	1	0	0	0	0	0	0	9	4403	2	100	21	25	30	36	43	53	63	75	90	0	0	0	0
	51424	피로물든_루시페르_셔츠	242	6066	2	4443	1	0	0	0	0	0	0	9	4403	2	100	14	17	20	24	29	35	41	49	59	0	0	0	0
	51425	피로물든_아스타로스_갑옷	243	6066	22	4412	1	0	0	0	0	0	0	9	4403	2	100	70	84	100	121	144	175	210	249	301	0	0	0	0
	51426	피로물든_아스타로스_프로텍터	244	6066	6	4413	1	0	0	0	0	0	0	9	4403	2	100	56	67	80	97	116	140	168	200	241	0	0	0	0
	51427	피로물든_아스타로스_헬멧	245	6066	14	4414	1	0	0	0	0	0	0	9	4403	2	100	49	59	71	85	102	123	148	175	212	0	0	0	0
	51428	피로물든_아스타로스_바지	246	6066	18	4415	1	0	0	0	0	0	0	9	4403	2	100	42	50	60	73	87	105	126	150	181	0	0	0	0
	51429	피로물든_아스타로스_부츠	247	6066	10	4440	1	0	0	0	0	0	0	9	4403	2	100	35	42	50	61	73	88	105	125	151	0	0	0	0
	51430	피로물든_아스타로스_장갑	248	6066	10	4441	1	0	0	0	0	0	0	9	4403	2	100	28	34	40	49	58	71	85	101	121	0	0	0	0
	51431	피로물든_아스타로스_벨트	249	6066	4	4442	1	0	0	0	0	0	0	9	4403	2	100	21	25	30	36	43	53	63	75	90	0	0	0	0
	51432	피로물든_아스타로스_셔츠	250	6066	2	4443	1	0	0	0	0	0	0	9	4403	2	100	14	17	20	24	29	35	41	49	59	0	0	0	0
	51433	피로물든_아즈_갑옷	251	6066	22	4412	1	0	0	0	0	0	0	9	4403	2	100	70	84	100	121	144	175	210	249	301	0	0	0	0
	51434	피로물든_아즈_프로텍터	252	6066	6	4413	1	0	0	0	0	0	0	9	4403	2	100	56	67	80	97	116	140	168	200	241	0	0	0	0
	51435	피로물든_아즈_헬멧	253	6066	14	4414	1	0	0	0	0	0	0	9	4403	2	100	49	59	71	85	102	123	148	175	212	0	0	0	0
	51436	피로물든_아즈_바지	254	6066	18	4415	1	0	0	0	0	0	0	9	4403	2	100	42	50	60	73	87	105	126	150	181	0	0	0	0
	51437	피로물든_아즈_부츠	255	6066	10	4440	1	0	0	0	0	0	0	9	4403	2	100	35	42	50	61	73	88	105	125	151	0	0	0	0
	51438	피로물든_아즈_장갑	256	6066	10	4441	1	0	0	0	0	0	0	9	4403	2	100	28	34	40	49	58	71	85	101	121	0	0	0	0
	51439	피로물든_아즈_벨트	257	6066	4	4442	1	0	0	0	0	0	0	9	4403	2	100	21	25	30	36	43	53	63	75	90	0	0	0	0
	51440	피로물든_아즈_셔츠	258	6066	2	4443	1	0	0	0	0	0	0	9	4403	2	100	14	17	20	24	29	35	41	49	59	0	0	0	0
	51447	피로물든_메피스토_갑옷	259	6066	22	4412	1	0	0	0	0	0	0	9	4403	2	100	70	84	100	121	144	175	210	249	301	0	0	0	0
	51448	피로물든_메피스토_프로텍터	260	6066	6	4413	1	0	0	0	0	0	0	9	4403	2	100	56	67	80	97	116	140	168	200	241	0	0	0	0
	51449	피로물든_메피스토_헬멧	261	6066	14	4414	1	0	0	0	0	0	0	9	4403	2	100	49	59	71	85	102	123	148	175	212	0	0	0	0
	51450	피로물든_메피스토_바지	262	6066	18	4415	1	0	0	0	0	0	0	9	4403	2	100	42	50	60	73	87	105	126	150	181	0	0	0	0
	51451	피로물든_메피스토_부츠	263	6066	10	4440	1	0	0	0	0	0	0	9	4403	2	100	35	42	50	61	73	88	105	125	151	0	0	0	0
	51452	피로물든_메피스토_장갑	264	6066	10	4441	1	0	0	0	0	0	0	9	4403	2	100	28	34	40	49	58	71	85	101	121	0	0	0	0
	51453	피로물든_메피스토_벨트	265	6066	4	4442	1	0	0	0	0	0	0	9	4403	2	100	21	25	30	36	43	53	63	75	90	0	0	0	0
	51454	피로물든_메피스토_셔츠	266	6066	2	4443	1	0	0	0	0	0	0	9	4403	2	100	14	17	20	24	29	35	41	49	59	0	0	0	0
	51719	피로물든_아스모데우스_갑옷_25등급아이템	267	6066	22	4412	1	0	0	0	0	0	0	9	4403	2	100	70	84	100	121	144	175	210	249	301	0	0	0	0
	51720	피로물든_아스모데우스_프로텍터_25등급아이템	268	6066	6	4413	1	0	0	0	0	0	0	9	4403	2	100	56	67	80	97	116	140	168	200	241	0	0	0	0
	51721	피로물든_아스모데우스_헬멧_25등급아이템	269	6066	14	4414	1	0	0	0	0	0	0	9	4403	2	100	49	59	71	85	102	123	148	175	212	0	0	0	0
	51722	피로물든_아스모데우스_바지_25등급아이템	270	6066	18	4415	1	0	0	0	0	0	0	9	4403	2	100	42	50	60	73	87	105	126	150	181	0	0	0	0
	51723	피로물든_아스모데우스_부츠_25등급아이템	271	6066	10	4440	1	0	0	0	0	0	0	9	4403	2	100	35	42	50	61	73	88	105	125	151	0	0	0	0
	51724	피로물든_아스모데우스_장갑_25등급아이템	272	6066	10	4441	1	0	0	0	0	0	0	9	4403	2	100	28	34	40	49	58	71	85	101	121	0	0	0	0
	51725	피로물든_아스모데우스_벨트_25등급아이템	273	6066	4	4442	1	0	0	0	0	0	0	9	4403	2	100	21	25	30	36	43	53	63	75	90	0	0	0	0
	51726	피로물든_아스모데우스_셔츠_25등급아이템	274	6066	2	4443	1	0	0	0	0	0	0	9	4403	2	100	14	17	20	24	29	35	41	49	59	0	0	0	0
	57073	피로물든나히드의_갑옷_25등급아이템	275	6066	22	4412	1	0	0	0	0	0	0	9	4403	2	100	70	84	100	121	144	175	210	249	301	0	0	0	0
	57074	피로물든나히드의_프로텍터_25등급아이템	276	6066	6	4413	1	0	0	0	0	0	0	9	4403	2	100	56	67	80	97	116	140	168	200	241	0	0	0	0
	57075	피로물든나히드의_헬멧_25등급아이템	277	6066	14	4414	1	0	0	0	0	0	0	9	4403	2	100	49	59	71	85	102	123	148	175	212	0	0	0	0
	57076	피로물든나히드의_바지_25등급아이템	278	6066	18	4415	1	0	0	0	0	0	0	9	4403	2	100	42	50	60	73	87	105	126	150	181	0	0	0	0
	57077	피로물든나히드의_부츠_25등급아이템	279	6066	10	4440	1	0	0	0	0	0	0	9	4403	2	100	35	42	50	61	73	88	105	125	151	0	0	0	0
	57078	피로물든나히드의_장갑_25등급아이템	280	6066	10	4441	1	0	0	0	0	0	0	9	4403	2	100	28	34	40	49	58	71	85	101	121	0	0	0	0
	57079	피로물든나히드의_벨트_25등급아이템	281	6066	4	4442	1	0	0	0	0	0	0	9	4403	2	100	21	25	30	36	43	53	63	75	90	0	0	0	0
	57080	피로물든나히드의_셔츠_25등급아이템	282	6066	2	4443	1	0	0	0	0	0	0	9	4403	2	100	14	17	20	24	29	35	41	49	59	0	0	0	0
//	엘리트1차																													
	51000	아폴로_갑옷_버서커	283	6056	22	4444	1	4502	1	0	0	0	0	9	4403	1	100	56	67	80	97	116	140	168	200	241	51036	4421	1	100
	51028	아폴로_프로텍터_버서커	284	6056	6	4445	1	4503	1	0	0	0	0	9	4403	1	100	45	54	65	78	93	113	135	161	194	51037	4421	1	100
	51001	아폴로_헬멧_버서커	285	6056	14	4446	1	4504	1	0	0	0	0	9	4403	1	100	39	47	56	68	81	98	118	140	169	51038	4421	1	100
	51002	아폴로_바지_버서커	286	6056	18	4447	1	4505	1	0	0	0	0	9	4403	1	100	34	40	48	58	69	84	101	120	144	51039	4421	1	100
